day,time,SV-2,SV-5,SV-6,SV-7,HV-NM1,HV-NM2,고압콘덴샤,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-08-21,0,541.6,542.0,631.8,532.4,192.2,515.2,5.6,293.4,187.5,850.5,790.8,148.3,846.0,911.5,384.0,2247.6,488.1,48.1,939.9,815.4,737.6,784.5,451.5,334.4,951.4,195.3,36.7,696.7,194.5
2022-08-21,1,543.7,544.2,631.8,534.6,192.2,517.3,5.6,294.3,187.7,850.6,790.9,148.4,846.0,911.7,384.3,2247.7,488.6,48.1,940.0,815.5,737.6,784.6,451.5,334.4,951.5,195.4,36.7,696.7,194.6
2022-08-21,2,545.8,546.3,631.8,536.7,192.2,519.4,5.6,295.1,187.9,850.7,790.9,148.4,846.1,911.9,384.5,2247.7,489.1,48.1,940.1,815.5,737.7,784.6,451.5,334.4,951.5,195.4,36.7,696.8,194.6
2022-08-21,3,547.9,548.4,631.8,538.8,192.2,521.5,5.6,296.0,188.2,850.8,791.0,148.5,846.1,912.0,384.8,2247.7,489.6,48.1,940.2,815.5,737.7,784.6,451.5,334.4,951.5,195.5,36.7,696.8,194.6
2022-08-21,4,550.0,550.5,631.8,540.8,192.2,523.5,5.6,296.8,188.4,850.9,791.0,148.5,846.2,912.2,385.1,2247.7,490.1,48.1,940.3,815.5,737.7,784.7,451.6,334.4,951.5,195.5,36.8,696.8,194.6
2022-08-21,5,552.0,552.5,631.8,542.8,192.2,525.5,5.6,297.7,188.6,851.0,791.1,148.6,846.2,912.4,385.3,2247.7,490.6,48.1,940.4,815.6,737.7,784.7,451.6,334.4,951.5,195.6,36.8,696.9,194.6
2022-08-21,6,554.1,554.5,631.8,544.8,192.2,527.5,5.6,298.6,188.8,851.1,791.1,148.7,846.3,912.6,385.6,2247.8,491.1,48.1,940.4,815.6,737.8,784.7,451.6,334.4,951.5,195.6,36.8,696.9,194.6
2022-08-21,7,556.1,556.6,631.8,546.8,192.2,529.5,5.6,299.4,189.0,851.2,791.2,148.7,846.3,912.8,385.8,2247.8,491.6,48.1,940.5,815.6,737.8,784.7,451.6,334.5,951.5,195.7,36.8,696.9,194.6
2022-08-21,8,558.1,558.6,631.8,548.8,192.2,531.5,5.6,300.3,189.3,851.3,791.3,148.8,846.3,912.9,386.1,2247.8,492.1,48.1,940.6,815.6,737.8,784.8,451.6,334.5,951.6,195.7,36.8,697.0,194.6
2022-08-21,9,560.2,560.6,631.8,550.9,192.2,533.6,5.6,301.1,189.5,851.4,791.4,148.8,846.4,913.1,386.3,2247.8,492.7,48.1,940.7,815.6,737.8,784.8,451.7,334.5,951.6,195.8,36.8,697.0,194.6
2022-08-21,10,562.2,562.6,631.8,552.9,192.2,535.6,5.6,302.0,189.7,851.5,791.5,148.9,846.4,913.3,386.4,2247.9,493.2,48.2,940.8,815.7,737.8,784.8,451.7,334.5,951.6,195.8,36.8,697.0,194.6
2022-08-21,11,564.2,564.7,631.8,555.0,192.2,537.7,5.6,302.9,190.0,851.6,791.6,149.0,846.5,913.5,386.5,2247.9,493.7,48.2,940.9,815.7,737.8,784.8,451.7,334.5,951.6,195.8,36.8,697.1,194.7
2022-08-21,12,566.3,566.8,631.8,557.1,192.2,539.8,5.6,303.9,190.2,851.7,791.7,149.0,846.6,913.6,386.7,2247.9,494.3,48.3,941.0,815.7,737.9,784.8,451.7,334.5,951.6,195.9,36.9,697.1,194.7
2022-08-21,13,568.4,568.9,631.8,559.3,192.2,541.9,5.6,304.8,190.5,851.8,791.8,149.1,846.6,913.8,386.8,2248.0,494.9,48.3,941.1,815.7,737.9,784.8,451.7,334.6,951.6,195.9,36.9,697.2,194.7
2022-08-21,14,570.5,571.0,631.8,561.4,192.2,544.1,5.6,305.7,190.8,852.0,791.9,149.2,846.7,914.0,386.9,2248.0,495.4,48.4,941.1,815.8,737.9,784.9,451.8,334.6,951.7,196.0,36.9,697.2,194.7
2022-08-21,15,572.7,573.2,631.8,563.7,192.2,546.3,5.6,306.7,191.1,852.1,792.0,149.2,846.8,914.2,387.0,2248.0,496.0,48.4,941.3,815.8,737.9,784.9,451.8,334.6,951.7,196.0,36.9,697.3,194.7
2022-08-21,16,575.0,575.4,631.8,566.0,192.2,548.6,5.6,307.7,191.4,852.3,792.1,149.3,846.9,914.4,387.1,2248.1,496.6,48.5,941.4,815.8,738.0,784.9,451.8,334.6,951.7,196.1,36.9,697.3,194.7
2022-08-21,17,577.3,577.7,631.8,568.3,192.2,550.9,5.6,308.7,191.7,852.4,792.2,149.3,846.9,914.6,387.3,2248.1,497.2,48.5,941.5,815.9,738.0,784.9,451.8,334.6,951.7,196.1,36.9,697.4,194.7
2022-08-21,18,579.6,580.1,631.8,570.7,192.2,553.3,5.6,309.6,192.0,852.6,792.3,149.4,847.0,914.7,387.5,2248.1,497.8,48.5,941.6,815.9,738.0,784.9,451.8,334.7,951.7,196.2,36.9,697.4,194.7
2022-08-21,19,582.0,582.5,631.8,573.0,192.2,555.7,5.6,310.6,192.3,852.8,792.4,149.5,847.1,914.9,387.8,2248.2,498.4,48.5,941.7,815.9,738.0,785.0,451.9,334.7,951.7,196.2,37.0,697.5,194.7
2022-08-21,20,584.4,584.9,631.8,575.4,192.2,558.0,5.6,311.6,192.5,852.9,792.4,149.5,847.2,915.1,388.0,2248.2,498.9,48.5,941.8,815.9,738.1,785.0,451.9,334.7,951.8,196.3,37.0,697.5,194.8
2022-08-21,21,586.7,587.2,631.8,577.7,192.2,560.3,5.6,312.5,192.8,853.1,792.5,149.6,847.3,915.3,388.3,2248.2,499.5,48.5,941.9,816.0,738.1,785.0,451.9,334.7,951.8,196.3,37.0,697.6,194.8
2022-08-21,22,589.1,589.6,631.8,580.0,192.2,562.6,5.6,313.4,193.0,853.2,792.5,149.7,847.3,915.5,388.6,2248.2,500.1,48.5,942.0,816.0,738.1,785.1,451.9,334.7,951.8,196.4,37.0,697.6,194.8
2022-08-21,23,591.4,591.9,631.8,582.3,192.2,564.9,5.6,314.3,193.3,853.4,792.6,149.7,847.4,915.7,388.8,2248.3,500.6,48.5,942.1,816.0,738.1,785.1,451.9,334.7,951.8,196.4,37.0,697.7,194.8
