day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-21,0,1003.4,262.8,162.8,61.1,66.2,78.7,187.2,300.9,32.0,565.1,0.0,101.0,28.5,28.6,40.8,25.8,14.8,25.1,47.9,14.5,55.2,18.2
2022-07-21,1,929.0,239.9,148.7,58.7,70.6,58.8,189.3,305.1,31.5,532.9,0.0,93.6,37.9,40.3,49.2,22.4,27.6,18.2,48.6,14.5,48.4,19.1
2022-07-21,2,941.9,224.9,118.1,50.6,64.3,55.4,182.2,300.6,34.0,539.1,0.0,93.9,25.5,24.2,38.6,25.6,23.8,15.9,49.2,14.3,46.7,17.9
2022-07-21,3,921.6,223.9,115.1,61.0,65.3,45.1,184.9,325.1,29.3,527.3,0.0,94.8,31.3,33.0,40.1,24.2,14.1,16.5,47.8,27.6,38.0,17.9
2022-07-21,4,903.2,224.2,106.6,65.7,67.1,45.0,185.0,315.3,29.3,527.3,0.0,80.6,33.3,32.7,36.5,24.2,14.7,15.9,47.5,12.1,35.4,18.0
2022-07-21,5,892.7,221.9,109.9,125.5,68.3,41.6,193.9,306.5,37.8,512.1,0.0,90.8,24.3,31.7,29.7,28.7,24.6,15.8,51.8,14.8,45.5,17.9
2022-07-21,6,918.2,259.9,111.3,186.2,66.7,51.8,182.1,316.6,39.9,514.9,0.0,94.2,36.1,19.5,21.0,35.2,25.2,15.5,48.0,16.1,47.7,20.5
2022-07-21,7,973.2,267.9,118.4,193.7,72.8,72.9,187.5,300.5,45.8,555.6,7.3,97.7,42.9,27.5,36.9,38.1,32.2,31.5,49.1,31.9,49.7,21.7
2022-07-21,8,1073.9,288.6,121.3,204.3,92.7,78.2,218.9,306.3,63.4,593.0,0.0,134.7,38.4,46.2,28.8,39.0,40.7,33.5,55.5,21.3,75.4,22.1
2022-07-21,9,1107.7,329.7,120.2,219.2,83.6,67.5,198.5,341.8,78.9,623.2,0.0,155.4,55.5,36.0,32.3,49.4,33.6,33.5,70.7,33.5,91.5,30.4
2022-07-21,10,1158.1,372.6,120.9,239.4,85.4,63.1,222.3,323.5,83.3,640.6,0.0,153.8,54.4,34.7,51.3,53.9,29.7,36.5,66.5,32.5,83.7,22.6
2022-07-21,11,1139.3,372.6,130.8,225.8,79.6,78.4,220.6,298.1,77.9,647.9,12.4,144.2,56.5,26.3,25.5,50.3,39.6,31.8,67.9,34.1,88.2,25.9
2022-07-21,12,1134.7,363.7,130.4,227.2,80.3,68.8,222.5,300.5,78.8,640.4,9.4,144.5,53.3,39.4,43.4,55.5,32.8,33.0,71.3,19.0,81.1,28.0
2022-07-21,13,1135.0,365.6,126.6,215.1,86.1,59.7,219.4,315.7,73.3,646.0,26.2,155.1,60.2,36.9,23.6,42.6,45.0,40.7,69.2,32.3,91.1,23.3
2022-07-21,14,1149.1,385.1,122.4,209.9,85.7,60.5,219.4,340.9,81.7,669.2,4.8,144.0,61.9,40.6,27.8,47.3,42.1,41.7,60.7,33.3,85.0,27.3
2022-07-21,15,1155.5,362.0,127.8,210.6,80.2,58.6,223.9,323.7,71.4,662.5,11.7,155.6,62.8,33.3,27.9,40.6,28.5,31.1,69.8,34.0,90.8,28.4
2022-07-21,16,1132.7,355.4,134.1,191.0,80.0,56.6,212.7,318.9,74.9,637.6,3.0,148.9,57.5,39.0,27.0,33.0,56.5,36.9,65.6,32.2,91.2,22.0
2022-07-21,17,1118.8,323.9,129.6,194.2,80.3,70.0,207.1,319.3,67.5,665.6,0.4,153.7,53.7,43.4,34.8,46.9,29.2,33.5,70.2,30.3,92.2,27.6
2022-07-21,18,1026.5,288.1,128.9,185.6,72.2,66.0,198.8,344.1,47.7,617.0,0.0,137.3,47.7,56.3,22.0,50.6,28.0,39.2,62.6,16.3,82.1,21.0
2022-07-21,19,1010.5,278.6,156.7,122.7,65.8,80.5,202.1,331.9,35.8,601.9,0.0,122.1,46.8,52.0,40.8,47.8,33.5,27.1,50.6,15.5,73.1,19.0
2022-07-21,20,995.1,288.4,160.4,89.7,64.6,79.9,191.3,311.8,35.9,589.7,0.0,123.1,44.7,52.3,43.0,42.9,39.9,18.9,61.2,15.4,70.3,24.6
2022-07-21,21,971.7,271.9,151.2,75.3,71.2,77.0,197.8,314.3,34.9,575.0,0.0,120.0,43.1,38.7,40.6,35.8,28.0,31.3,63.2,15.3,72.2,18.8
2022-07-21,22,961.4,293.4,150.3,56.8,69.1,68.8,181.4,313.3,34.2,590.9,0.0,113.0,43.2,53.6,35.9,35.5,31.8,30.5,56.9,25.3,71.6,17.8
2022-07-21,23,909.2,242.6,153.0,63.5,63.8,60.6,183.1,305.9,31.3,564.7,0.0,105.7,42.7,51.9,44.0,36.1,26.7,29.7,61.6,15.7,61.3,18.8
