day,time,SV-2,SV-5,SV-6,SV-7,HV-NM1,HV-NM2,고압콘덴샤,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-10,0,148.5,148.9,631.8,150.7,192.2,140.1,5.1,312.1,899.2,728.3,680.0,88.0,780.7,722.5,137.1,2206.9,921.0,38.1,836.3,785.8,715.6,758.4,426.0,316.8,933.9,146.5,22.3,642.8,182.9
2022-07-10,1,150.6,151.0,631.8,152.8,192.2,142.1,5.1,312.9,899.4,728.4,680.1,88.0,780.7,722.6,137.4,2206.9,921.5,38.1,836.4,785.8,715.6,758.4,426.0,316.8,933.9,146.6,22.3,642.8,182.9
2022-07-10,2,152.6,153.0,631.8,154.8,192.2,144.1,5.1,313.8,899.6,728.5,680.1,88.1,780.8,722.8,137.7,2206.9,921.9,38.1,836.5,785.8,715.7,758.5,426.0,316.9,933.9,146.6,22.3,642.9,182.9
2022-07-10,3,154.6,155.0,631.8,156.7,192.2,146.0,5.1,314.6,899.8,728.6,680.2,88.1,780.8,723.0,137.9,2206.9,922.4,38.1,836.5,785.9,715.7,758.5,426.0,316.9,933.9,146.6,22.3,642.9,182.9
2022-07-10,4,156.6,157.0,631.8,158.6,192.2,148.0,5.1,315.4,900.0,728.7,680.2,88.2,780.9,723.1,138.2,2207.0,922.8,38.1,836.6,785.9,715.7,758.5,426.0,316.9,934.0,146.7,22.4,642.9,183.0
2022-07-10,5,158.5,158.9,631.8,160.5,192.2,149.9,5.1,316.2,900.1,728.8,680.3,88.2,780.9,723.3,138.5,2207.0,923.3,38.1,836.7,785.9,715.7,758.6,426.1,316.9,934.0,146.7,22.4,643.0,183.0
2022-07-10,6,160.4,160.8,631.8,162.4,192.2,151.7,5.1,317.0,900.3,728.9,680.3,88.3,780.9,723.4,138.8,2207.0,923.7,38.1,836.8,785.9,715.7,758.6,426.1,316.9,934.0,146.8,22.4,643.0,183.0
2022-07-10,7,162.3,162.7,631.8,164.2,192.2,153.6,5.1,317.7,900.5,729.0,680.4,88.3,781.0,723.6,139.0,2207.0,924.1,38.1,836.9,785.9,715.8,758.6,426.1,316.9,934.0,146.8,22.4,643.0,183.0
2022-07-10,8,164.2,164.5,631.8,166.1,192.2,155.4,5.1,318.5,900.7,729.1,680.5,88.4,781.0,723.8,139.2,2207.0,924.6,38.1,836.9,786.0,715.8,758.6,426.1,316.9,934.0,146.9,22.4,643.1,183.0
2022-07-10,9,166.1,166.5,631.8,168.1,192.2,157.4,5.1,319.3,900.9,729.2,680.6,88.4,781.1,723.9,139.4,2207.1,925.0,38.1,837.0,786.0,715.8,758.6,426.1,317.0,934.0,146.9,22.4,643.1,183.0
2022-07-10,10,168.0,168.4,631.8,170.0,192.2,159.3,5.1,320.2,901.1,729.3,680.7,88.5,781.2,724.1,139.6,2207.1,925.5,38.2,837.1,786.0,715.8,758.7,426.2,317.0,934.1,146.9,22.4,643.1,183.0
2022-07-10,11,169.9,170.3,631.8,172.0,192.2,161.3,5.2,321.0,901.4,729.3,680.8,88.6,781.2,724.2,139.7,2207.1,926.0,38.2,837.2,786.0,715.8,758.7,426.2,317.0,934.1,147.0,22.4,643.2,183.0
2022-07-10,12,171.8,172.2,631.8,173.9,192.2,163.2,5.2,321.9,901.6,729.4,680.9,88.6,781.3,724.4,139.8,2207.2,926.5,38.3,837.3,786.1,715.8,758.7,426.2,317.0,934.1,147.0,22.5,643.2,183.0
2022-07-10,13,173.8,174.2,631.8,176.0,192.2,165.3,5.2,322.8,901.8,729.6,681.0,88.7,781.4,724.6,140.0,2207.2,927.0,38.3,837.3,786.1,715.9,758.7,426.2,317.0,934.1,147.1,22.5,643.3,183.1
2022-07-10,14,175.8,176.2,631.8,178.1,192.2,167.4,5.2,323.6,902.1,729.7,681.1,88.7,781.5,724.7,140.0,2207.3,927.4,38.4,837.4,786.1,715.9,758.7,426.3,317.1,934.1,147.1,22.5,643.3,183.1
2022-07-10,15,177.9,178.3,631.8,180.2,192.2,169.4,5.2,324.5,902.4,729.8,681.2,88.8,781.6,724.9,140.2,2207.3,928.0,38.5,837.5,786.1,715.9,758.8,426.3,317.1,934.2,147.2,22.5,643.3,183.1
2022-07-10,16,180.0,180.4,631.8,182.3,192.2,171.6,5.2,325.4,902.6,729.9,681.3,88.8,781.6,725.1,140.3,2207.3,928.5,38.5,837.6,786.2,715.9,758.8,426.3,317.1,934.2,147.2,22.5,643.4,183.1
2022-07-10,17,182.3,182.7,631.8,184.7,192.2,173.9,5.2,326.4,902.9,730.1,681.4,88.9,781.7,725.2,140.5,2207.4,929.0,38.5,837.7,786.2,716.0,758.8,426.3,317.1,934.2,147.3,22.5,643.5,183.1
2022-07-10,18,184.7,185.0,631.8,187.0,192.2,176.2,5.2,327.3,903.2,730.3,681.5,89.0,781.8,725.4,140.8,2207.4,929.5,38.5,837.8,786.2,716.0,758.8,426.3,317.1,934.2,147.3,22.5,643.5,183.1
2022-07-10,19,187.0,187.4,631.8,189.3,192.2,178.6,5.2,328.2,903.4,730.4,681.6,89.0,781.9,725.6,141.1,2207.5,930.1,38.5,837.9,786.2,716.0,758.8,426.4,317.1,934.2,147.4,22.5,643.6,183.1
2022-07-10,20,189.3,189.7,631.8,191.6,192.2,180.8,5.2,329.2,903.6,730.6,681.7,89.1,782.0,725.8,141.4,2207.5,930.6,38.5,838.0,786.3,716.0,758.9,426.4,317.2,934.3,147.4,22.6,643.6,183.1
2022-07-10,21,191.6,192.0,631.8,193.9,192.2,183.1,5.2,330.1,903.9,730.7,681.7,89.1,782.1,726.0,141.6,2207.5,931.1,38.5,838.1,786.3,716.1,758.9,426.4,317.2,934.3,147.4,22.6,643.7,183.1
2022-07-10,22,193.9,194.3,631.8,196.2,192.2,185.4,5.2,330.9,904.1,730.9,681.8,89.2,782.2,726.1,141.9,2207.5,931.6,38.5,838.2,786.3,716.1,758.9,426.4,317.2,934.3,147.5,22.6,643.7,183.1
2022-07-10,23,196.2,196.6,631.8,198.4,192.2,187.6,5.2,331.8,904.3,731.0,681.9,89.2,782.3,726.3,142.2,2207.6,932.1,38.5,838.3,786.3,716.1,759.0,426.4,317.2,934.3,147.5,22.6,643.7,183.2
