day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-24,0,891.3,222.4,134.6,63.7,66.3,56.7,181.6,317.6,28.3,496.4,0.0,93.1,36.8,39.3,36.3,27.1,22.5,17.1,48.3,15.0,51.5,18.0
2022-07-24,1,837.1,212.6,125.7,62.1,71.6,50.8,173.8,319.7,28.9,505.3,0.0,89.0,25.8,28.4,37.2,22.8,17.7,16.5,57.5,15.0,46.8,17.9
2022-07-24,2,845.0,228.4,123.0,54.3,64.4,48.2,181.0,321.0,31.6,488.1,0.0,84.4,33.7,36.0,39.1,21.6,15.6,16.1,58.9,15.1,38.1,19.1
2022-07-24,3,816.2,212.2,118.8,59.8,64.4,46.0,161.1,214.4,28.1,469.5,0.0,80.5,25.8,35.3,36.4,25.6,15.2,22.8,46.6,15.2,33.5,18.0
2022-07-24,4,818.8,222.2,107.0,60.2,72.1,45.2,183.5,342.8,30.2,487.1,0.0,87.2,23.1,32.8,49.9,30.7,14.8,16.0,47.0,13.3,33.4,18.0
2022-07-24,5,787.6,222.5,99.1,58.8,69.3,44.1,178.5,324.5,29.5,458.8,0.0,78.1,24.6,19.6,35.0,21.2,24.2,15.1,46.4,15.1,32.9,17.8
2022-07-24,6,823.8,215.8,98.0,102.1,66.2,45.1,182.0,313.7,29.8,456.1,0.0,83.8,34.7,19.4,22.3,26.0,25.6,14.6,45.9,26.4,33.7,17.9
2022-07-24,7,820.1,222.9,96.6,128.5,64.8,52.9,177.8,311.6,26.4,450.1,0.0,76.5,35.2,28.5,23.0,24.5,22.5,15.4,46.3,15.3,35.0,17.7
2022-07-24,8,808.2,211.3,97.2,132.6,64.8,64.4,175.2,301.7,29.9,462.3,0.0,79.2,24.1,34.3,23.4,24.9,36.0,15.1,46.3,14.3,36.6,18.0
2022-07-24,9,815.4,219.0,106.5,173.1,77.7,72.0,175.3,297.6,29.8,462.4,65.2,86.8,24.5,32.1,29.2,26.4,32.7,15.1,45.7,14.8,40.9,18.2
2022-07-24,10,825.4,230.1,101.1,137.4,71.3,79.0,179.9,282.1,31.9,488.9,29.3,90.7,25.4,37.1,22.3,30.5,42.9,15.1,46.2,15.8,48.9,18.3
2022-07-24,11,851.0,224.5,101.5,130.4,69.4,67.6,188.4,298.7,29.1,480.9,12.9,102.6,38.8,35.1,29.1,25.8,23.9,15.8,52.7,15.3,57.5,17.7
2022-07-24,12,848.6,250.5,114.6,128.5,66.1,67.0,188.4,289.8,32.4,493.7,11.3,105.9,38.7,38.9,42.7,27.9,34.4,15.7,52.7,26.8,54.4,17.9
2022-07-24,13,863.5,232.8,134.8,163.4,71.1,72.2,179.2,293.5,33.9,497.7,7.7,106.0,29.7,46.4,42.8,25.2,31.2,19.4,45.7,25.2,53.5,18.4
2022-07-24,14,912.7,254.0,126.6,123.4,70.9,71.7,217.9,313.9,32.2,552.7,14.7,110.5,41.2,38.7,23.5,21.8,32.9,19.3,50.6,15.6,58.9,19.8
2022-07-24,15,885.5,331.5,129.7,146.0,66.3,65.5,225.1,290.1,42.1,522.6,26.2,114.5,43.3,35.1,21.3,25.2,28.7,18.8,48.0,27.5,63.4,19.9
2022-07-24,16,911.5,306.2,139.9,144.9,66.2,70.3,219.3,300.4,34.9,532.4,14.9,116.8,41.4,39.0,22.7,38.6,43.5,23.3,47.5,28.0,62.4,18.0
2022-07-24,17,935.2,253.2,139.4,141.8,78.1,75.8,210.6,312.2,36.2,539.0,0.0,112.9,38.6,40.3,36.4,24.8,28.8,17.6,47.5,28.6,65.0,18.6
2022-07-24,18,907.9,243.4,129.0,130.3,78.0,90.6,212.6,320.3,34.2,539.1,0.0,105.9,37.2,38.5,21.3,25.0,29.8,19.0,47.0,27.1,61.9,17.5
2022-07-24,19,923.7,243.6,132.2,70.1,72.3,105.6,201.9,353.5,33.4,527.6,0.0,115.3,28.8,42.9,41.9,32.1,36.7,21.6,57.6,15.2,62.2,17.4
2022-07-24,20,892.0,233.9,143.5,70.7,71.5,105.7,202.1,343.1,34.2,527.0,0.0,104.7,38.0,40.2,38.7,37.4,32.4,17.6,47.8,15.2,59.3,17.8
2022-07-24,21,896.8,238.4,147.3,69.5,77.2,91.3,197.6,316.2,32.4,537.9,0.0,105.9,39.9,51.6,39.3,26.4,36.3,16.3,46.6,25.6,63.0,17.5
2022-07-24,22,888.9,234.6,168.0,61.3,71.7,82.9,202.3,315.8,34.3,535.5,0.0,109.6,39.7,35.8,39.0,24.1,27.8,16.6,57.3,15.2,56.0,17.5
2022-07-24,23,879.4,235.6,154.0,70.0,70.0,70.5,189.8,308.0,29.9,519.8,0.0,103.0,41.0,38.4,39.2,21.9,27.4,17.6,46.7,27.8,55.9,17.5
