day,time,SV-2,SV-5,SV-6,SV-7,HV-NM1,HV-NM2,고압콘덴샤,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-02,0,2208.0,2210.0,0.0,2170.0,0.0,2146.0,712.0,927.0,224.0,144.0,69.0,51.0,59.0,209.0,310.0,32.0,549.0,0.0,96.0,34.0,54.0,41.0,28.0,25.0,16.0,46.0,23.0,53.0,19.0
2022-07-02,1,2136.0,2127.0,0.0,2109.0,0.0,2094.0,740.0,899.0,210.0,133.0,66.0,56.0,53.0,200.0,324.0,27.0,546.0,0.0,91.0,26.0,38.0,47.0,22.0,24.0,15.0,52.0,14.0,48.0,18.0
2022-07-02,2,2036.0,2057.0,0.0,2022.0,0.0,2030.0,741.0,899.0,210.0,118.0,60.0,50.0,45.0,191.0,294.0,25.0,534.0,0.0,93.0,25.0,23.0,57.0,22.0,14.0,14.0,55.0,14.0,48.0,18.0
2022-07-02,3,2018.0,2018.0,0.0,1986.0,0.0,2000.0,738.0,853.0,215.0,107.0,69.0,49.0,43.0,196.0,338.0,32.0,506.0,0.0,77.0,34.0,40.0,59.0,22.0,22.0,15.0,45.0,14.0,33.0,19.0
2022-07-02,4,2035.0,2030.0,0.0,2019.0,0.0,1992.0,740.0,854.0,201.0,109.0,68.0,56.0,40.0,213.0,339.0,29.0,503.0,0.0,77.0,23.0,21.0,38.0,21.0,15.0,14.0,45.0,12.0,33.0,19.0
2022-07-02,5,1975.0,1975.0,0.0,1957.0,0.0,1962.0,819.0,846.0,194.0,112.0,65.0,63.0,35.0,189.0,299.0,30.0,492.0,0.0,85.0,23.0,27.0,21.0,19.0,14.0,14.0,45.0,14.0,40.0,18.0
2022-07-02,6,2021.0,2031.0,0.0,2022.0,0.0,2008.0,795.0,846.0,204.0,104.0,121.0,58.0,41.0,193.0,312.0,33.0,501.0,0.0,78.0,23.0,24.0,21.0,22.0,29.0,16.0,45.0,14.0,32.0,18.0
2022-07-02,7,2030.0,2032.0,0.0,2033.0,0.0,2020.0,784.0,900.0,232.0,105.0,111.0,70.0,45.0,199.0,273.0,40.0,531.0,20.0,85.0,23.0,30.0,25.0,24.0,32.0,14.0,46.0,14.0,36.0,18.0
2022-07-02,8,2082.0,2063.0,0.0,2099.0,0.0,2083.0,853.0,897.0,245.0,99.0,171.0,82.0,73.0,195.0,205.0,45.0,550.0,48.0,83.0,32.0,26.0,40.0,46.0,36.0,14.0,47.0,14.0,38.0,18.0
2022-07-02,9,2063.0,2079.0,0.0,2146.0,0.0,2123.0,770.0,961.0,246.0,117.0,181.0,84.0,76.0,187.0,181.0,41.0,549.0,86.0,100.0,39.0,39.0,26.0,35.0,38.0,29.0,48.0,23.0,50.0,18.0
