day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-12,0,986.8,280.8,166.1,60.7,61.0,83.8,181.6,330.7,38.6,551.7,0.0,100.1,25.7,40.3,37.3,35.3,23.9,22.5,49.3,14.8,53.3,18.6
2022-07-12,1,956.5,274.2,154.0,59.3,61.1,74.8,185.8,322.4,44.5,531.7,0.0,102.7,32.8,39.8,38.4,26.4,27.7,16.3,46.4,14.6,45.3,18.7
2022-07-12,2,919.1,265.8,145.8,57.2,54.8,66.4,188.9,330.8,47.7,524.1,0.0,85.6,25.7,40.0,39.4,23.2,24.1,16.5,46.6,15.3,42.1,18.3
2022-07-12,3,979.3,261.9,135.6,61.2,54.8,58.6,182.4,354.5,34.6,532.0,0.0,91.0,26.3,36.1,45.8,23.1,25.5,16.5,47.3,14.5,45.1,18.3
2022-07-12,4,910.9,268.1,129.9,63.1,61.7,55.7,187.5,351.1,37.0,497.4,0.0,86.6,23.8,32.7,36.2,22.0,15.9,15.9,47.4,12.8,44.0,18.3
2022-07-12,5,928.2,255.9,128.4,114.9,65.8,52.7,184.7,314.8,33.9,504.3,0.0,78.5,35.0,33.4,29.3,34.3,25.0,15.2,47.3,14.2,35.1,18.0
2022-07-12,6,910.0,289.8,129.8,142.4,71.3,58.3,184.3,301.6,61.7,499.5,0.0,88.0,42.4,19.0,22.8,34.2,27.8,15.5,49.0,18.9,47.1,20.4
2022-07-12,7,925.8,307.5,131.9,203.8,70.5,83.4,203.2,291.2,77.9,516.7,8.0,96.9,32.1,30.7,22.6,34.2,29.7,35.1,48.4,19.5,50.0,22.1
2022-07-12,8,1095.0,362.0,136.6,230.0,84.5,90.7,226.1,315.8,103.8,587.2,36.6,126.5,61.7,35.3,32.3,54.5,42.6,38.8,64.6,33.4,70.9,23.2
2022-07-12,9,1227.5,416.4,139.5,263.3,77.6,81.2,226.1,328.7,124.9,653.8,50.8,136.7,58.6,40.8,31.8,37.8,34.7,32.6,67.6,30.7,81.4,22.2
2022-07-12,10,1246.6,428.4,142.1,229.5,79.4,64.9,243.9,271.1,117.7,681.0,88.7,148.6,62.7,39.9,28.2,42.3,37.8,39.3,69.4,36.3,85.1,32.8
2022-07-12,11,1227.2,449.8,141.8,244.1,85.2,78.3,233.6,329.5,117.4,692.3,64.5,152.2,56.9,36.2,26.0,43.9,24.9,54.8,63.8,27.7,90.6,24.9
2022-07-12,12,1239.6,420.5,158.8,247.8,74.9,73.8,234.2,263.6,107.9,651.6,64.5,148.3,54.1,41.7,46.7,52.5,34.6,36.4,63.6,28.6,89.4,21.9
2022-07-12,13,1262.5,421.3,159.5,227.0,91.2,64.6,241.4,341.2,105.0,686.3,73.6,151.9,63.3,38.7,34.7,45.5,30.6,40.4,62.5,31.7,88.3,23.0
2022-07-12,14,1272.1,490.1,139.0,258.1,91.0,65.1,246.0,294.1,114.7,715.2,45.0,151.8,63.1,51.1,25.2,55.8,33.1,34.1,70.1,35.6,87.7,29.5
2022-07-12,15,1325.5,473.4,149.0,238.1,78.8,78.9,246.0,280.5,104.2,726.8,66.7,154.5,64.0,38.1,24.3,55.4,36.3,38.1,59.3,27.9,95.9,20.9
2022-07-12,16,1279.1,439.1,152.8,221.7,78.8,74.9,249.2,343.0,112.4,701.6,35.1,153.8,50.0,38.3,26.5,45.6,38.6,36.5,68.2,21.5,97.1,21.3
2022-07-12,17,1255.0,421.9,159.8,234.2,73.1,91.2,234.4,336.8,93.6,685.9,0.0,148.3,65.9,46.4,33.6,46.9,29.5,36.4,69.7,32.6,89.5,20.3
2022-07-12,18,1158.7,357.5,167.1,211.8,67.5,98.1,213.0,338.9,66.2,653.0,0.0,137.9,50.4,46.4,32.0,56.6,31.7,39.4,53.3,29.8,82.1,20.4
2022-07-12,19,1128.8,355.2,160.4,140.2,58.0,100.2,201.2,313.5,50.4,655.7,0.0,140.5,46.8,54.1,41.4,42.7,45.8,39.1,62.5,32.1,79.0,20.8
2022-07-12,20,1054.9,317.3,171.2,123.3,55.6,103.1,197.7,318.4,52.1,598.2,0.0,130.1,49.7,49.6,63.7,33.3,38.3,30.9,49.1,16.1,82.3,18.1
2022-07-12,21,1077.7,319.0,171.6,82.4,68.8,97.6,192.2,313.2,50.5,589.2,0.0,128.4,45.4,47.7,40.2,41.3,40.7,26.2,48.7,24.8,70.3,18.2
2022-07-12,22,1026.0,314.1,181.4,58.4,62.6,96.1,179.5,310.8,40.7,593.0,0.0,116.9,44.5,37.8,36.9,35.0,32.4,31.3,48.2,18.0,64.8,17.5
2022-07-12,23,981.6,288.1,173.0,68.1,55.4,82.3,194.9,333.8,38.3,560.7,0.0,107.5,30.6,37.8,37.7,38.0,19.8,18.3,51.3,15.9,62.6,17.7
