day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-27,0,931.3,276.2,164.0,60.9,71.8,70.4,188.4,338.5,37.7,551.8,0.0,97.3,29.7,38.5,43.2,22.9,18.4,30.4,62.3,26.0,54.5,17.7
2022-07-27,1,907.3,249.3,139.2,58.5,71.8,57.0,195.5,331.1,37.4,530.0,0.0,91.8,35.8,42.2,37.0,26.7,26.6,15.9,47.3,15.7,46.8,17.6
2022-07-27,2,870.2,248.1,126.0,51.1,72.0,49.7,196.0,326.2,37.1,516.6,0.0,89.8,35.6,36.4,47.6,24.0,14.2,16.7,46.7,15.1,44.5,18.2
2022-07-27,3,880.3,245.0,112.5,58.7,72.1,43.5,184.2,316.6,37.8,524.4,0.0,81.4,26.0,33.4,38.6,23.2,14.1,15.6,46.3,15.6,36.5,17.7
2022-07-27,4,853.3,226.7,106.4,59.4,73.4,43.3,192.2,332.1,31.3,500.1,0.0,85.1,23.3,21.5,36.1,20.8,14.1,15.4,48.9,12.6,41.6,17.6
2022-07-27,5,857.8,215.0,99.6,158.5,73.4,38.8,186.1,309.6,31.1,511.5,0.0,77.7,24.5,18.7,36.6,26.2,25.1,15.2,46.8,14.5,33.1,17.4
2022-07-27,6,860.6,232.6,98.2,167.4,67.3,46.6,185.3,309.3,37.2,489.5,0.0,90.0,35.9,16.5,23.4,45.5,25.5,14.6,46.7,19.9,44.7,21.0
2022-07-27,7,922.7,256.8,102.0,230.9,72.6,66.6,193.1,301.2,50.2,534.0,10.7,90.4,38.7,20.4,45.3,31.9,33.4,17.4,54.1,27.4,45.1,21.5
2022-07-27,8,1016.6,328.7,106.1,235.2,94.9,72.8,211.5,261.3,70.1,615.7,36.4,126.3,47.0,33.2,47.6,34.9,42.1,33.3,62.0,28.0,66.0,22.5
2022-07-27,9,1102.4,432.5,126.6,246.8,83.0,70.2,216.0,262.2,96.0,661.3,54.8,138.3,55.2,41.9,25.2,50.8,41.1,31.9,69.4,27.0,80.3,21.9
2022-07-27,10,1144.1,467.0,119.6,236.1,83.3,66.0,219.2,235.3,102.7,678.1,69.7,152.6,57.8,45.8,24.1,40.4,31.6,33.2,56.9,19.7,87.0,22.6
2022-07-27,11,1142.1,475.4,129.3,249.5,76.9,64.8,217.1,241.3,93.5,658.6,87.5,168.2,57.1,39.5,24.6,54.9,28.8,34.5,68.4,29.7,98.2,20.8
2022-07-27,12,1141.5,414.6,151.8,260.8,75.6,69.5,230.2,222.3,94.6,661.2,94.4,142.1,53.8,41.0,34.7,51.3,36.0,34.2,67.4,28.7,83.2,26.4
2022-07-27,13,1176.6,446.6,166.3,229.7,83.1,74.8,247.7,231.1,92.3,680.8,96.0,151.2,59.0,35.3,58.0,42.1,33.3,34.6,65.7,33.3,88.1,22.1
2022-07-27,14,1172.9,437.3,178.9,205.9,83.1,71.2,257.0,283.1,97.1,682.1,84.5,145.0,61.0,33.0,27.4,33.9,26.3,36.0,63.6,28.3,85.8,27.8
2022-07-27,15,1168.3,427.6,167.2,232.6,78.5,71.9,248.2,233.5,84.7,676.4,73.8,158.7,61.0,33.6,22.4,38.9,27.2,35.2,61.0,30.9,88.1,25.8
2022-07-27,16,1184.5,409.9,161.0,192.5,76.7,65.8,249.6,311.8,82.3,668.2,49.8,141.6,66.5,24.3,33.5,47.1,36.1,38.1,60.9,30.6,83.7,19.0
2022-07-27,17,1134.6,392.3,153.9,217.9,79.6,72.3,231.8,303.8,71.4,667.5,0.0,146.7,56.4,34.9,30.0,47.7,29.9,30.5,60.6,31.1,85.6,19.5
2022-07-27,18,1043.2,320.7,145.4,229.5,81.0,81.6,223.4,328.8,51.9,635.2,0.0,134.9,47.9,41.3,23.8,50.1,34.8,42.4,60.1,32.0,83.9,20.0
2022-07-27,19,1016.7,329.6,158.6,132.7,67.7,80.1,224.3,345.1,54.1,620.0,0.0,122.1,50.2,48.6,41.0,33.9,42.3,39.0,60.2,16.9,70.0,17.8
2022-07-27,20,1019.9,301.9,163.7,109.7,65.9,85.5,207.0,333.2,44.5,596.3,0.0,125.7,45.7,40.8,41.7,39.2,30.5,34.8,48.5,16.3,72.1,21.0
2022-07-27,21,983.5,295.3,164.4,80.8,71.6,92.9,209.4,327.2,34.8,587.1,0.0,128.7,46.3,36.8,50.0,31.2,27.2,18.7,48.7,27.8,69.1,18.0
2022-07-27,22,984.2,288.5,155.7,56.6,71.6,90.5,192.3,323.9,35.7,576.1,0.0,120.7,43.5,55.7,39.8,23.4,31.4,32.1,47.3,25.0,64.8,17.7
2022-07-27,23,939.4,270.7,160.3,60.1,67.5,78.5,192.4,335.0,30.9,560.8,0.0,117.9,47.1,37.0,40.3,23.9,24.0,17.4,48.7,15.6,60.8,18.5
