day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-08-06,0,1004.8,309.3,165.3,73.5,77.8,77.3,197.4,341.6,42.9,613.7,0.0,90.6,26.3,39.4,35.5,34.7,29.1,18.5,49.3,13.9,44.6,18.4
2022-08-06,1,1003.0,275.2,165.7,68.5,78.2,64.6,193.8,329.5,46.2,608.5,0.0,99.1,28.8,38.9,35.7,28.8,27.4,19.1,48.6,15.4,42.5,17.7
2022-08-06,2,948.6,284.9,137.0,63.4,67.2,58.8,195.0,328.9,46.2,581.9,0.0,90.8,36.4,23.8,37.5,22.5,15.3,18.3,48.0,12.9,40.8,17.8
2022-08-06,3,943.9,281.5,120.1,66.8,66.3,58.2,202.5,339.0,44.7,577.2,0.0,83.5,25.4,31.5,37.5,23.2,15.9,19.8,49.0,14.8,44.9,18.4
2022-08-06,4,969.2,281.5,120.0,72.3,66.9,54.8,196.0,327.5,43.9,583.7,0.0,82.7,25.4,23.2,37.7,21.9,14.2,27.2,48.4,12.9,45.5,18.0
2022-08-06,5,940.6,273.7,114.7,77.0,74.4,54.6,191.3,344.6,47.5,588.5,0.0,84.2,25.2,23.3,33.5,21.7,15.2,17.6,48.1,14.8,40.8,18.2
2022-08-06,6,983.0,269.5,114.0,131.7,72.1,62.8,198.2,319.0,43.1,574.1,0.0,89.0,24.5,31.2,19.5,24.5,25.9,16.9,48.1,13.7,44.4,17.3
2022-08-06,7,968.5,283.4,110.3,125.9,83.2,67.7,189.9,306.8,40.7,593.3,0.0,86.5,25.6,30.5,28.3,26.6,31.8,16.9,48.2,15.3,42.9,18.1
2022-08-06,8,961.9,292.1,112.5,179.0,72.9,73.7,197.9,304.4,49.2,589.1,38.0,91.2,37.8,36.0,20.2,29.3,31.7,24.6,57.7,14.4,43.3,19.0
2022-08-06,9,982.0,301.0,129.3,171.6,73.9,84.5,195.9,280.6,45.6,590.6,31.4,100.2,40.4,32.7,22.6,43.1,33.2,16.9,47.8,15.3,39.9,18.1
2022-08-06,10,1023.2,313.2,116.4,173.9,75.6,103.5,203.3,279.6,54.7,628.2,87.0,89.1,40.7,32.0,34.7,48.3,30.6,20.4,48.8,14.1,49.1,18.0
2022-08-06,11,1055.3,312.5,131.1,187.1,69.4,98.7,190.2,271.1,52.1,618.7,92.4,92.4,42.4,34.9,30.4,35.5,30.2,17.4,52.2,14.9,49.2,18.0
2022-08-06,12,1041.0,338.5,149.8,179.7,70.4,94.4,212.5,225.4,58.1,642.5,98.0,98.6,40.6,49.7,19.9,35.5,34.6,34.3,48.8,18.1,52.6,18.0
2022-08-06,13,1057.0,332.8,142.3,174.6,77.6,99.4,213.4,212.3,51.5,650.4,102.7,105.8,40.8,32.3,19.6,30.6,30.3,17.0,59.4,16.8,58.2,17.2
2022-08-06,14,1057.5,334.7,156.2,185.7,79.1,96.8,215.2,213.4,57.4,646.5,102.7,106.3,40.9,43.5,20.2,29.9,32.7,17.9,65.2,26.7,56.4,17.8
2022-08-06,15,1101.0,333.5,151.2,173.1,76.9,92.9,213.1,283.0,54.0,677.4,81.8,112.6,38.1,34.1,20.5,45.0,26.9,18.5,61.9,16.1,60.2,18.4
2022-08-06,16,1151.5,353.0,162.3,183.8,75.6,94.9,211.9,283.0,61.4,671.1,59.8,112.3,33.5,35.4,31.0,38.2,32.6,17.8,50.0,19.2,62.9,18.3
2022-08-06,17,1107.9,348.3,155.6,145.5,81.2,96.8,222.5,288.9,55.7,664.6,35.0,115.5,31.3,35.9,22.7,33.1,28.4,25.8,49.5,28.3,63.8,17.6
2022-08-06,18,1160.9,347.8,162.7,136.9,80.2,103.4,206.8,325.6,54.7,693.9,3.6,112.7,42.0,36.5,21.4,32.2,35.9,26.3,64.2,27.0,60.7,18.5
2022-08-06,19,1143.3,328.6,158.7,74.9,73.2,102.8,210.6,337.5,52.4,660.1,0.0,108.8,42.3,42.3,39.1,34.9,31.8,20.0,49.5,18.3,66.8,18.6
2022-08-06,20,1084.2,325.0,166.0,70.1,68.4,108.9,201.9,337.5,51.0,638.7,0.0,108.2,40.8,42.6,62.1,24.6,27.5,32.6,64.3,14.5,58.1,18.4
2022-08-06,21,1040.6,321.0,169.8,70.8,73.8,110.7,193.4,362.8,51.7,632.4,0.0,112.0,29.6,38.7,48.2,24.5,39.5,19.9,59.0,16.7,54.4,18.5
2022-08-06,22,1038.2,320.7,166.2,67.3,73.1,107.9,194.9,362.4,48.5,622.9,0.0,102.2,40.5,39.2,36.4,36.3,25.0,18.3,61.9,25.6,58.4,18.8
2022-08-06,23,1051.3,309.3,166.6,68.7,67.1,94.5,192.5,315.7,45.4,616.0,0.0,104.1,29.6,38.4,38.4,24.9,23.0,18.2,59.8,16.0,51.7,18.2
