day,time,SV-2,SV-5,SV-6,SV-7,HV-NM1,HV-NM2,고압콘덴샤,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-08-02,0,423.2,423.6,631.8,420.0,192.2,405.9,5.4,833.4,49.3,793.5,741.0,120.2,814.2,822.1,271.1,2228.4,220.0,44.0,892.5,802.0,727.5,772.7,439.9,326.3,943.3,173.1,30.1,672.2,189.2
2022-08-02,1,425.5,426.0,631.8,422.3,192.2,408.2,5.4,834.3,49.6,793.6,741.1,120.3,814.2,822.3,271.4,2228.4,220.6,44.0,892.6,802.1,727.5,772.7,440.0,326.3,943.4,173.1,30.1,672.3,189.2
2022-08-02,2,427.8,428.3,631.8,424.6,192.2,410.4,5.4,835.2,49.9,793.8,741.1,120.3,814.3,822.4,271.7,2228.4,221.1,44.0,892.7,802.1,727.5,772.7,440.0,326.3,943.4,173.2,30.1,672.3,189.2
2022-08-02,3,430.0,430.5,631.8,426.8,192.2,412.6,5.4,836.1,50.1,793.9,741.2,120.4,814.3,822.6,272.0,2228.4,221.6,44.0,892.8,802.1,727.5,772.8,440.0,326.3,943.4,173.2,30.2,672.3,189.3
2022-08-02,4,432.2,432.6,631.8,428.9,192.2,414.7,5.4,837.0,50.4,794.0,741.2,120.4,814.4,822.8,272.3,2228.5,222.1,44.0,892.8,802.1,727.5,772.8,440.0,326.3,943.4,173.2,30.2,672.4,189.3
2022-08-02,5,434.3,434.8,631.8,431.1,192.2,416.9,5.4,837.9,50.6,794.1,741.3,120.5,814.4,822.9,272.6,2228.5,222.6,44.0,892.9,802.2,727.6,772.8,440.1,326.3,943.4,173.3,30.2,672.4,189.3
2022-08-02,6,436.5,437.0,631.8,433.2,192.2,419.0,5.4,838.8,50.9,794.2,741.4,120.6,814.5,823.1,272.9,2228.5,223.1,44.0,893.0,802.2,727.6,772.9,440.1,326.4,943.4,173.3,30.2,672.4,189.3
2022-08-02,7,438.7,439.2,631.8,435.4,192.2,421.2,5.4,839.7,51.1,794.3,741.5,120.6,814.5,823.3,273.2,2228.5,223.6,44.0,893.1,802.2,727.6,772.9,440.1,326.4,943.5,173.4,30.2,672.5,189.3
2022-08-02,8,441.0,441.5,631.8,437.7,192.2,423.4,5.4,840.6,51.4,794.4,741.7,120.7,814.6,823.5,273.5,2228.6,224.1,44.0,893.1,802.2,727.6,772.9,440.1,326.4,943.5,173.4,30.2,672.5,189.3
2022-08-02,9,443.6,444.0,631.8,440.2,192.2,426.0,5.4,841.6,51.7,794.5,741.8,120.7,814.6,823.7,273.7,2228.6,224.7,44.0,893.2,802.3,727.6,772.9,440.2,326.4,943.5,173.5,30.2,672.5,189.3
2022-08-02,10,446.4,446.9,631.8,443.0,192.2,428.8,5.4,842.8,52.1,794.6,742.0,120.8,814.7,823.9,273.9,2228.7,225.3,44.0,893.4,802.3,727.7,772.9,440.2,326.4,943.5,173.5,30.3,672.6,189.3
2022-08-02,11,449.2,449.7,631.8,445.9,192.2,431.6,5.4,844.0,52.5,794.7,742.2,120.9,814.8,824.1,274.2,2228.8,226.0,44.0,893.5,802.4,727.7,773.0,440.2,326.5,943.5,173.6,30.3,672.7,189.3
2022-08-02,12,452.0,452.5,631.8,448.7,192.2,434.5,5.4,845.2,52.9,794.9,742.4,120.9,814.9,824.3,274.4,2228.9,226.6,44.1,893.6,802.4,727.7,773.0,440.3,326.5,943.5,173.6,30.3,672.7,189.4
2022-08-02,13,454.9,455.4,631.8,451.6,192.2,437.4,5.4,846.4,53.3,795.0,742.7,121.0,814.9,824.5,274.6,2229.0,227.3,44.1,893.8,802.4,727.7,773.0,440.3,326.5,943.6,173.7,30.3,672.8,189.4
2022-08-02,14,457.8,458.3,631.8,454.5,192.2,440.2,5.4,847.6,53.7,795.1,742.8,121.1,815.0,824.7,274.8,2229.0,228.0,44.1,893.9,802.5,727.8,773.0,440.3,326.5,943.6,173.7,30.3,672.9,189.4
2022-08-02,15,460.7,461.1,631.8,457.4,192.2,443.1,5.4,848.8,54.1,795.2,743.0,121.1,815.1,824.9,275.0,2229.1,228.6,44.1,894.0,802.5,727.8,773.1,440.4,326.5,943.6,173.8,30.3,673.0,189.4
2022-08-02,16,463.6,464.1,631.8,460.3,192.2,446.0,5.4,850.0,54.5,795.4,743.2,121.2,815.1,825.1,275.3,2229.2,229.3,44.1,894.2,802.6,727.8,773.1,440.4,326.6,943.6,173.8,30.4,673.1,189.4
2022-08-02,17,466.5,467.0,631.8,463.2,192.2,448.9,5.4,851.2,54.9,795.5,743.3,121.3,815.2,825.4,275.6,2229.3,229.9,44.1,894.3,802.6,727.8,773.1,440.4,326.6,943.6,173.9,30.4,673.1,189.4
2022-08-02,18,469.3,469.8,631.8,466.0,192.2,451.7,5.4,852.4,55.3,795.6,743.5,121.3,815.3,825.6,275.8,2229.3,230.5,44.1,894.4,802.6,727.8,773.1,440.5,326.6,943.7,173.9,30.4,673.2,189.4
2022-08-02,19,472.0,472.5,631.8,468.7,192.2,454.4,5.4,853.4,55.6,795.8,743.7,121.4,815.3,825.8,276.1,2229.4,231.2,44.1,894.6,802.7,727.9,773.1,440.5,326.6,943.7,174.0,30.4,673.3,189.5
2022-08-02,20,474.7,475.1,631.8,471.3,192.2,457.0,5.4,854.4,56.0,795.9,743.8,121.5,815.4,826.0,276.4,2229.4,231.8,44.1,894.7,802.7,727.9,773.2,440.6,326.6,943.7,174.0,30.4,673.3,189.5
2022-08-02,21,477.2,477.7,631.8,473.8,192.2,459.5,5.4,855.4,56.3,796.1,743.8,121.5,815.5,826.2,276.7,2229.5,232.4,44.1,894.8,802.7,727.9,773.2,440.6,326.7,943.7,174.1,30.4,673.4,189.5
2022-08-02,22,479.7,480.2,631.8,476.3,192.2,461.9,5.4,856.4,56.6,796.2,743.9,121.6,815.6,826.3,277.0,2229.5,232.9,44.1,894.9,802.8,728.0,773.2,440.6,326.7,943.7,174.1,30.5,673.5,189.5
2022-08-02,23,482.2,482.6,631.8,478.7,192.2,464.3,5.4,857.3,56.9,796.4,744.0,121.6,815.7,826.5,277.3,2229.5,233.5,44.1,895.0,802.8,728.0,773.3,440.6,326.7,943.8,174.2,30.5,673.5,189.5
