day,time,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-07-16,0,0.0,21.7,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,1,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,2,0.0,22.6,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,3,0.0,20.7,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,4,0.0,20.2,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,5,0.0,21.5,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,6,33.0,21.7,20.0,20.0,0.5,0.8,0.3,0.0,0.1,0.0,0.5,0.8,0.5,0.5,0.9,0.0,0.4,2.3,0.9
2022-07-16,7,156.0,26.8,74.0,21.4,4.5,4.0,3.1,2.2,0.9,4.6,0.9,2.0,1.6,1.9,4.8,2.9,5.2,5.9,2.7
2022-07-16,8,380.0,36.9,255.0,31.1,29.0,13.0,10.0,7.0,5.0,21.0,2.7,7.9,6.2,6.4,15.7,12.2,22.4,23.1,10.0
2022-07-16,9,587.0,43.0,485.0,40.8,56.6,20.7,15.0,11.5,11.9,45.3,5.4,15.4,12.3,15.5,28.5,23.7,44.6,44.8,19.2
2022-07-16,10,749.0,43.4,699.0,44.9,78.9,22.0,17.1,7.4,16.8,65.3,7.8,20.9,15.6,21.8,36.9,26.6,59.3,48.0,27.6
2022-07-16,11,896.0,45.6,913.0,50.4,83.1,31.6,21.1,9.2,23.3,82.3,9.8,29.7,23.1,31.2,48.7,44.2,86.1,85.2,35.3
2022-07-16,12,675.0,44.3,655.0,48.4,80.9,29.0,15.4,7.5,21.0,67.7,8.3,25.1,20.7,28.0,44.8,36.2,71.5,65.4,30.6
2022-07-16,13,988.0,48.2,1029.0,55.8,39.9,33.3,21.5,9.5,27.1,92.9,10.2,31.5,24.2,33.4,52.5,49.2,90.0,91.7,35.9
2022-07-16,14,491.0,46.3,410.0,50.7,29.9,11.3,15.5,10.5,29.2,39.7,8.9,32.0,22.4,31.9,41.4,50.9,96.6,94.4,41.2
2022-07-16,15,789.0,43.1,836.0,47.9,95.8,27.8,16.2,7.9,24.6,80.9,9.6,27.0,21.4,29.9,46.9,42.3,79.2,78.4,32.8
2022-07-16,16,595.0,40.7,640.0,44.9,67.3,22.0,11.5,6.3,20.2,64.4,8.0,21.7,17.2,22.9,38.0,33.6,63.7,63.6,27.0
2022-07-16,17,404.0,38.0,434.0,40.9,45.1,15.0,6.5,4.2,13.7,41.3,5.9,15.2,12.2,14.5,26.6,23.9,45.4,45.1,19.9
2022-07-16,18,124.0,32.6,60.0,31.9,19.3,6.0,1.7,1.6,6.2,20.5,2.4,8.1,5.5,5.8,12.0,10.8,20.3,22.6,8.3
2022-07-16,19,27.0,27.9,25.0,25.8,0.7,0.8,0.0,0.0,0.5,1.3,0.6,1.1,0.7,0.8,0.9,0.0,1.8,3.1,1.2
2022-07-16,20,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,21,0.0,25.7,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,22,0.0,24.3,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,23,0.0,23.9,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
