day,time,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-08-05,0,0.0,26.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,1,0.0,26.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,2,0.0,26.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,3,0.0,25.9,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,4,0.0,26.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,5,0.0,26.1,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,6,5.0,26.1,6.0,25.6,0.0,0.0,0.0,0.0,-0.2,-0.4,0.1,0.2,0.1,0.0,0.5,0.0,0.0,0.8,0.0
2022-08-05,7,14.0,27.1,13.0,25.8,-0.8,0.3,0.0,0.0,0.0,-0.3,0.4,0.5,0.3,0.0,0.7,0.0,0.0,1.4,0.6
2022-08-05,8,45.0,27.9,43.0,26.3,2.5,1.6,0.8,0.8,1.1,2.0,0.8,1.8,1.2,1.5,3.2,2.4,4.3,5.0,1.9
2022-08-05,9,187.0,31.8,182.0,33.4,31.2,7.7,4.3,7.3,6.5,12.1,3.4,10.3,4.6,6.5,12.7,11.6,20.7,29.1,18.2
2022-08-05,10,355.0,38.0,317.0,42.3,15.7,11.3,8.6,8.9,10.0,22.2,8.8,8.3,12.6,25.3,29.2,13.9,27.5,23.6,24.6
2022-08-05,11,1025.0,42.0,979.0,47.7,68.5,13.7,23.9,5.6,18.8,66.1,4.5,9.4,21.0,32.4,34.2,44.9,29.2,25.6,10.8
2022-08-05,12,266.0,37.4,258.0,40.8,17.3,9.7,6.0,4.4,6.8,17.5,3.0,7.2,6.5,8.6,13.5,11.6,20.9,20.2,8.7
2022-08-05,13,1068.0,40.8,1126.0,44.9,25.8,36.9,24.6,11.4,32.6,76.0,12.7,28.2,28.1,24.9,63.9,57.1,107.8,102.7,44.5
2022-08-05,14,973.0,43.0,1038.0,48.8,62.6,33.6,21.5,10.2,30.7,69.6,11.9,33.1,26.2,37.1,58.7,52.1,99.6,97.3,42.3
2022-08-05,15,787.0,43.4,868.0,51.3,56.8,28.1,16.7,8.7,25.8,59.1,10.1,28.4,22.0,30.8,48.9,44.4,83.7,85.5,36.8
2022-08-05,16,666.0,41.2,750.0,47.9,44.7,24.5,13.5,2.1,21.2,52.3,3.0,9.2,7.3,8.9,23.6,37.3,64.0,25.5,10.6
2022-08-05,17,476.0,40.4,527.0,45.0,30.4,17.1,8.3,4.3,15.3,35.3,6.3,16.1,13.7,16.1,28.6,26.0,48.6,45.9,20.2
2022-08-05,18,200.0,37.7,212.0,39.1,9.8,5.3,1.9,1.4,5.9,13.1,2.4,6.6,5.6,5.2,11.4,10.0,19.3,18.8,7.8
2022-08-05,19,27.0,32.5,23.0,31.3,0.0,0.6,0.0,0.0,0.3,0.5,0.5,1.0,0.6,0.6,0.8,0.0,0.7,2.3,1.1
2022-08-05,20,0.0,30.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,21,0.0,29.3,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,22,0.0,28.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,23,0.0,27.8,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
