day,time,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-07-10,0,0.0,25.9,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,1,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,2,0.0,24.4,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,3,0.0,23.7,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,4,0.0,23.1,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,5,0.0,23.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,6,14.0,24.6,9.0,21.3,0.0,0.3,0.0,0.0,-0.2,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,1.2,0.0
2022-07-10,7,120.0,26.5,104.0,25.6,12.5,4.5,2.7,2.1,2.8,9.5,1.4,3.9,2.7,3.5,6.7,5.5,10.0,11.3,4.1
2022-07-10,8,311.0,35.3,229.0,31.3,26.2,9.2,7.8,5.6,5.8,21.0,2.9,8.1,6.3,7.5,12.3,12.2,22.2,23.5,9.6
2022-07-10,9,501.0,38.2,414.0,39.2,53.3,18.0,12.2,8.9,10.0,39.7,4.5,13.4,10.3,13.3,22.9,20.6,36.2,41.4,16.0
2022-07-10,10,520.0,38.0,470.0,44.9,61.7,18.5,12.3,12.3,13.3,45.6,5.7,16.2,12.1,16.6,27.9,23.4,45.2,48.3,22.3
2022-07-10,11,372.0,41.0,348.0,40.8,42.8,13.9,8.6,3.7,10.6,34.6,4.4,12.0,9.4,12.9,21.2,18.3,34.1,34.1,14.6
2022-07-10,12,961.0,43.7,959.0,54.2,101.1,31.6,20.4,7.1,25.6,85.7,10.0,28.2,22.4,31.9,51.6,45.6,86.1,83.5,18.7
2022-07-10,13,377.0,50.0,375.0,50.5,49.1,14.1,8.5,3.2,11.7,36.2,4.4,13.4,9.8,13.1,21.5,21.1,35.7,40.3,14.0
2022-07-10,14,845.0,55.2,875.0,60.0,90.1,27.8,17.1,7.6,22.6,77.2,8.8,24.4,21.1,29.4,44.0,39.5,73.4,77.1,30.2
2022-07-10,15,774.0,53.8,817.0,56.2,89.6,26.7,15.5,7.4,23.2,75.5,9.0,25.5,20.1,28.2,44.3,40.0,74.5,73.7,30.9
2022-07-10,16,370.0,44.2,371.0,45.1,51.2,14.2,8.0,4.5,15.5,37.0,5.1,15.7,10.4,14.4,29.6,22.7,46.5,43.9,19.3
2022-07-10,17,72.0,36.5,68.0,36.8,5.7,2.6,1.4,0.6,1.6,5.4,1.1,2.6,1.8,2.4,4.7,3.7,6.7,7.4,3.2
2022-07-10,18,80.0,31.4,77.0,31.1,7.8,3.1,1.6,0.7,2.2,6.7,1.3,3.0,2.2,2.9,5.4,4.3,7.9,8.7,3.8
2022-07-10,19,41.0,32.2,39.0,31.1,1.8,1.4,0.5,0.0,0.7,2.5,0.7,1.4,1.0,1.3,2.4,1.9,3.5,4.1,1.6
2022-07-10,20,0.0,30.1,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,21,0.0,29.4,0.0,28.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,22,0.0,29.3,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,23,0.0,28.2,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
