day,time,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-07-03,0,0.0,25.4,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,1,0.0,25.6,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,2,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,3,0.0,25.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,4,0.0,24.8,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,5,0.0,24.2,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,6,24.0,24.2,16.0,22.8,-0.1,0.6,0.2,0.0,-0.0,0.0,0.4,0.7,0.0,0.0,0.9,0.0,0.4,2.1,0.8
2022-07-03,7,211.0,30.0,104.0,25.6,9.6,6.4,4.9,3.6,2.2,7.7,1.2,3.3,2.4,3.0,7.1,4.8,8.6,9.3,3.9
2022-07-03,8,301.0,34.4,213.0,31.2,26.4,10.9,7.7,6.0,5.1,19.6,2.6,7.5,5.7,6.7,14.3,11.4,21.0,21.9,9.4
2022-07-03,9,381.0,38.1,311.0,38.1,39.3,14.2,9.9,8.9,8.9,30.5,4.1,11.2,8.6,10.9,20.6,17.5,32.2,31.7,13.6
2022-07-03,10,634.0,37.1,558.0,42.1,69.0,23.2,15.6,13.1,15.4,55.9,6.4,18.7,14.4,19.6,33.1,28.8,53.5,53.8,22.0
2022-07-03,11,913.0,48.3,859.0,56.0,98.9,30.1,19.6,8.7,22.1,79.1,8.9,26.5,20.4,28.5,46.5,41.3,77.4,76.3,32.0
2022-07-03,12,441.0,44.1,420.0,47.7,46.0,15.9,10.4,4.7,13.4,42.0,5.6,13.9,11.7,17.4,26.7,24.0,43.0,41.7,19.9
2022-07-03,13,260.0,39.2,266.0,39.4,51.5,10.7,6.4,2.7,9.4,27.1,3.4,11.2,7.1,9.8,17.1,15.5,28.3,32.2,11.6
2022-07-03,14,384.0,35.6,380.0,36.6,58.0,15.5,9.4,4.2,13.6,39.6,5.1,14.8,9.4,13.0,24.3,24.4,41.1,43.6,17.6
2022-07-03,15,799.0,47.1,817.0,50.4,97.6,28.4,16.1,8.1,24.7,80.4,9.7,26.5,21.5,30.3,47.3,42.3,78.7,75.1,33.4
2022-07-03,16,324.0,48.3,318.0,50.1,36.8,12.0,6.4,2.7,8.8,31.5,3.6,10.2,8.0,10.2,16.7,15.0,27.3,39.7,25.3
2022-07-03,17,72.0,33.0,85.0,33.1,10.6,3.1,1.7,0.0,2.7,7.8,1.2,3.5,2.1,2.6,5.0,4.6,7.8,9.9,3.4
2022-07-03,18,24.0,24.9,24.0,24.4,0.8,0.8,0.3,0.0,0.3,0.0,0.6,1.1,0.0,0.9,0.0,0.0,1.9,3.1,1.3
2022-07-03,19,27.0,27.1,27.0,25.8,0.9,0.9,0.3,0.0,0.4,1.5,0.6,1.1,0.7,0.9,0.9,0.0,1.0,3.3,1.2
2022-07-03,20,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,21,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,22,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,23,0.0,24.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
