day,time,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-08-26,0,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,1,0.0,22.5,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,2,0.0,21.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,3,0.0,20.9,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,4,0.0,21.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,5,0.0,21.1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,6,0.0,20.9,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,7,117.0,23.9,56.0,20.0,1.5,2.9,2.3,1.6,0.8,1.9,0.7,1.6,1.0,1.4,3.6,2.1,3.8,4.5,1.8
2022-08-26,8,310.0,28.2,228.0,27.1,13.7,10.7,9.6,5.3,4.7,12.6,2.5,7.0,4.9,6.0,13.7,11.0,20.2,20.8,8.9
2022-08-26,9,513.0,32.7,460.0,36.6,30.8,19.2,15.0,10.4,11.9,31.5,5.3,15.2,11.8,14.8,26.9,23.2,43.2,43.5,18.5
2022-08-26,10,686.0,34.4,674.0,42.3,49.6,24.9,18.0,14.2,18.2,45.8,7.6,21.7,16.8,21.7,37.6,33.2,61.7,62.0,26.2
2022-08-26,11,811.0,38.3,837.0,47.9,60.2,28.6,19.8,16.5,22.5,55.4,8.9,25.7,20.1,27.8,44.5,39.8,74.6,74.9,31.6
2022-08-26,12,886.0,42.1,953.0,54.4,65.9,30.4,20.0,18.0,25.5,60.7,9.9,28.6,22.4,31.6,49.2,44.5,83.6,83.0,34.8
2022-08-26,13,886.0,39.5,988.0,53.4,66.1,30.5,19.7,18.0,26.2,63.1,10.1,29.0,22.6,32.0,49.6,45.1,84.7,84.2,35.2
2022-08-26,14,805.0,36.8,920.0,47.8,60.9,29.3,18.0,16.7,26.0,60.8,9.9,27.8,22.8,31.3,48.6,43.7,82.9,82.0,34.7
2022-08-26,15,689.0,38.2,803.0,47.7,51.0,25.8,14.9,14.3,24.3,54.5,9.0,25.5,20.1,27.5,43.4,40.1,74.6,74.1,31.6
2022-08-26,16,516.0,35.2,619.0,42.1,35.7,19.8,10.4,10.5,20.2,44.2,7.5,19.8,16.5,21.7,34.6,31.4,58.9,57.0,25.1
2022-08-26,17,301.0,32.5,350.0,34.0,25.0,11.9,4.9,5.6,11.6,25.5,4.0,14.3,9.0,9.8,18.6,19.5,32.8,39.9,14.1
2022-08-26,18,165.0,29.2,202.0,30.9,9.8,3.9,2.2,3.3,6.7,13.0,2.5,7.1,5.6,5.6,11.8,10.5,19.7,20.1,8.6
2022-08-26,19,0.0,24.5,0.0,23.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
2022-08-26,20,0.0,22.8,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,21,0.0,22.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,22,0.0,22.6,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,23,0.0,21.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
