day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-02,0,158.8,413.8,378.8,424.2,118.7,235.3,21.4,50.3,0.0,0.0,307.9,62.5,775.8,32.3,115.4,100.0,14.3,34.8,86.4,53.5
2022-07-02,1,144.3,411.8,377.1,473.7,109.1,238.3,20.0,49.1,0.0,0.0,288.0,74.4,765.2,34.3,118.6,99.5,2.7,35.1,84.8,53.2
2022-07-02,2,135.3,416.4,366.3,411.6,108.3,257.4,20.3,49.2,0.0,0.0,270.6,49.0,766.8,27.6,111.5,101.3,0.0,34.6,81.4,52.0
2022-07-02,3,138.1,400.0,361.2,397.3,108.3,249.6,24.2,53.7,0.0,0.0,252.5,43.7,825.3,28.2,112.3,97.9,13.1,36.0,76.3,52.6
2022-07-02,4,135.7,409.7,368.7,400.9,105.2,229.4,18.6,49.2,0.0,0.0,243.4,40.5,800.0,27.7,110.9,94.7,0.0,34.6,62.7,52.8
2022-07-02,5,98.4,403.1,365.0,391.3,108.6,250.1,7.7,48.5,0.0,0.0,220.9,36.0,763.2,27.4,110.1,99.7,0.0,33.1,58.5,50.0
2022-07-02,6,90.8,398.5,359.3,469.9,107.1,243.6,18.7,48.5,0.0,0.0,230.0,36.9,761.2,27.2,108.9,93.6,0.0,33.3,58.0,62.8
2022-07-02,7,81.7,408.2,368.0,471.2,111.9,222.9,17.6,49.4,0.0,0.0,221.0,38.9,800.7,28.3,112.2,103.4,0.0,42.6,71.3,67.6
2022-07-02,8,42.8,408.3,374.7,468.1,125.2,236.9,18.2,50.1,0.0,0.0,232.9,43.8,809.2,35.2,114.6,115.9,11.8,48.5,90.9,68.6
2022-07-02,9,26.0,431.1,391.6,456.2,126.8,262.3,18.0,52.0,0.0,0.0,242.7,57.6,817.9,34.7,119.6,117.2,0.0,54.0,80.5,67.8
2022-07-02,10,8.1,424.8,411.2,440.5,132.7,268.3,18.0,52.6,0.0,0.0,212.9,57.9,809.9,43.1,126.8,122.3,7.3,55.7,82.7,75.9
2022-07-02,11,26.6,440.6,428.9,492.0,129.8,261.7,31.4,52.8,0.0,0.0,252.2,57.7,807.0,36.1,128.9,123.7,15.0,62.9,78.1,72.1
2022-07-02,12,26.6,445.4,430.1,415.6,126.2,294.9,28.3,52.6,0.0,0.0,263.3,63.0,823.9,35.7,131.9,123.5,14.7,63.4,78.2,74.7
2022-07-02,13,67.7,454.9,427.4,479.0,131.4,313.5,41.3,57.9,0.0,0.0,278.3,64.1,842.2,34.8,129.4,127.0,14.8,73.1,83.2,71.2
2022-07-02,14,69.4,467.2,430.9,540.8,142.4,301.1,32.1,57.6,0.0,0.0,315.0,64.0,835.7,36.3,129.0,123.7,13.5,73.7,89.7,61.3
2022-07-02,15,93.0,470.6,451.1,504.5,136.3,285.5,40.1,52.7,0.0,0.0,308.7,65.4,829.3,37.0,130.4,126.6,15.7,62.6,87.4,65.5
2022-07-02,16,114.8,448.6,460.2,515.1,137.5,312.8,37.9,52.5,0.0,0.0,300.8,63.5,825.2,35.5,130.2,119.5,15.7,73.6,78.4,61.9
2022-07-02,17,115.1,468.3,462.9,593.5,135.4,297.0,34.9,52.9,0.0,0.0,319.3,66.5,822.5,38.2,130.5,119.0,14.8,66.3,87.8,54.4
2022-07-02,18,118.0,459.3,433.3,524.5,135.1,302.2,31.8,50.8,0.0,0.0,324.1,61.0,837.6,37.5,131.5,122.5,15.9,62.5,89.0,52.4
2022-07-02,19,159.2,447.8,431.9,541.4,128.0,312.9,33.3,55.1,0.0,0.0,312.6,59.8,794.9,35.4,122.0,108.8,6.1,47.4,87.9,54.4
2022-07-02,20,157.4,432.0,417.5,544.7,126.6,281.4,31.7,51.1,0.0,0.0,318.8,63.4,853.3,34.2,125.3,104.8,2.6,60.8,90.6,64.7
2022-07-02,21,153.8,436.8,410.7,496.1,124.6,288.8,21.9,50.6,0.0,0.0,340.5,65.1,843.9,35.2,122.3,95.0,14.8,41.3,89.0,61.5
2022-07-02,22,143.8,425.4,394.9,524.3,117.9,308.9,33.6,55.1,0.0,0.0,338.6,68.3,837.1,32.2,121.6,96.8,15.5,54.6,83.1,61.5
2022-07-02,23,146.0,415.6,385.7,485.8,117.6,270.4,30.0,55.9,0.0,0.0,340.0,66.8,797.9,27.0,121.6,100.9,14.1,47.4,92.6,60.9
