day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-31,0,157.2,453.5,423.0,466.5,114.1,278.6,45.9,59.5,0.0,0.0,357.5,64.8,792.1,33.1,142.7,98.2,15.9,36.5,80.8,57.0
2022-07-31,1,144.1,428.3,414.7,453.2,106.3,258.7,33.7,60.4,0.0,0.0,317.9,61.4,751.3,34.5,137.4,97.8,15.7,36.0,76.7,55.9
2022-07-31,2,130.7,434.5,414.3,451.9,111.3,254.4,20.6,56.1,0.0,0.0,305.5,51.0,768.1,30.1,136.2,95.5,13.7,35.5,80.6,56.3
2022-07-31,3,126.9,421.3,412.1,450.4,108.0,267.7,29.0,55.5,0.0,0.0,291.8,47.2,751.2,32.9,134.5,97.0,2.7,35.1,91.6,55.7
2022-07-31,4,132.0,420.7,411.8,490.9,106.4,257.7,30.1,70.0,0.0,0.0,285.6,49.1,760.1,28.2,134.1,96.1,2.7,35.5,66.8,55.6
2022-07-31,5,121.0,431.3,412.3,451.9,101.8,249.3,29.3,56.9,0.0,0.0,272.7,44.9,757.5,34.1,133.4,94.9,2.8,35.8,74.3,56.7
2022-07-31,6,94.1,434.3,404.1,452.3,104.0,249.4,27.0,56.7,0.0,0.0,252.9,38.5,764.0,29.4,134.1,96.2,2.7,34.0,62.2,53.7
2022-07-31,7,89.6,432.1,413.9,449.0,110.6,255.6,42.0,63.3,0.0,0.0,249.2,44.0,746.3,28.9,134.3,104.6,3.1,52.7,60.1,55.3
2022-07-31,8,97.3,426.9,406.8,490.1,110.6,270.3,32.4,84.6,0.0,0.0,259.4,42.1,799.3,29.6,140.5,109.0,7.0,62.3,66.8,54.3
2022-07-31,9,96.5,446.3,411.8,510.9,110.1,262.8,30.0,58.0,0.0,0.0,264.6,43.7,785.9,29.4,137.8,112.3,7.0,73.0,78.7,58.9
2022-07-31,10,97.0,444.1,418.2,454.1,113.7,267.0,41.3,58.1,0.0,0.0,274.5,42.5,770.0,35.7,137.3,112.2,16.3,60.9,95.2,61.5
2022-07-31,11,111.7,442.9,417.9,472.6,115.5,296.0,32.6,57.3,0.0,0.0,292.0,44.2,770.8,35.0,143.7,114.6,6.8,76.9,79.4,59.2
2022-07-31,12,94.5,436.1,428.5,523.4,113.1,292.4,24.9,74.7,0.0,0.0,340.0,60.8,778.9,37.4,142.8,114.6,16.0,58.5,87.2,59.5
2022-07-31,13,93.0,445.9,444.8,462.8,117.1,286.2,37.5,56.9,0.0,0.0,332.4,63.7,765.7,38.2,140.7,114.3,17.7,64.8,77.4,63.1
2022-07-31,14,80.6,465.5,452.4,487.2,122.3,288.9,51.9,78.4,0.0,0.0,305.7,59.7,818.2,42.1,140.8,116.8,18.8,62.2,77.6,61.4
2022-07-31,15,99.5,471.9,459.2,504.4,136.9,309.8,26.4,59.3,0.0,0.0,325.0,59.3,825.8,38.3,144.2,121.0,17.7,64.2,74.2,63.2
2022-07-31,16,127.2,458.2,456.3,471.7,136.5,284.5,57.0,58.6,0.0,0.0,333.4,67.3,810.4,39.7,142.2,121.6,18.3,74.5,99.1,63.9
2022-07-31,17,151.0,462.9,475.1,539.4,132.5,308.5,33.0,57.7,0.0,0.0,348.2,80.4,845.7,40.9,151.3,113.7,12.9,61.1,84.8,62.0
2022-07-31,18,157.6,454.3,464.6,493.2,128.7,281.6,51.1,61.7,0.0,0.0,336.7,60.0,808.8,41.0,141.4,112.5,11.7,62.0,75.9,61.4
2022-07-31,19,176.0,458.5,455.8,467.9,125.1,306.3,32.4,56.8,0.0,0.0,352.6,67.2,803.4,37.5,139.6,112.2,19.1,65.3,84.6,58.6
2022-07-31,20,174.5,467.4,454.4,509.5,134.6,306.3,26.1,67.9,0.0,0.0,376.0,66.3,808.1,36.7,143.1,101.2,18.5,61.6,88.0,57.6
2022-07-31,21,185.4,458.1,461.3,472.3,131.4,274.7,38.1,58.1,0.0,0.0,368.2,63.6,806.7,38.8,141.5,102.4,7.7,43.7,89.5,61.4
2022-07-31,22,181.4,454.3,441.5,549.9,119.8,271.0,35.1,54.5,0.0,0.0,381.3,71.7,782.2,36.4,142.5,99.3,17.7,42.1,93.6,56.3
2022-07-31,23,179.2,442.2,430.4,481.2,117.3,285.9,31.4,54.8,0.0,0.0,372.7,70.8,805.3,37.2,138.0,100.3,11.4,43.3,85.4,58.7
