day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-12,0,155.8,437.3,422.0,459.4,139.1,270.2,23.7,50.7,0.0,0.0,365.6,65.3,840.9,37.7,115.0,105.0,16.1,37.9,80.4,66.4
2022-07-12,1,148.4,431.2,413.7,448.1,126.7,268.7,30.4,48.5,0.0,0.0,331.2,60.4,848.5,36.0,119.8,102.4,14.6,39.2,64.3,60.4
2022-07-12,2,134.8,432.4,413.8,491.9,119.4,262.0,29.1,48.7,0.0,0.0,305.4,50.6,846.3,35.2,118.1,100.8,2.9,40.5,67.6,57.4
2022-07-12,3,137.1,428.2,406.0,430.5,118.0,263.6,17.7,49.0,0.0,0.0,272.0,41.6,848.1,31.5,111.8,98.4,15.7,35.1,68.7,55.2
2022-07-12,4,134.5,426.1,398.0,429.1,118.0,254.0,34.0,48.3,0.0,0.0,274.3,40.7,868.3,37.1,111.5,101.0,6.8,36.0,86.2,57.7
2022-07-12,5,109.1,424.3,400.2,433.5,116.4,246.4,46.4,50.1,0.0,0.0,256.3,41.0,826.3,34.0,110.2,96.5,13.2,37.1,65.0,56.6
2022-07-12,6,108.4,423.8,402.7,511.1,118.1,242.5,26.2,50.2,0.0,0.0,277.7,40.5,829.4,43.4,117.8,106.6,2.9,43.0,65.5,69.7
2022-07-12,7,102.0,445.8,406.8,449.1,129.7,264.0,43.0,52.4,0.0,0.0,305.5,51.3,828.6,43.4,125.8,135.7,11.8,57.8,141.1,80.2
2022-07-12,8,148.2,481.0,481.8,583.2,259.3,339.2,44.0,67.0,292.6,107.7,368.3,76.6,902.3,42.3,132.2,179.6,9.3,74.5,168.4,93.8
2022-07-12,9,145.2,511.5,515.0,649.5,302.7,355.7,43.5,67.0,205.1,103.7,369.0,70.7,1060.2,58.0,140.4,192.0,21.1,89.6,165.4,127.1
2022-07-12,10,103.0,544.1,540.3,612.4,290.0,363.9,63.4,73.7,205.2,103.4,338.8,68.2,1090.6,54.7,149.7,185.2,21.5,86.9,162.0,122.4
2022-07-12,11,159.1,539.9,540.1,668.2,250.6,363.8,58.1,70.2,205.2,102.4,344.1,62.6,1128.6,47.4,140.7,185.2,21.4,88.8,224.7,121.1
2022-07-12,12,98.8,549.9,534.7,640.2,234.1,375.8,64.3,71.2,205.3,101.8,368.1,67.6,1097.3,46.7,149.2,177.6,19.3,75.6,256.9,115.5
2022-07-12,13,143.6,566.7,572.1,638.6,319.5,372.2,78.2,68.3,205.0,101.7,342.1,65.0,1102.6,48.8,149.0,189.7,23.1,88.1,193.9,120.6
2022-07-12,14,101.2,563.0,590.5,673.6,320.4,401.3,72.4,67.5,205.2,101.5,259.9,55.4,1105.4,55.0,148.7,188.1,22.0,88.5,152.8,111.8
2022-07-12,15,104.9,572.0,576.6,711.1,270.2,371.8,64.9,66.7,205.2,100.5,255.3,61.2,1145.5,55.2,151.7,188.5,22.8,81.6,143.6,108.3
2022-07-12,16,140.6,561.0,574.6,636.2,262.3,376.9,59.4,65.5,205.3,100.9,293.6,58.5,1101.8,50.6,147.5,191.2,21.5,89.2,179.6,107.4
2022-07-12,17,158.9,546.3,560.2,664.7,241.5,365.1,60.6,67.8,0.0,0.0,296.5,65.9,1080.8,51.6,144.7,181.4,21.4,92.1,159.3,97.2
2022-07-12,18,159.6,511.1,493.6,567.4,201.7,327.5,41.7,55.0,0.0,0.0,355.4,65.7,937.6,51.7,139.2,165.8,19.5,77.1,174.4,94.0
2022-07-12,19,206.6,482.1,487.2,521.8,202.3,334.8,39.8,52.6,0.0,0.0,345.2,62.0,945.9,57.3,130.7,127.8,16.6,67.4,93.3,70.5
2022-07-12,20,200.8,475.8,478.6,524.8,199.2,304.3,38.9,69.2,0.0,0.0,357.7,63.2,945.3,39.3,130.1,125.1,19.4,75.2,100.4,73.2
2022-07-12,21,182.3,478.6,481.1,461.8,197.8,309.5,32.3,55.7,0.0,0.0,350.7,69.9,879.2,40.0,131.8,104.2,17.5,51.3,106.2,76.1
2022-07-12,22,175.3,464.3,467.1,451.6,139.1,294.0,26.7,49.5,0.0,0.0,377.0,69.2,820.5,36.3,127.6,100.4,11.8,64.4,121.1,67.5
2022-07-12,23,157.7,452.6,437.9,495.3,133.6,278.9,26.8,48.5,0.0,0.0,363.3,70.9,816.5,33.2,123.1,104.2,7.4,52.1,83.1,60.7
