day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-20,0,138.1,423.9,403.9,476.3,119.5,250.1,26.8,48.1,0.0,0.0,320.1,70.6,728.0,36.4,124.8,97.1,16.0,38.7,86.1,64.3
2022-07-20,1,148.6,428.5,381.9,451.2,112.6,244.5,31.7,48.1,0.0,0.0,277.8,49.5,732.3,36.2,123.1,100.4,8.4,33.3,66.2,66.5
2022-07-20,2,124.4,410.0,373.8,421.9,109.3,265.9,28.2,47.8,0.0,0.0,268.7,42.9,752.7,31.3,116.9,98.9,14.7,31.8,83.5,73.0
2022-07-20,3,128.0,397.6,367.0,417.0,100.8,191.5,28.0,47.5,0.0,0.0,244.3,38.6,732.0,37.1,120.6,103.0,6.1,34.0,59.0,69.5
2022-07-20,4,128.6,389.1,368.6,411.0,99.6,207.0,30.2,47.2,0.0,0.0,235.6,37.8,734.3,35.5,117.3,100.7,6.4,32.6,65.8,59.7
2022-07-20,5,121.9,416.5,370.0,440.7,97.0,189.3,17.8,47.2,0.0,0.0,236.5,36.2,753.6,34.7,121.0,99.0,6.6,31.2,56.7,60.6
2022-07-20,6,97.2,431.6,374.9,418.9,101.3,251.2,38.8,48.2,0.0,0.0,223.2,35.2,738.8,29.8,117.7,105.2,14.7,41.4,86.9,65.2
2022-07-20,7,74.2,427.2,382.9,441.0,110.3,248.7,38.4,69.4,0.0,0.0,237.1,41.7,714.5,31.8,123.4,131.3,6.7,58.3,116.4,74.9
2022-07-20,8,116.9,469.5,437.5,507.1,181.1,305.7,38.9,68.8,219.2,140.0,299.7,61.6,817.3,39.8,130.2,176.9,19.6,77.0,139.8,93.4
2022-07-20,9,128.9,486.9,480.6,618.0,205.0,367.6,49.2,70.3,210.3,138.2,287.7,65.5,930.9,49.4,144.1,192.5,22.8,80.9,159.3,111.2
2022-07-20,10,97.0,507.6,496.4,589.7,208.7,333.6,46.6,68.4,210.3,137.8,258.0,63.9,1007.8,51.4,147.9,191.3,23.9,83.7,169.6,114.7
2022-07-20,11,51.0,540.1,510.5,597.5,217.5,354.5,56.9,72.8,209.9,138.0,247.0,79.9,909.2,52.0,146.3,192.5,25.5,83.8,200.5,114.5
2022-07-20,12,83.4,533.8,510.4,634.3,203.8,365.4,52.3,73.5,210.1,138.3,288.6,64.8,916.8,47.7,152.7,180.3,24.0,98.3,207.2,113.7
2022-07-20,13,125.4,539.1,548.3,657.6,250.8,357.7,42.4,68.1,210.0,138.2,307.9,59.1,967.7,54.6,152.5,217.9,26.0,92.1,164.7,117.4
2022-07-20,14,121.0,545.0,544.7,577.2,300.7,387.0,67.1,72.1,210.0,138.2,229.9,58.6,975.9,50.8,157.7,225.8,25.0,98.5,129.9,123.1
2022-07-20,15,137.1,545.2,541.5,627.2,266.0,370.4,49.8,66.1,210.0,137.8,236.5,55.1,969.8,52.3,156.8,215.7,25.3,89.2,141.7,121.5
2022-07-20,16,161.5,542.7,518.4,642.8,250.8,374.9,61.5,76.6,209.9,137.9,245.8,55.8,971.0,53.2,158.0,189.4,24.0,83.6,187.3,110.2
2022-07-20,17,162.2,533.5,514.1,617.7,261.4,346.9,70.6,65.8,209.7,0.0,265.3,55.2,923.6,52.5,157.2,178.5,24.6,84.1,165.2,110.9
2022-07-20,18,161.8,505.0,485.0,576.4,193.9,323.8,44.4,61.1,0.0,0.0,353.2,60.6,855.8,50.6,147.1,167.6,22.3,81.3,184.5,88.4
2022-07-20,19,202.4,485.8,470.2,561.9,163.9,319.7,41.8,56.5,0.0,0.0,399.7,62.7,880.5,47.1,137.4,134.5,21.9,77.6,108.2,73.5
2022-07-20,20,186.8,472.3,460.2,494.4,153.7,297.7,33.5,55.6,0.0,0.0,401.6,67.7,783.7,42.2,136.5,122.6,21.9,59.0,89.6,76.9
2022-07-20,21,187.5,475.7,443.4,546.6,140.6,305.5,31.9,53.8,0.0,0.0,344.7,67.2,792.3,39.4,133.3,106.2,13.7,53.0,93.9,73.3
2022-07-20,22,168.4,456.6,435.5,466.5,130.4,271.5,57.9,57.4,0.0,0.0,346.6,69.4,797.7,40.3,131.2,99.0,19.6,51.7,91.3,64.9
2022-07-20,23,165.3,441.7,423.9,452.3,125.4,279.2,32.1,53.4,0.0,0.0,363.0,70.1,756.1,37.8,128.0,101.4,18.5,44.8,82.6,63.7
