day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-17,0,140.6,409.6,408.8,413.1,108.7,255.7,20.8,54.3,0.0,0.0,310.8,57.6,770.8,35.5,111.7,100.3,15.7,32.1,83.6,55.6
2022-07-17,1,142.4,421.0,404.9,456.5,104.9,233.0,22.2,54.3,0.0,0.0,286.1,52.7,782.0,35.9,111.3,99.3,3.0,33.6,70.5,54.2
2022-07-17,2,133.3,410.1,392.0,448.9,100.2,238.1,21.5,53.2,0.0,0.0,265.8,46.5,769.3,34.5,109.6,100.4,15.2,33.6,66.7,53.6
2022-07-17,3,134.7,418.7,387.4,409.2,105.9,231.2,27.1,53.8,0.0,0.0,241.1,46.7,809.5,34.7,110.1,98.4,2.9,32.1,62.5,54.0
2022-07-17,4,154.1,393.9,391.7,415.4,100.8,256.2,22.9,71.5,0.0,0.0,242.7,42.8,757.0,30.6,109.9,96.9,2.8,32.6,64.0,53.1
2022-07-17,5,116.4,406.6,388.4,408.6,97.3,231.3,37.5,53.2,0.0,0.0,234.3,41.3,771.0,35.5,108.8,101.1,2.8,31.4,74.3,51.5
2022-07-17,6,99.3,414.2,387.4,410.1,95.0,229.4,21.8,54.6,0.0,0.0,222.3,38.6,803.2,28.6,108.6,95.9,0.0,31.9,62.8,55.7
2022-07-17,7,81.6,410.9,391.1,458.8,101.3,236.8,21.3,53.3,0.0,0.0,222.7,43.2,798.5,28.7,110.3,109.3,0.0,34.4,76.4,55.4
2022-07-17,8,62.9,420.0,396.3,409.7,99.4,261.9,20.5,53.5,0.0,0.0,223.5,42.7,807.6,31.4,113.7,114.5,0.0,51.7,78.9,64.1
2022-07-17,9,128.7,429.1,409.2,422.1,108.7,256.9,32.1,53.7,0.0,0.0,242.1,45.6,790.9,35.5,116.1,114.2,2.9,53.6,78.3,64.7
2022-07-17,10,120.9,428.3,406.2,476.8,160.5,260.7,24.8,55.4,0.0,0.0,249.8,50.3,823.1,36.3,113.4,117.4,6.7,56.5,66.3,64.7
2022-07-17,11,81.5,421.4,418.5,488.2,141.1,260.0,56.2,54.2,0.0,0.0,282.5,49.7,812.5,39.4,122.1,120.6,6.4,54.7,81.0,64.4
2022-07-17,12,38.2,425.8,432.1,448.0,112.2,268.2,23.6,56.0,0.0,0.0,289.8,57.8,790.2,40.8,124.7,120.2,15.5,66.6,91.6,64.3
2022-07-17,13,53.6,444.1,463.6,484.2,118.0,279.6,58.9,57.1,0.0,0.0,304.2,60.9,780.2,41.8,121.5,123.3,6.3,70.1,82.3,66.9
2022-07-17,14,49.6,475.6,465.2,437.6,121.8,279.1,42.7,59.0,0.0,0.0,297.4,58.9,800.9,39.6,126.7,125.5,7.6,63.5,73.9,62.3
2022-07-17,15,103.9,464.9,462.9,500.6,128.6,315.9,32.3,57.7,0.0,0.0,321.1,63.3,817.0,38.6,128.2,120.5,17.5,63.7,83.2,66.7
2022-07-17,16,116.7,447.5,447.3,466.3,185.5,267.5,60.0,60.9,0.0,0.0,319.0,64.0,815.3,39.3,119.9,122.2,18.4,68.1,76.8,62.9
2022-07-17,17,138.2,449.5,450.8,479.6,126.0,310.0,32.8,61.4,0.0,0.0,346.3,66.9,769.2,40.9,125.8,120.8,16.0,68.1,85.1,58.3
2022-07-17,18,144.1,452.6,446.6,525.5,122.4,303.2,38.2,74.0,0.0,0.0,338.7,67.7,801.3,47.3,124.5,117.1,14.7,66.0,88.6,54.7
2022-07-17,19,167.1,460.8,434.5,526.7,124.0,286.0,39.5,58.8,0.0,0.0,342.9,62.4,776.4,38.8,125.6,109.4,7.0,57.7,90.6,54.1
2022-07-17,20,193.6,446.3,440.3,473.4,168.1,315.2,39.5,56.5,0.0,0.0,364.3,67.9,765.7,40.7,119.9,109.1,6.6,56.3,86.6,58.2
2022-07-17,21,182.5,440.3,434.3,527.8,127.2,272.3,19.4,59.5,0.0,0.0,356.8,70.0,788.0,37.4,119.1,100.5,8.2,44.3,93.1,75.1
2022-07-17,22,165.1,437.5,432.6,513.4,124.7,282.5,20.0,54.6,0.0,0.0,350.6,72.4,799.5,35.8,118.9,102.1,6.3,59.0,83.6,54.1
2022-07-17,23,162.5,437.9,425.4,446.8,114.8,277.8,19.9,55.5,0.0,0.0,358.9,68.1,784.0,35.2,114.1,96.0,14.7,43.4,82.1,51.1
