day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-25,0,147.0,419.9,398.4,432.0,102.5,226.1,18.6,48.6,0.0,0.0,306.4,59.1,769.8,28.6,126.7,98.7,15.9,33.4,73.0,55.5
2022-07-25,1,134.7,420.0,393.2,479.0,103.2,190.6,29.5,48.3,0.0,0.0,285.9,51.4,762.6,29.0,126.0,96.0,14.7,34.2,81.5,56.6
2022-07-25,2,120.0,402.5,394.1,427.3,100.0,184.5,29.7,47.9,0.0,0.0,253.8,41.9,761.1,34.9,122.5,97.6,7.5,31.2,60.4,56.2
2022-07-25,3,128.9,413.2,395.1,419.0,98.7,201.5,25.0,48.4,0.0,0.0,238.2,38.4,755.1,28.6,124.1,97.6,6.1,31.7,58.6,56.5
2022-07-25,4,131.0,407.8,383.0,427.3,99.4,175.6,25.8,47.8,0.0,0.0,233.1,36.8,735.3,27.6,122.8,98.3,2.9,31.9,67.4,53.2
2022-07-25,5,124.7,404.8,394.4,472.3,95.3,174.2,37.7,49.5,0.0,0.0,228.2,37.2,709.1,28.3,121.8,96.8,2.8,29.7,58.6,53.1
2022-07-25,6,97.1,423.6,388.9,444.2,110.6,220.3,29.4,47.9,0.0,0.0,231.7,36.3,763.8,32.1,121.7,108.6,2.9,43.6,68.8,59.7
2022-07-25,7,121.6,435.1,399.4,488.4,109.7,269.5,33.6,51.9,205.8,117.2,265.5,45.2,775.0,36.4,120.2,131.0,6.9,68.2,115.1,67.7
2022-07-25,8,111.2,453.9,424.9,537.1,206.5,302.9,56.8,69.9,205.0,109.8,284.7,65.5,827.6,37.4,133.1,185.1,18.5,86.9,149.3,79.1
2022-07-25,9,110.0,482.9,482.7,652.2,201.8,324.6,41.7,66.8,205.2,107.8,303.3,61.7,905.4,50.7,139.2,192.0,21.1,86.1,154.2,105.7
2022-07-25,10,85.7,508.1,511.5,648.6,208.7,324.2,61.0,70.9,205.0,106.3,297.8,67.0,910.3,49.7,152.1,189.5,22.5,82.1,160.6,104.8
2022-07-25,11,106.3,516.5,506.1,608.3,225.4,318.7,54.6,67.0,205.2,105.3,313.5,79.6,926.0,52.6,157.7,189.9,21.4,85.0,197.8,106.9
2022-07-25,12,88.0,507.1,493.8,574.9,218.5,335.0,41.4,69.8,205.1,106.8,360.3,64.8,917.2,50.6,147.0,177.8,22.7,82.9,190.2,102.0
2022-07-25,13,138.5,527.1,519.7,595.6,240.5,346.8,62.8,74.2,205.2,105.4,360.3,59.0,928.5,45.5,163.1,183.9,23.2,82.0,185.9,112.2
2022-07-25,14,127.8,542.8,534.0,622.2,251.0,329.3,48.9,72.2,205.2,104.7,293.1,53.7,962.7,51.7,156.4,186.0,22.8,97.9,125.2,110.3
2022-07-25,15,125.7,551.6,548.1,646.9,243.5,347.1,52.3,71.1,205.5,102.6,231.4,64.6,992.8,52.0,159.7,188.5,23.8,88.4,147.8,103.5
2022-07-25,16,85.2,559.7,532.6,642.6,246.2,350.7,51.3,77.5,205.1,103.2,228.9,60.6,989.8,53.7,159.2,188.6,23.3,90.7,168.2,109.1
2022-07-25,17,142.1,526.5,505.5,631.5,227.8,323.0,54.3,64.7,0.0,0.0,276.6,58.9,952.4,49.5,158.9,177.1,24.2,78.1,165.9,94.9
2022-07-25,18,173.4,507.1,484.8,535.8,190.9,325.4,64.7,56.7,0.0,0.0,307.9,63.7,842.7,50.6,151.5,162.2,20.9,73.5,177.6,72.2
2022-07-25,19,241.2,488.2,458.1,501.0,168.4,277.7,43.2,52.3,0.0,0.0,362.3,63.4,830.8,43.5,147.3,128.6,19.3,65.5,99.1,60.9
2022-07-25,20,213.8,471.7,448.4,536.0,149.2,325.5,25.4,52.2,0.0,0.0,384.0,60.6,825.3,41.1,136.3,119.5,19.3,71.9,87.9,64.0
2022-07-25,21,209.4,472.4,443.4,475.7,134.7,279.5,43.7,51.4,0.0,0.0,385.4,68.2,820.8,40.2,140.6,111.5,17.1,52.2,99.9,64.3
2022-07-25,22,193.4,457.9,442.0,502.2,128.2,264.3,24.1,51.0,0.0,0.0,346.9,64.9,790.7,38.5,143.9,110.9,17.1,61.0,90.9,58.5
2022-07-25,23,188.9,440.4,431.3,446.7,126.3,260.9,34.3,53.8,0.0,0.0,353.9,64.9,784.0,37.2,132.5,107.3,9.2,38.8,77.6,58.9
