day,time,value
2022-07-04,14,135.000000
2022-07-04,15,145.000000
2022-07-04,16,148.000000
2022-07-04,17,110.000000
2022-07-04,18,53.000000
2022-07-04,19,6.000000
2022-07-04,20,10.000000
2022-07-04,21,14.000000
2022-07-04,22,18.000000
2022-07-04,23,45.000000
2022-07-05,0,153.000000
2022-07-05,1,104.000000
2022-07-05,2,157.000000
2022-07-05,3,194.000000
2022-07-05,4,240.000000
2022-07-05,5,252.000000
2022-07-05,6,270.000000
2022-07-05,7,285.000000
2022-07-05,8,299.000000
2022-07-05,9,315.000000
2022-07-05,10,315.000000
2022-07-05,11,312.000000
2022-07-05,12,301.000000
2022-07-05,13,300.000000
2022-07-05,14,270.000000
2022-07-05,15,260.000000
2022-07-05,16,273.000000
2022-07-05,17,278.000000
2022-07-05,18,264.000000
2022-07-05,19,252.000000
2022-07-05,20,261.000000
2022-07-05,21,277.000000
2022-07-05,22,270.000000
2022-07-05,23,146.000000
2022-07-06,0,180.000000
2022-07-06,1,174.000000
2022-07-06,2,185.000000
2022-07-06,3,180.000000
2022-07-06,4,158.000000
2022-07-06,5,146.000000
2022-07-06,6,145.000000
2022-07-06,7,159.000000
2022-07-06,8,155.000000
2022-07-06,9,159.000000
2022-07-06,10,161.000000
2022-07-06,11,165.000000
2022-07-06,12,167.000000
2022-07-06,13,170.000000
2022-07-06,14,174.000000
2022-07-06,15,174.000000
2022-07-06,16,173.000000
2022-07-06,17,166.000000
2022-07-06,18,156.000000
2022-07-06,19,146.000000
2022-07-06,20,146.000000
2022-07-06,21,143.000000
2022-07-06,22,138.000000
2022-07-06,23,133.000000
2022-07-07,0,139.000000
2022-07-07,1,141.000000
2022-07-07,2,140.000000
2022-07-07,3,140.000000
2022-07-07,4,139.000000
2022-07-07,5,140.000000
2022-07-07,6,141.000000
2022-07-07,7,148.000000
2022-07-07,8,152.000000
2022-07-07,9,155.000000
2022-07-07,10,160.000000
2022-07-07,11,170.000000
2022-07-07,12,173.000000
2022-07-07,13,180.000000
2022-07-07,14,194.000000
2022-07-07,15,188.000000
2022-07-07,16,187.000000
2022-07-07,17,186.000000
2022-07-07,18,185.000000
2022-07-07,19,180.000000
2022-07-07,20,171.000000
2022-07-07,21,178.000000
2022-07-07,22,184.000000
2022-07-07,23,191.000000
2022-07-08,0,197.000000
2022-07-08,1,198.000000
2022-07-08,2,195.000000
2022-07-08,3,192.000000
2022-07-08,4,193.000000
2022-07-08,5,194.000000
2022-07-08,6,205.000000
2022-07-08,7,238.000000
2022-07-08,8,250.000000
2022-07-08,9,252.000000
2022-07-08,10,255.000000
2022-07-08,11,258.000000
2022-07-08,12,268.000000
2022-07-08,13,273.000000
2022-07-08,14,277.000000
2022-07-08,15,281.000000
2022-07-08,16,278.000000
2022-07-08,17,274.000000
2022-07-08,18,274.000000
2022-07-08,19,279.000000
2022-07-08,20,283.000000
2022-07-08,21,288.000000
2022-07-08,22,293.000000
2022-07-08,23,292.000000
2022-07-09,0,288.000000
2022-07-09,1,306.000000
2022-07-09,2,315.000000
2022-07-09,3,315.000000
2022-07-09,4,322.000000
2022-07-09,5,326.000000
2022-07-09,6,342.000000
2022-07-09,7,354.000000
2022-07-09,8,357.000000
2022-07-09,9,355.000000
2022-07-09,10,355.000000
2022-07-09,11,356.000000
2022-07-09,12,352.000000
2022-07-09,13,345.000000
2022-07-09,14,342.000000
2022-07-09,15,343.000000
2022-07-09,16,341.000000
2022-07-09,17,340.000000
2022-07-09,18,342.000000
2022-07-09,19,330.000000
2022-07-09,20,324.000000
2022-07-09,21,329.000000
2022-07-09,22,336.000000
2022-07-09,23,354.000000
2022-07-10,0,346.000000
2022-07-10,1,17.000000
2022-07-10,2,20.000000
2022-07-10,3,31.000000
2022-07-10,4,360.000000
2022-07-10,5,16.000000
2022-07-10,6,8.000000
2022-07-10,7,58.000000
2022-07-10,8,36.000000
2022-07-10,9,55.000000
2022-07-10,10,82.000000
2022-07-10,11,167.000000
2022-07-10,12,188.000000
2022-07-10,13,187.000000
2022-07-10,14,194.000000
2022-07-10,15,199.000000
2022-07-10,16,195.000000
2022-07-10,17,106.000000
2022-07-10,18,180.000000
2022-07-10,19,217.000000
2022-07-10,20,175.000000
2022-07-10,21,165.000000
2022-07-10,22,163.000000
2022-07-10,23,149.000000
2022-07-11,0,133.000000
2022-07-11,1,140.000000
2022-07-11,2,142.000000
2022-07-11,3,146.000000
2022-07-11,4,146.000000
2022-07-11,5,156.000000
2022-07-11,6,127.000000
2022-07-11,7,130.000000
2022-07-11,8,125.000000
2022-07-11,9,140.000000
2022-07-11,10,151.000000
2022-07-11,11,148.000000
2022-07-11,12,145.000000
2022-07-11,13,146.000000
2022-07-11,14,145.000000
2022-07-11,15,144.000000
2022-07-11,16,143.000000
2022-07-11,17,146.000000
2022-07-11,18,150.000000
2022-07-11,19,145.000000
2022-07-11,20,140.000000
2022-07-11,21,133.000000
2022-07-11,22,126.000000
2022-07-11,23,126.000000
2022-07-12,0,111.000000
2022-07-12,1,153.000000
2022-07-12,2,143.000000
2022-07-12,3,164.000000
2022-07-12,4,150.000000
2022-07-12,5,140.000000
2022-07-12,6,120.000000
2022-07-12,7,119.000000
2022-07-12,8,118.000000
2022-07-12,9,135.000000
2022-07-12,10,145.000000
2022-07-12,11,170.000000
2022-07-12,12,186.000000
2022-07-12,13,204.000000
2022-07-12,14,209.000000
2022-07-12,15,188.000000
2022-07-12,16,162.000000
2022-07-12,17,135.000000
2022-07-12,18,146.000000
2022-07-12,19,158.000000
2022-07-12,20,158.000000
2022-07-12,21,150.000000
2022-07-12,22,140.000000
2022-07-12,23,138.000000
2022-07-13,0,139.000000
2022-07-13,1,142.000000
2022-07-13,2,138.000000
2022-07-13,3,144.000000
2022-07-13,4,138.000000
2022-07-13,5,138.000000
2022-07-13,6,138.000000
2022-07-13,7,144.000000
2022-07-13,8,147.000000
2022-07-13,9,160.000000
2022-07-13,10,153.000000
2022-07-13,11,157.000000
2022-07-13,12,153.000000
2022-07-13,13,149.000000
2022-07-13,14,140.000000
2022-07-13,15,148.000000
2022-07-13,16,151.000000
2022-07-13,17,151.000000
2022-07-13,18,159.000000
2022-07-13,19,162.000000
2022-07-13,20,160.000000
2022-07-13,21,175.000000
2022-07-13,22,189.000000
2022-07-13,23,195.000000
2022-07-14,0,180.000000
2022-07-14,1,198.000000
2022-07-14,2,207.000000
2022-07-14,3,223.000000
2022-07-14,4,242.000000
2022-07-14,5,251.000000
2022-07-14,6,248.000000
2022-07-14,7,233.000000
2022-07-14,8,245.000000
2022-07-14,9,268.000000
2022-07-14,10,282.000000
2022-07-14,11,287.000000
2022-07-14,12,299.000000
2022-07-14,13,307.000000
2022-07-14,14,308.000000
2022-07-14,15,312.000000
2022-07-14,16,312.000000
2022-07-14,17,314.000000
2022-07-14,18,315.000000
2022-07-14,19,303.000000
2022-07-14,20,288.000000
2022-07-14,21,290.000000
2022-07-14,22,290.000000
2022-07-14,23,297.000000
2022-07-15,0,297.000000
2022-07-15,1,300.000000
2022-07-15,2,304.000000
2022-07-15,3,310.000000
2022-07-15,4,319.000000
2022-07-15,5,333.000000
2022-07-15,6,354.000000
2022-07-15,7,23.000000
2022-07-15,8,360.000000
2022-07-15,9,233.000000
2022-07-15,10,292.000000
2022-07-15,11,323.000000
2022-07-15,12,328.000000
2022-07-15,13,317.000000
2022-07-15,14,306.000000
2022-07-15,15,307.000000
2022-07-15,16,306.000000
2022-07-15,17,307.000000
2022-07-15,18,306.000000
2022-07-15,19,297.000000
2022-07-15,20,291.000000
2022-07-15,21,292.000000
2022-07-15,22,318.000000
2022-07-15,23,332.000000
2022-07-16,0,360.000000
2022-07-16,1,4.000000
2022-07-16,2,351.000000
2022-07-16,3,337.000000
2022-07-16,4,349.000000
2022-07-16,5,13.000000
2022-07-16,6,354.000000
2022-07-16,7,333.000000
2022-07-16,8,311.000000
2022-07-16,9,301.000000
2022-07-16,10,290.000000
2022-07-16,11,293.000000
2022-07-16,12,300.000000
2022-07-16,13,304.000000
2022-07-16,14,297.000000
2022-07-16,15,290.000000
2022-07-16,16,282.000000
2022-07-16,17,273.000000
2022-07-16,18,262.000000
2022-07-16,19,252.000000
2022-07-16,20,242.000000
2022-07-16,21,228.000000
2022-07-16,22,215.000000
2022-07-16,23,218.000000
2022-07-17,0,259.000000
2022-07-17,1,264.000000
2022-07-17,2,253.000000
2022-07-17,3,263.000000
2022-07-17,4,276.000000
2022-07-17,5,277.000000
2022-07-17,6,277.000000
2022-07-17,7,276.000000
2022-07-17,8,257.000000
2022-07-17,9,253.000000
2022-07-17,10,261.000000
2022-07-17,11,266.000000
2022-07-17,12,262.000000
2022-07-17,13,276.000000
2022-07-17,14,273.000000
2022-07-17,15,270.000000
2022-07-17,16,270.000000
2022-07-17,17,270.000000
2022-07-17,18,257.000000
2022-07-17,19,248.000000
2022-07-17,20,232.000000
2022-07-17,21,209.000000
2022-07-17,22,195.000000
2022-07-17,23,180.000000
2022-07-18,0,153.000000
2022-07-18,1,130.000000
2022-07-18,2,115.000000
2022-07-18,3,143.000000
2022-07-18,4,150.000000
2022-07-18,5,164.000000
2022-07-18,6,126.000000
2022-07-18,7,96.000000
2022-07-18,8,110.000000
2022-07-18,9,132.000000
2022-07-18,10,137.000000
2022-07-18,11,156.000000
2022-07-18,12,172.000000
2022-07-18,13,175.000000
2022-07-18,14,197.000000
2022-07-18,15,200.000000
2022-07-18,16,184.000000
2022-07-18,17,172.000000
2022-07-18,18,172.000000
2022-07-18,19,175.000000
2022-07-18,20,185.000000
2022-07-18,21,201.000000
2022-07-18,22,201.000000
2022-07-18,23,198.000000
2022-07-19,0,257.000000
2022-07-19,1,286.000000
2022-07-19,2,302.000000
2022-07-19,3,315.000000
2022-07-19,4,328.000000
2022-07-19,5,336.000000
2022-07-19,6,333.000000
2022-07-19,7,332.000000
2022-07-19,8,331.000000
2022-07-19,9,317.000000
2022-07-19,10,309.000000
2022-07-19,11,299.000000
2022-07-19,12,289.000000
2022-07-19,13,286.000000
2022-07-19,14,283.000000
2022-07-19,15,286.000000
2022-07-19,16,291.000000
2022-07-19,17,287.000000
2022-07-19,18,283.000000
2022-07-19,19,279.000000
2022-07-19,20,255.000000
2022-07-19,21,276.000000
2022-07-19,22,280.000000
2022-07-19,23,288.000000
2022-07-20,0,270.000000
2022-07-20,1,278.000000
2022-07-20,2,270.000000
2022-07-20,3,277.000000
2022-07-20,4,310.000000
2022-07-20,5,9.000000
2022-07-20,6,34.000000
2022-07-20,7,58.000000
2022-07-20,8,72.000000
2022-07-20,9,50.000000
2022-07-20,10,31.000000
2022-07-20,11,13.000000
2022-07-20,12,6.000000
2022-07-20,13,326.000000
2022-07-20,14,288.000000
2022-07-20,15,243.000000
2022-07-20,16,252.000000
2022-07-20,17,264.000000
2022-07-20,18,270.000000
2022-07-20,19,270.000000
2022-07-20,20,270.000000
2022-07-20,21,187.000000
2022-07-20,22,165.000000
2022-07-20,23,148.000000
2022-07-21,0,138.000000
2022-07-21,1,150.000000
2022-07-21,2,149.000000
2022-07-21,3,148.000000
2022-07-21,4,169.000000
2022-07-21,5,180.000000
2022-07-21,6,194.000000
2022-07-21,7,219.000000
2022-07-21,8,233.000000
2022-07-21,9,239.000000
2022-07-21,10,239.000000
2022-07-21,11,247.000000
2022-07-21,12,266.000000
2022-07-21,13,278.000000
2022-07-21,14,301.000000
2022-07-21,15,315.000000
2022-07-21,16,317.000000
2022-07-21,17,317.000000
2022-07-21,18,317.000000
2022-07-21,19,310.000000
2022-07-21,20,307.000000
2022-07-21,21,306.000000
2022-07-21,22,304.000000
2022-07-21,23,290.000000
2022-07-22,0,288.000000
2022-07-22,1,297.000000
2022-07-22,2,298.000000
2022-07-22,3,306.000000
2022-07-22,4,315.000000
2022-07-22,5,315.000000
2022-07-22,6,326.000000
2022-07-22,7,328.000000
2022-07-22,8,320.000000
2022-07-22,9,313.000000
2022-07-22,10,306.000000
2022-07-22,11,297.000000
2022-07-22,12,289.000000
2022-07-22,13,284.000000
2022-07-22,14,281.000000
2022-07-22,15,282.000000
2022-07-22,16,281.000000
2022-07-22,17,284.000000
2022-07-22,18,292.000000
2022-07-22,19,305.000000
2022-07-22,20,302.000000
2022-07-22,21,315.000000
2022-07-22,22,338.000000
2022-07-22,23,349.000000
2022-07-23,0,153.000000
2022-07-23,1,157.000000
2022-07-23,2,162.000000
2022-07-23,3,180.000000
2022-07-23,4,201.000000
2022-07-23,5,153.000000
2022-07-23,6,159.000000
2022-07-23,7,149.000000
2022-07-23,8,160.000000
2022-07-23,9,177.000000
2022-07-23,10,193.000000
2022-07-23,11,185.000000
2022-07-23,12,202.000000
2022-07-23,13,197.000000
2022-07-23,14,190.000000
2022-07-23,15,178.000000
2022-07-23,16,169.000000
2022-07-23,17,163.000000
2022-07-23,18,158.000000
2022-07-23,19,158.000000
2022-07-23,20,153.000000
2022-07-23,21,143.000000
2022-07-23,22,148.000000
2022-07-23,23,151.000000
2022-07-24,0,153.000000
2022-07-24,1,155.000000
2022-07-24,2,158.000000
2022-07-24,3,167.000000
2022-07-24,4,170.000000
2022-07-24,5,183.000000
2022-07-24,6,198.000000
2022-07-24,7,202.000000
2022-07-24,8,196.000000
2022-07-24,9,200.000000
2022-07-24,10,214.000000
2022-07-24,11,234.000000
2022-07-24,12,246.000000
2022-07-24,13,254.000000
2022-07-24,14,261.000000
2022-07-24,15,270.000000
2022-07-24,16,276.000000
2022-07-24,17,280.000000
2022-07-24,18,283.000000
2022-07-24,19,278.000000
2022-07-24,20,278.000000
2022-07-24,21,285.000000
2022-07-24,22,284.000000
2022-07-24,23,279.000000
2022-07-25,0,262.000000
2022-07-25,1,262.000000
2022-07-25,2,261.000000
2022-07-25,3,264.000000
2022-07-25,4,259.000000
2022-07-25,5,259.000000
2022-07-25,6,285.000000
2022-07-25,7,302.000000
2022-07-25,8,315.000000
2022-07-25,9,315.000000
2022-07-25,10,325.000000
2022-07-25,11,335.000000
2022-07-25,12,330.000000
2022-07-25,13,328.000000
2022-07-25,14,325.000000
2022-07-25,15,321.000000
2022-07-25,16,317.000000
2022-07-25,17,319.000000
2022-07-25,18,325.000000
2022-07-25,19,318.000000
2022-07-25,20,318.000000
2022-07-25,21,329.000000
2022-07-25,22,342.000000
2022-07-25,23,13.000000
2022-07-26,0,45.000000
2022-07-26,1,97.000000
2022-07-26,2,119.000000
2022-07-26,3,135.000000
2022-07-26,4,142.000000
2022-07-26,5,151.000000
2022-07-26,6,135.000000
2022-07-26,7,124.000000
2022-07-26,8,120.000000
2022-07-26,9,132.000000
2022-07-26,10,145.000000
2022-07-26,11,143.000000
2022-07-26,12,155.000000
2022-07-26,13,159.000000
2022-07-26,14,162.000000
2022-07-26,15,170.000000
2022-07-26,16,172.000000
2022-07-26,17,170.000000
2022-07-26,18,175.000000
2022-07-26,19,180.000000
2022-07-26,20,185.000000
2022-07-26,21,204.000000
2022-07-26,22,164.000000
2022-07-26,23,156.000000
2022-07-27,0,128.000000
2022-07-27,1,156.000000
2022-07-27,2,141.000000
2022-07-27,3,124.000000
2022-07-27,4,119.000000
2022-07-27,5,126.000000
2022-07-27,6,118.000000
2022-07-27,7,127.000000
2022-07-27,8,120.000000
2022-07-27,9,124.000000
2022-07-27,10,132.000000
2022-07-27,11,135.000000
2022-07-27,12,137.000000
2022-07-27,13,142.000000
2022-07-27,14,158.000000
2022-07-27,15,159.000000
2022-07-27,16,149.000000
2022-07-27,17,144.000000
2022-07-27,18,142.000000
2022-07-27,19,147.000000
2022-07-27,20,147.000000
2022-07-27,21,142.000000
2022-07-27,22,143.000000
2022-07-27,23,139.000000
2022-07-28,0,121.000000
2022-07-28,1,119.000000
2022-07-28,2,126.000000
2022-07-28,3,129.000000
2022-07-28,4,132.000000
2022-07-28,5,141.000000
2022-07-28,6,135.000000
2022-07-28,7,135.000000
2022-07-28,8,135.000000
2022-07-28,9,137.000000
2022-07-28,10,144.000000
2022-07-28,11,147.000000
2022-07-28,12,151.000000
2022-07-28,13,160.000000
2022-07-28,14,155.000000
2022-07-28,15,150.000000
2022-07-28,16,152.000000
2022-07-28,17,153.000000
2022-07-28,18,154.000000
2022-07-28,19,145.000000
2022-07-28,20,135.000000
2022-07-28,21,128.000000
2022-07-28,22,130.000000
2022-07-28,23,133.000000
2022-07-29,0,130.000000
2022-07-29,1,130.000000
2022-07-29,2,139.000000
2022-07-29,3,138.000000
2022-07-29,4,124.000000
2022-07-29,5,115.000000
2022-07-29,6,108.000000
2022-07-29,7,111.000000
2022-07-29,8,117.000000
2022-07-29,9,119.000000
2022-07-29,10,114.000000
2022-07-29,11,108.000000
2022-07-29,12,109.000000
2022-07-29,13,113.000000
2022-07-29,14,117.000000
2022-07-29,15,120.000000
2022-07-29,16,122.000000
2022-07-29,17,117.000000
2022-07-29,18,111.000000
2022-07-29,19,120.000000
2022-07-29,20,122.000000
2022-07-29,21,99.000000
2022-07-29,22,94.000000
2022-07-29,23,93.000000
2022-07-30,0,76.000000
2022-07-30,1,72.000000
2022-07-30,2,65.000000
2022-07-30,3,73.000000
2022-07-30,4,74.000000
2022-07-30,5,78.000000
2022-07-30,6,87.000000
2022-07-30,7,94.000000
2022-07-30,8,99.000000
2022-07-30,9,106.000000
2022-07-30,10,108.000000
2022-07-30,11,114.000000
2022-07-30,12,123.000000
2022-07-30,13,122.000000
2022-07-30,14,112.000000
2022-07-30,15,97.000000
2022-07-30,16,97.000000
2022-07-30,17,103.000000
2022-07-30,18,98.000000
2022-07-30,19,103.000000
2022-07-30,20,105.000000
2022-07-30,21,112.000000
2022-07-30,22,93.000000
2022-07-30,23,87.000000
2022-07-31,0,102.000000
2022-07-31,1,109.000000
2022-07-31,2,109.000000
2022-07-31,3,108.000000
2022-07-31,4,107.000000
2022-07-31,5,105.000000
2022-07-31,6,109.000000
2022-07-31,7,112.000000
2022-07-31,8,115.000000
2022-07-31,9,118.000000
2022-07-31,10,126.000000
2022-07-31,11,127.000000
2022-07-31,12,122.000000
2022-07-31,13,127.000000
2022-07-31,14,135.000000
2022-07-31,15,135.000000
2022-07-31,16,137.000000
2022-07-31,17,139.000000
2022-07-31,18,134.000000
2022-07-31,19,138.000000
2022-07-31,20,142.000000
2022-07-31,21,142.000000
2022-07-31,22,145.000000
2022-07-31,23,149.000000
2022-08-01,0,138.000000
2022-08-01,1,133.000000
2022-08-01,2,132.000000
2022-08-01,3,130.000000
2022-08-01,4,126.000000
2022-08-01,5,129.000000
2022-08-01,6,129.000000
2022-08-01,7,134.000000
2022-08-01,8,140.000000
2022-08-01,9,141.000000
2022-08-01,10,178.000000
2022-08-01,11,196.000000
2022-08-01,12,203.000000
2022-08-01,13,198.000000
2022-08-01,14,193.000000
2022-08-01,15,183.000000
2022-08-01,16,171.000000
2022-08-01,17,169.000000
2022-08-01,18,164.000000
2022-08-01,19,160.000000
2022-08-01,20,155.000000
2022-08-01,21,153.000000
2022-08-01,22,157.000000
2022-08-01,23,162.000000
2022-08-02,0,173.000000
2022-08-02,1,174.000000
2022-08-02,2,172.000000
2022-08-02,3,172.000000
2022-08-02,4,171.000000
2022-08-02,5,173.000000
2022-08-02,6,178.000000
2022-08-02,7,184.000000
2022-08-02,8,194.000000
2022-08-02,9,200.000000
2022-08-02,10,190.000000
2022-08-02,11,198.000000
2022-08-02,12,212.000000
2022-08-02,13,222.000000
2022-08-02,14,227.000000
2022-08-02,15,225.000000
2022-08-02,16,226.000000
2022-08-02,17,225.000000
2022-08-02,18,223.000000
2022-08-02,19,212.000000
2022-08-02,20,192.000000
2022-08-02,21,187.000000
2022-08-02,22,184.000000
2022-08-02,23,180.000000
2022-08-03,0,180.000000
2022-08-03,1,180.000000
2022-08-03,2,176.000000
2022-08-03,3,176.000000
2022-08-03,4,176.000000
2022-08-03,5,175.000000
2022-08-03,6,170.000000
2022-08-03,7,198.000000
2022-08-03,8,209.000000
2022-08-03,9,223.000000
2022-08-03,10,233.000000
2022-08-03,11,238.000000
2022-08-03,12,241.000000
2022-08-03,13,243.000000
2022-08-03,14,243.000000
2022-08-03,15,248.000000
2022-08-03,16,253.000000
2022-08-03,17,253.000000
2022-08-03,18,257.000000
2022-08-03,19,262.000000
2022-08-03,20,264.000000
2022-08-03,21,249.000000
2022-08-03,22,234.000000
2022-08-03,23,212.000000
2022-08-04,0,215.000000
2022-08-04,1,221.000000
2022-08-04,2,221.000000
2022-08-04,3,223.000000
2022-08-04,4,225.000000
2022-08-04,5,230.000000
2022-08-04,6,225.000000
2022-08-04,7,227.000000
2022-08-04,8,230.000000
2022-08-04,9,235.000000
2022-08-04,10,243.000000
2022-08-04,11,247.000000
2022-08-04,12,249.000000
2022-08-04,13,252.000000
2022-08-04,14,252.000000
2022-08-04,15,255.000000
2022-08-04,16,259.000000
2022-08-04,17,259.000000
2022-08-04,18,253.000000
2022-08-04,19,262.000000
2022-08-04,20,252.000000
2022-08-04,21,225.000000
2022-08-04,22,212.000000
2022-08-04,23,197.000000
2022-08-05,0,190.000000
2022-08-05,1,194.000000
2022-08-05,2,218.000000
2022-08-05,3,230.000000
2022-08-05,4,230.000000
2022-08-05,5,223.000000
2022-08-05,6,227.000000
2022-08-05,7,235.000000
2022-08-05,8,235.000000
2022-08-05,9,229.000000
2022-08-05,10,227.000000
2022-08-05,11,223.000000
2022-08-05,12,226.000000
2022-08-05,13,238.000000
2022-08-05,14,244.000000
2022-08-05,15,253.000000
2022-08-05,16,252.000000
2022-08-05,17,252.000000
2022-08-05,18,241.000000
2022-08-05,19,230.000000
2022-08-05,20,214.000000
2022-08-05,21,200.000000
2022-08-05,22,207.000000
2022-08-05,23,209.000000
2022-08-06,0,212.000000
2022-08-06,1,231.000000
2022-08-06,2,225.000000
2022-08-06,3,227.000000
2022-08-06,4,219.000000
2022-08-06,5,220.000000
2022-08-06,6,216.000000
2022-08-06,7,220.000000
2022-08-06,8,209.000000
2022-08-06,9,223.000000
2022-08-06,10,237.000000
2022-08-06,11,242.000000
2022-08-06,12,223.000000
2022-08-06,13,258.000000
2022-08-06,14,253.000000
2022-08-06,15,208.000000
2022-08-06,16,205.000000
2022-08-06,17,201.000000
2022-08-06,18,197.000000
2022-08-06,19,207.000000
2022-08-06,20,189.000000
2022-08-06,21,195.000000
2022-08-06,22,190.000000
2022-08-06,23,189.000000
2022-08-07,0,204.000000
2022-08-07,1,189.000000
2022-08-07,2,184.000000
2022-08-07,3,193.000000
2022-08-07,4,197.000000
2022-08-07,5,207.000000
2022-08-07,6,209.000000
2022-08-07,7,212.000000
2022-08-07,8,216.000000
2022-08-07,9,199.000000
2022-08-07,10,194.000000
2022-08-07,11,198.000000
2022-08-07,12,197.000000
2022-08-07,13,203.000000
2022-08-07,14,226.000000
2022-08-07,15,208.000000
2022-08-07,16,207.000000
2022-08-07,17,204.000000
2022-08-07,18,216.000000
2022-08-07,19,208.000000
2022-08-07,20,202.000000
2022-08-07,21,189.000000
2022-08-07,22,189.000000
2022-08-07,23,203.000000
2022-08-08,0,206.000000
2022-08-08,1,210.000000
2022-08-08,2,208.000000
2022-08-08,3,210.000000
2022-08-08,4,210.000000
2022-08-08,5,209.000000
2022-08-08,6,207.000000
2022-08-08,7,207.000000
2022-08-08,8,213.000000
2022-08-08,9,212.000000
2022-08-08,10,216.000000
2022-08-08,11,222.000000
2022-08-08,12,228.000000
2022-08-08,13,228.000000
2022-08-08,14,229.000000
2022-08-08,15,232.000000
2022-08-08,16,233.000000
2022-08-08,17,229.000000
2022-08-08,18,226.000000
2022-08-08,19,218.000000
2022-08-08,20,211.000000
2022-08-08,21,207.000000
2022-08-08,22,210.000000
2022-08-08,23,214.000000
2022-08-09,0,200.000000
2022-08-09,1,204.000000
2022-08-09,2,210.000000
2022-08-09,3,207.000000
2022-08-09,4,212.000000
2022-08-09,5,210.000000
2022-08-09,6,208.000000
2022-08-09,7,211.000000
2022-08-09,8,216.000000
2022-08-09,9,212.000000
2022-08-09,10,234.000000
2022-08-09,11,226.000000
2022-08-09,12,231.000000
2022-08-09,13,237.000000
2022-08-09,14,234.000000
2022-08-09,15,229.000000
2022-08-09,16,229.000000
2022-08-09,17,229.000000
2022-08-09,18,230.000000
2022-08-09,19,223.000000
2022-08-09,20,211.000000
2022-08-09,21,204.000000
2022-08-09,22,209.000000
2022-08-09,23,211.000000
2022-08-10,0,203.000000
2022-08-10,1,200.000000
2022-08-10,2,200.000000
2022-08-10,3,206.000000
2022-08-10,4,204.000000
2022-08-10,5,205.000000
2022-08-10,6,207.000000
2022-08-10,7,217.000000
2022-08-10,8,215.000000
2022-08-10,9,217.000000
2022-08-10,10,223.000000
2022-08-10,11,221.000000
2022-08-10,12,220.000000
2022-08-10,13,220.000000
2022-08-10,14,224.000000
2022-08-10,15,232.000000
2022-08-10,16,218.000000
2022-08-10,17,216.000000
2022-08-10,18,208.000000
2022-08-10,19,204.000000
2022-08-10,20,200.000000
2022-08-10,21,201.000000
2022-08-10,22,204.000000
2022-08-10,23,204.000000
2022-08-11,0,205.000000
2022-08-11,1,205.000000
2022-08-11,2,209.000000
2022-08-11,3,206.000000
2022-08-11,4,208.000000
2022-08-11,5,207.000000
2022-08-11,6,202.000000
2022-08-11,7,209.000000
2022-08-11,8,215.000000
2022-08-11,9,204.000000
2022-08-11,10,207.000000
2022-08-11,11,217.000000
2022-08-11,12,225.000000
2022-08-11,13,231.000000
2022-08-11,14,232.000000
