day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-08-27,0,894.1,204.2,130.8,66.6,56.3,54.4,206.5,300.5,29.3,551.6,0.0,102.5,24.8,41.2,51.7,34.2,29.4,16.2,52.1,13.9,50.6,18.5
2022-08-27,1,856.8,186.0,119.8,62.9,60.1,46.7,212.3,295.0,28.8,498.6,0.0,83.6,24.9,38.5,36.6,20.2,23.5,15.9,51.0,15.1,39.0,18.0
2022-08-27,2,821.4,194.9,109.8,64.2,54.8,41.3,197.1,297.3,30.0,480.8,0.0,81.3,22.5,34.4,38.3,21.4,15.2,20.5,51.7,12.6,37.0,18.2
2022-08-27,3,841.1,191.1,94.7,64.2,54.0,36.5,205.6,316.9,29.8,490.8,0.0,80.5,24.4,35.1,39.2,21.4,13.5,16.6,52.3,15.2,35.5,18.0
2022-08-27,4,836.5,195.3,102.5,62.8,60.8,35.0,208.0,295.4,28.0,484.8,0.0,80.3,21.9,32.0,36.2,25.2,14.1,16.1,64.9,12.6,35.4,18.1
2022-08-27,5,812.8,191.4,90.8,72.1,62.0,34.6,199.0,295.4,27.6,488.2,0.0,84.2,24.6,22.1,62.7,20.8,20.4,15.1,51.6,15.1,35.4,18.1
2022-08-27,6,823.4,189.2,97.0,99.9,60.4,35.9,194.4,288.0,26.6,504.2,0.0,79.0,22.2,41.9,32.3,23.4,29.8,15.0,51.3,12.7,35.7,18.2
2022-08-27,7,832.4,196.0,94.4,94.0,56.2,45.3,203.8,269.6,25.2,482.3,0.0,79.4,24.3,35.0,24.2,23.4,43.4,15.7,52.0,15.1,36.6,18.0
2022-08-27,8,837.1,199.6,92.2,169.1,56.1,54.1,200.3,271.2,28.7,486.7,16.2,88.8,24.3,37.5,26.0,27.3,43.4,15.1,52.8,13.8,40.5,18.3
2022-08-27,9,945.2,215.9,104.5,157.7,81.6,54.9,205.0,250.9,37.5,545.5,68.7,92.9,29.1,35.8,26.3,33.0,32.6,15.5,52.8,26.8,49.6,18.2
2022-08-27,10,967.0,224.1,113.6,172.3,72.1,47.3,203.4,205.3,40.4,552.1,105.9,0.0,38.4,16.1,26.4,40.2,32.0,15.3,52.3,29.6,0.0,18.7
2022-08-27,11,916.7,228.1,117.4,150.5,65.0,50.4,189.0,189.0,37.1,558.8,118.8,103.9,27.8,36.7,34.2,47.1,26.1,15.4,65.9,15.8,55.0,18.3
2022-08-27,12,899.1,242.1,133.8,161.1,64.4,47.6,202.3,198.9,34.9,551.3,131.0,107.5,38.5,68.0,27.8,32.0,31.8,29.7,53.7,25.1,55.8,18.2
2022-08-27,13,896.4,240.8,143.3,164.3,67.2,47.4,211.7,199.9,39.3,554.4,132.9,105.7,36.9,49.7,46.8,32.2,30.8,21.5,52.6,13.9,60.4,18.3
2022-08-27,14,900.2,226.3,154.4,125.3,67.7,49.1,194.4,222.5,29.6,570.6,114.2,109.3,34.0,40.3,26.3,27.9,33.4,16.7,52.9,12.2,64.1,19.0
2022-08-27,15,952.9,229.0,165.0,155.9,60.0,50.0,197.3,213.6,42.5,583.0,106.4,112.8,37.2,42.7,24.8,43.4,23.9,29.3,53.5,13.7,70.4,20.2
2022-08-27,16,952.9,221.7,163.9,167.4,59.7,50.0,210.6,197.7,39.3,583.0,66.8,105.7,40.3,51.0,22.1,33.8,31.0,16.2,53.5,28.1,60.6,18.4
2022-08-27,17,920.9,238.7,165.5,117.8,65.4,52.3,214.6,236.8,35.7,565.7,41.7,111.4,39.5,42.9,34.7,34.0,26.7,16.8,53.2,25.7,60.8,17.4
2022-08-27,18,885.6,210.5,157.6,87.6,65.4,55.7,205.8,308.9,37.1,570.4,0.0,108.4,33.4,34.9,24.1,26.8,25.4,31.1,59.2,11.6,60.8,19.9
2022-08-27,19,868.8,203.6,141.5,64.2,57.9,60.4,211.6,294.4,31.4,549.8,0.0,106.6,35.5,47.4,40.4,29.6,34.2,18.4,67.5,14.3,55.9,19.9
2022-08-27,20,845.6,198.3,148.8,71.0,57.5,66.8,211.5,293.8,28.4,532.9,0.0,103.9,25.3,60.7,40.8,30.9,32.8,17.7,62.6,11.4,62.1,20.1
2022-08-27,21,840.2,199.2,149.4,65.3,69.1,66.0,200.2,289.6,33.1,524.5,0.0,103.9,31.0,64.2,46.4,31.9,38.0,36.8,51.0,14.3,54.8,19.2
2022-08-27,22,827.3,191.3,151.8,55.6,67.6,59.4,192.5,282.3,36.2,527.1,0.0,96.5,23.9,53.5,50.5,25.7,32.6,30.4,52.8,26.5,56.4,19.5
2022-08-27,23,810.2,175.6,141.9,63.8,67.3,57.3,192.5,314.9,25.5,492.8,0.0,93.1,37.8,37.0,37.0,28.3,22.6,15.8,51.3,13.2,49.5,20.0
