day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-14,0,990.3,255.3,177.3,71.0,56.2,75.4,193.4,317.7,39.4,577.6,0.0,103.0,35.6,43.5,39.2,25.0,26.8,15.9,61.4,15.8,57.2,17.4
2022-07-14,1,967.8,262.8,159.8,64.5,59.8,67.2,196.8,345.6,37.2,567.5,0.0,93.9,37.6,38.4,37.9,26.6,24.6,17.1,47.4,15.1,48.6,17.5
2022-07-14,2,985.3,265.8,139.2,58.8,54.4,58.5,190.6,316.4,32.3,559.8,0.0,86.3,36.4,32.7,59.6,31.6,17.8,17.8,46.5,15.5,46.0,17.6
2022-07-14,3,944.9,263.4,121.0,76.3,53.9,59.8,196.9,316.9,32.3,539.9,0.0,92.8,38.3,30.7,42.5,27.4,12.4,15.7,51.3,15.8,48.0,17.4
2022-07-14,4,941.7,252.6,117.5,70.9,55.5,58.3,191.9,315.8,32.5,537.0,0.0,82.8,35.9,24.8,42.5,25.6,12.9,15.6,46.9,13.1,36.2,17.4
2022-07-14,5,955.9,253.3,107.8,143.8,60.7,57.2,199.4,316.0,32.5,549.7,0.0,95.7,34.1,28.3,19.2,34.0,15.9,14.2,48.0,15.0,36.1,17.3
2022-07-14,6,956.3,270.0,121.7,175.2,60.7,68.3,188.9,333.6,63.9,529.7,0.0,90.2,34.7,16.5,22.2,35.9,36.4,14.9,47.0,18.6,46.2,19.6
2022-07-14,7,1021.9,283.7,114.9,198.3,68.2,86.4,212.0,291.5,73.8,575.2,13.9,99.6,38.8,32.5,47.4,36.1,35.0,32.1,48.7,18.6,50.5,23.1
2022-07-14,8,1154.3,358.5,129.3,225.4,90.5,80.0,213.4,258.6,98.7,626.7,47.3,135.5,49.6,37.1,47.4,48.0,39.3,37.7,64.2,27.9,76.6,27.6
2022-07-14,9,1186.3,424.8,154.0,229.3,85.7,77.6,226.9,294.6,106.8,660.4,69.4,147.9,52.7,45.9,38.7,43.9,45.6,34.8,68.4,28.1,85.0,23.9
2022-07-14,10,1205.3,466.8,142.2,229.5,86.9,70.8,214.3,313.8,119.4,680.3,49.1,156.4,59.4,33.9,25.4,56.5,35.4,32.4,68.1,38.6,95.6,23.9
2022-07-14,11,1260.7,515.0,127.0,247.5,83.8,61.4,226.6,285.6,120.3,692.7,101.5,150.5,65.8,43.4,26.9,42.2,43.7,39.0,66.2,22.7,87.9,26.8
2022-07-14,12,1247.8,444.8,150.8,225.6,71.7,62.9,227.6,245.4,105.6,688.4,119.0,147.0,54.6,38.0,53.7,54.2,34.6,18.7,66.6,20.5,90.9,26.3
2022-07-14,13,1256.1,439.8,156.5,214.1,79.5,63.3,234.1,263.5,106.3,705.6,114.4,150.0,58.8,36.8,31.7,45.2,37.0,37.8,56.6,37.0,89.1,22.1
2022-07-14,14,1282.3,460.0,147.5,235.0,80.3,64.6,215.5,276.2,104.9,719.7,92.6,155.8,52.8,42.0,25.9,46.3,38.2,32.8,70.5,33.0,99.9,26.1
2022-07-14,15,1277.5,440.2,160.0,233.5,72.3,68.0,246.4,344.4,99.0,722.0,79.9,152.1,52.8,33.6,22.0,56.1,29.5,34.1,70.7,29.7,95.5,29.8
2022-07-14,16,1243.4,413.1,156.0,220.9,71.5,68.8,230.9,340.3,96.0,701.4,36.4,149.5,50.1,35.0,31.0,53.7,34.3,34.7,60.8,26.6,85.1,21.2
2022-07-14,17,1213.4,399.9,152.3,250.0,69.1,78.6,230.0,271.3,96.6,692.8,32.9,149.6,48.8,42.0,28.9,50.9,28.3,39.4,66.6,32.5,86.2,33.4
2022-07-14,18,1169.1,322.0,162.1,232.3,68.9,89.0,220.0,345.3,49.4,671.5,7.6,130.4,43.7,41.3,30.3,52.3,33.1,36.1,61.8,16.5,76.7,19.3
2022-07-14,19,1080.2,297.0,162.1,141.8,63.3,94.2,212.4,318.1,36.9,638.4,0.0,126.7,41.7,45.6,43.7,49.4,40.9,26.3,60.9,23.0,72.3,19.3
2022-07-14,20,1059.8,272.8,176.4,104.9,61.4,98.1,195.5,318.1,33.0,621.0,0.0,116.0,41.1,54.2,60.4,47.8,35.1,22.5,49.7,16.3,67.5,18.6
2022-07-14,21,1029.8,283.2,167.0,76.7,62.0,83.5,216.6,339.7,35.3,594.9,0.0,127.5,41.2,38.2,37.4,32.0,30.2,18.5,58.8,16.3,66.8,18.1
2022-07-14,22,1003.8,268.3,167.2,52.0,59.1,86.0,191.3,338.7,37.7,585.9,0.0,116.8,42.7,37.4,61.5,23.5,45.8,37.8,58.6,26.0,70.1,17.6
2022-07-14,23,988.4,236.3,156.2,58.9,55.0,77.7,192.7,310.3,32.4,575.4,0.0,109.7,36.1,56.1,41.5,21.1,29.7,17.4,48.9,15.0,64.8,17.5
