day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-03,0,928.5,228.5,136.2,61.4,53.3,73.8,188.6,313.0,35.7,552.4,0.0,96.8,38.4,35.0,39.4,22.3,25.9,14.6,45.8,28.7,43.2,18.6
2022-07-03,1,945.9,226.1,126.0,60.9,60.2,63.1,194.8,342.1,26.1,554.8,0.0,89.0,25.4,35.3,64.0,21.1,14.7,29.6,45.4,14.3,46.5,18.7
2022-07-03,2,939.3,227.6,125.7,50.7,50.5,55.3,193.6,283.7,30.0,573.6,0.0,83.4,24.0,29.8,48.2,18.6,15.6,14.5,45.9,14.1,43.7,18.0
2022-07-03,3,933.2,211.9,108.8,57.0,50.2,53.7,199.0,306.2,38.1,554.5,0.0,81.5,23.8,33.8,38.8,30.8,13.4,14.4,45.1,14.4,37.7,27.4
2022-07-03,4,910.8,219.6,107.4,59.4,56.0,49.6,200.8,290.7,22.9,531.4,0.0,89.0,23.0,21.8,38.5,21.7,13.0,14.6,46.3,12.9,45.8,18.1
2022-07-03,5,918.3,219.5,107.4,62.2,56.0,47.4,186.7,329.6,29.8,531.8,0.0,78.5,23.2,31.1,22.0,18.6,13.8,13.9,45.6,14.1,35.2,18.4
2022-07-03,6,895.0,217.3,86.2,113.9,62.3,51.5,186.1,294.9,30.1,523.6,0.0,83.4,33.0,19.4,24.4,22.6,26.6,13.7,45.6,26.6,41.1,18.0
2022-07-03,7,962.7,234.6,85.5,124.0,64.5,59.0,193.0,253.7,35.0,550.3,16.3,81.8,23.7,33.1,47.4,23.9,33.2,14.1,46.2,14.0,38.0,18.3
2022-07-03,8,962.7,235.4,101.2,117.6,75.3,72.5,200.6,248.9,44.4,569.7,34.4,86.4,23.8,41.1,28.1,23.7,28.9,34.4,45.5,14.9,40.5,18.4
2022-07-03,9,939.2,249.0,95.9,149.5,72.9,94.6,199.8,178.0,44.9,567.0,61.3,97.0,39.6,37.1,31.5,24.3,28.2,14.6,45.7,19.7,40.6,17.7
2022-07-03,10,960.0,265.2,90.5,113.2,74.2,80.1,196.3,138.1,54.6,564.6,96.0,91.8,24.0,38.4,23.6,25.5,34.2,22.7,56.3,15.4,46.2,19.8
2022-07-03,11,996.5,272.6,111.3,109.8,68.3,87.7,197.9,208.0,52.0,602.5,103.1,102.3,26.2,39.6,53.8,24.1,28.6,14.0,46.4,15.9,52.4,18.4
2022-07-03,12,979.0,274.1,121.1,113.1,68.0,89.8,214.5,257.2,53.4,596.3,48.6,98.6,40.1,62.9,53.8,29.9,45.5,16.2,46.6,13.6,53.4,18.3
2022-07-03,13,1004.3,275.5,138.0,137.7,73.1,88.8,209.7,271.8,46.9,586.5,53.9,112.5,44.5,34.5,28.3,40.8,37.3,17.5,46.1,24.6,57.7,18.2
2022-07-03,14,1067.6,311.6,133.0,120.0,73.2,84.2,216.7,234.7,56.9,625.5,98.8,103.3,28.8,33.6,23.0,24.8,32.6,14.9,56.0,14.6,55.5,17.8
2022-07-03,15,1019.1,284.8,154.9,122.0,65.6,102.3,217.1,253.8,55.4,600.5,98.1,110.8,41.0,38.8,31.5,26.3,32.6,18.8,45.7,15.4,63.6,18.1
2022-07-03,16,1086.6,295.1,162.2,116.4,65.6,96.7,218.8,308.2,47.3,622.6,70.7,115.3,39.9,45.0,23.4,24.6,30.1,31.9,46.0,15.6,61.6,19.9
2022-07-03,17,1026.2,281.3,152.3,113.7,64.2,92.8,213.6,311.8,46.8,609.2,4.5,120.2,30.4,48.5,23.9,26.5,35.9,36.7,45.9,16.1,63.0,17.8
2022-07-03,18,991.8,260.3,152.7,108.2,63.0,114.5,222.2,302.3,35.3,586.1,0.0,113.6,38.6,48.5,45.0,38.8,32.1,23.9,48.9,14.6,59.9,18.5
2022-07-03,19,1016.5,256.4,139.6,69.8,57.7,111.9,222.2,308.9,37.5,599.9,0.0,107.6,36.2,37.7,42.6,21.3,39.3,28.2,46.3,15.0,54.8,18.4
2022-07-03,20,988.2,259.3,149.7,67.6,56.2,107.3,215.4,281.2,32.0,595.9,0.0,112.6,29.9,45.8,41.9,30.6,38.5,16.7,46.9,15.6,58.8,17.7
2022-07-03,21,986.1,272.2,169.9,65.7,75.4,112.0,211.2,342.0,38.7,609.3,0.0,117.6,33.4,39.2,50.4,23.9,28.0,16.3,54.3,15.2,58.6,18.1
2022-07-03,22,1018.8,267.7,165.8,50.5,68.5,113.5,222.2,317.2,38.2,596.9,0.0,103.4,36.4,38.9,41.2,23.6,43.2,16.0,48.4,15.0,59.2,18.6
2022-07-03,23,950.1,255.9,163.3,60.4,66.0,97.2,198.5,302.6,39.5,565.7,0.0,102.2,43.3,34.2,38.7,20.9,28.6,17.4,46.0,14.9,57.8,17.6
