day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-19,0,944.3,258.5,153.5,69.4,64.5,90.0,191.3,348.6,33.2,547.7,0.0,100.9,26.9,50.1,35.7,25.1,27.0,19.9,49.3,15.1,56.1,18.6
2022-07-19,1,953.7,262.6,134.2,70.3,66.3,65.3,197.2,334.5,29.2,529.9,0.0,94.5,25.5,35.0,42.7,21.7,29.0,15.8,48.8,15.0,49.2,18.4
2022-07-19,2,953.7,252.3,124.7,60.8,60.3,58.0,197.4,318.7,32.2,522.8,0.0,89.0,24.5,37.5,45.4,22.2,26.9,15.7,48.2,14.9,46.9,18.8
2022-07-19,3,931.8,233.8,114.8,64.7,63.2,51.7,184.1,314.1,27.8,536.3,0.0,89.5,24.2,35.6,38.1,24.1,16.0,17.1,49.1,14.6,45.7,18.5
2022-07-19,4,912.9,224.3,113.2,66.8,65.5,49.2,186.5,310.7,35.0,517.0,0.0,81.3,22.7,34.0,35.1,22.0,15.0,15.5,49.1,12.2,44.8,19.4
2022-07-19,5,925.7,215.5,123.0,143.8,64.4,48.7,188.1,334.2,32.1,515.1,0.0,81.1,27.4,20.6,18.6,30.9,21.7,14.8,48.3,15.8,44.5,18.4
2022-07-19,6,905.2,223.2,113.1,175.5,65.4,53.8,182.2,334.2,29.7,525.5,0.0,84.9,25.3,18.7,21.8,35.2,26.5,15.2,48.1,15.0,40.3,23.4
2022-07-19,7,916.3,244.3,117.6,181.6,66.1,67.9,198.7,311.5,33.8,549.8,6.9,90.8,39.3,23.3,36.6,34.0,31.6,33.4,49.1,19.4,46.7,20.5
2022-07-19,8,1097.7,298.9,124.8,222.2,93.1,74.2,204.9,280.4,58.4,587.5,41.8,115.3,45.1,37.2,55.1,42.0,45.6,33.2,61.6,26.8,63.6,37.8
2022-07-19,9,1179.2,375.9,119.3,233.9,82.5,71.2,210.1,269.5,89.9,673.4,61.5,129.7,55.1,44.6,29.4,49.5,33.5,33.1,69.1,28.4,79.8,21.4
2022-07-19,10,1197.8,392.8,128.8,226.7,85.6,65.8,205.7,288.3,97.6,681.8,81.1,142.6,55.3,37.5,21.9,51.7,31.0,39.3,70.5,29.8,86.1,26.5
2022-07-19,11,1232.5,382.3,126.4,241.0,82.3,57.4,212.8,303.3,98.1,681.8,93.1,143.0,57.1,37.2,24.1,51.9,35.3,34.0,65.5,35.0,83.6,20.1
2022-07-19,12,1209.0,382.7,142.5,238.9,82.4,65.4,208.6,272.4,78.1,671.0,103.4,148.8,48.1,50.5,36.7,48.9,34.1,26.2,66.1,25.1,82.3,22.2
2022-07-19,13,1239.2,377.5,150.0,235.5,82.4,63.8,213.6,200.5,85.7,676.3,98.1,147.4,57.2,37.0,27.6,49.8,57.0,39.0,69.9,35.3,89.7,22.3
2022-07-19,14,1256.4,439.8,144.0,212.7,91.7,61.5,218.7,299.2,84.2,699.5,92.1,156.8,62.4,36.0,26.2,49.3,33.4,39.5,67.8,32.1,100.4,20.7
2022-07-19,15,1254.3,443.5,151.4,217.1,83.3,68.8,219.6,286.6,92.3,699.3,75.5,152.3,55.2,43.6,22.9,46.7,40.9,33.5,68.2,34.4,93.1,20.7
2022-07-19,16,1259.7,393.4,143.8,195.6,82.4,71.8,210.1,305.5,87.3,706.0,56.0,146.5,57.0,42.0,35.7,43.2,36.2,38.5,61.3,33.2,91.3,20.2
2022-07-19,17,1256.4,363.0,154.0,211.8,77.2,68.7,216.4,333.4,78.8,704.8,31.9,139.7,66.4,48.4,29.4,51.3,37.2,33.9,59.9,32.6,85.9,19.2
2022-07-19,18,1150.8,333.5,146.5,196.1,77.2,78.4,214.6,335.4,58.2,650.7,0.0,135.8,57.6,49.6,37.5,43.2,27.2,37.0,53.2,18.4,82.8,22.1
2022-07-19,19,1101.1,314.6,147.4,118.7,66.6,86.6,200.5,339.5,41.8,631.5,0.0,122.2,47.3,46.6,37.6,40.2,45.1,35.7,63.3,26.0,74.0,19.0
2022-07-19,20,1064.2,305.5,136.0,92.1,64.6,84.3,196.0,322.8,45.5,618.1,0.0,128.5,46.5,67.9,54.4,45.4,34.5,34.2,58.7,16.2,71.1,18.7
2022-07-19,21,1031.4,291.0,158.3,86.3,70.8,81.0,191.4,353.1,41.0,614.7,0.0,122.1,48.0,46.9,36.5,45.0,35.8,32.9,62.0,29.5,79.1,18.3
2022-07-19,22,1002.7,284.7,154.1,60.8,67.2,77.7,187.0,316.2,46.7,575.1,0.0,113.7,47.6,49.6,53.2,27.4,35.3,36.8,60.7,17.4,68.1,17.9
2022-07-19,23,956.9,262.4,149.6,72.7,64.3,67.7,186.3,316.6,37.9,548.6,0.0,109.3,36.5,42.5,39.0,41.3,42.8,32.8,63.7,24.6,59.5,17.9
