day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-08-10,0,1065.6,303.4,157.0,71.7,71.3,98.8,205.6,332.6,47.8,595.8,0.0,97.9,29.6,33.0,39.1,32.4,26.4,17.1,50.5,15.8,54.9,16.8
2022-08-10,1,1059.9,300.0,145.4,67.4,75.2,76.9,203.9,311.1,41.5,601.9,0.0,103.1,36.9,45.3,37.9,22.0,25.5,29.5,48.9,16.5,39.7,18.0
2022-08-10,2,1021.1,306.5,146.4,62.6,69.3,66.9,217.3,313.8,38.1,611.1,0.0,97.0,25.6,35.6,39.0,23.2,16.5,16.3,50.6,14.1,43.7,18.3
2022-08-10,3,1010.5,313.8,125.0,67.5,74.8,67.2,208.3,312.0,41.0,573.5,0.0,88.7,26.2,24.7,36.6,23.8,22.6,16.2,50.2,15.5,40.6,18.1
2022-08-10,4,984.6,292.0,128.3,66.8,80.6,62.7,204.5,313.8,39.0,564.8,0.0,90.7,24.3,23.8,35.7,23.1,25.8,16.6,62.2,14.0,42.4,17.8
2022-08-10,5,993.5,291.1,126.9,128.4,81.4,58.3,210.2,332.0,35.7,593.5,0.0,87.3,25.6,24.7,35.2,29.7,25.0,15.5,48.7,15.5,40.7,17.8
2022-08-10,6,1010.1,294.8,126.8,194.2,79.6,61.6,208.5,335.9,50.0,584.5,0.0,89.8,34.7,18.8,23.8,39.8,26.0,15.9,48.4,26.9,40.4,20.0
2022-08-10,7,1050.7,323.3,121.0,187.8,74.1,89.2,250.8,300.4,51.6,597.7,0.0,100.3,40.7,35.4,28.9,37.2,34.8,33.0,50.1,20.2,51.3,28.1
2022-08-10,8,1202.4,365.0,129.6,222.0,91.8,85.9,252.9,288.9,79.9,669.7,0.0,125.3,47.3,36.7,27.2,31.5,35.4,28.4,55.8,32.2,62.9,22.9
2022-08-10,9,1241.2,423.9,139.8,234.9,82.1,84.8,259.9,303.4,95.8,698.4,6.6,139.4,51.7,37.6,46.3,50.9,28.8,37.0,70.9,34.2,72.4,29.2
2022-08-10,10,1256.8,429.8,142.8,252.6,82.1,87.4,266.7,297.7,102.0,704.5,25.3,144.4,57.0,40.8,26.6,41.1,36.8,36.6,58.7,34.4,80.0,24.0
2022-08-10,11,1269.9,440.5,145.0,236.8,76.3,86.5,274.1,330.4,115.3,708.6,51.2,156.1,58.0,37.7,25.4,47.9,29.3,34.1,63.2,34.4,88.5,24.1
2022-08-10,12,1270.4,429.2,149.4,248.3,81.2,96.5,260.1,265.8,93.5,711.2,52.3,147.9,68.4,51.9,25.7,50.0,35.1,36.3,73.0,31.5,79.9,27.5
2022-08-10,13,1311.8,432.5,157.0,221.8,87.4,96.1,261.3,318.9,112.2,733.5,5.4,151.2,58.9,40.7,31.8,42.3,37.3,36.3,71.7,34.0,95.1,22.3
2022-08-10,14,1296.5,440.7,158.7,214.2,91.0,83.6,279.3,314.1,100.2,715.8,2.7,161.7,58.9,32.8,24.4,50.3,26.8,41.9,72.7,31.6,93.4,20.5
2022-08-10,15,1322.3,447.2,153.1,214.6,83.3,80.9,286.4,349.5,106.7,744.1,1.7,160.2,59.2,37.4,25.6,51.7,26.9,36.1,63.2,33.8,85.8,21.2
2022-08-10,16,1281.8,479.1,144.9,213.3,86.7,84.7,252.3,361.9,90.7,719.3,0.0,167.0,53.8,39.1,27.3,43.8,29.2,21.7,70.4,29.3,96.0,28.0
2022-08-10,17,1266.6,473.7,163.6,212.9,87.0,93.7,250.3,341.7,81.4,692.0,0.0,151.0,53.8,36.3,35.3,52.3,27.6,34.3,69.5,30.8,84.1,20.4
2022-08-10,18,1230.0,372.4,158.7,223.9,89.3,114.5,215.9,359.2,70.2,685.0,0.0,146.8,48.0,46.9,34.7,51.7,42.3,26.5,63.6,19.7,92.5,26.6
2022-08-10,19,1124.7,366.9,165.3,130.7,77.3,107.7,209.6,356.4,53.3,676.1,0.0,131.6,45.7,50.0,39.7,43.3,38.8,31.8,59.1,18.9,74.0,17.9
2022-08-10,20,1119.6,347.0,170.1,83.3,71.6,106.3,194.5,371.7,50.7,667.0,0.0,127.5,48.4,49.0,36.0,48.1,27.1,31.7,62.6,15.4,74.0,19.9
2022-08-10,21,1121.6,328.2,169.2,88.8,73.6,110.5,194.9,381.1,50.9,654.2,0.0,133.7,46.3,49.5,39.5,40.1,28.6,18.2,60.1,15.6,70.1,24.7
2022-08-10,22,1074.5,338.8,165.0,62.6,70.9,110.7,196.3,328.2,43.8,623.4,0.0,121.4,43.2,37.1,56.6,27.5,39.0,18.4,60.1,18.4,65.9,18.1
2022-08-10,23,1082.4,323.3,159.8,62.1,66.4,98.9,198.0,323.2,42.0,610.5,0.0,118.9,44.6,34.9,49.8,23.4,36.0,18.3,61.5,17.0,67.8,16.7
