day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-07-08,0,994.2,289.4,177.1,67.9,61.2,83.0,199.6,321.1,42.5,551.1,0.0,104.4,33.3,43.1,35.6,24.9,29.2,16.2,47.0,15.4,56.1,17.4
2022-07-08,1,958.8,287.7,170.9,68.2,61.0,74.9,193.2,314.4,34.8,532.2,0.0,98.2,29.5,35.1,44.4,26.3,26.4,15.2,46.8,14.7,44.4,17.3
2022-07-08,2,958.8,262.8,143.9,56.8,55.6,63.5,191.4,310.2,39.1,545.7,0.0,93.2,29.6,29.9,44.2,24.8,25.4,15.3,47.4,14.7,49.4,17.3
2022-07-08,3,931.3,261.0,119.6,65.5,55.5,59.0,194.5,318.1,42.4,524.4,0.0,91.2,28.4,32.2,61.7,27.3,13.9,15.1,46.5,14.7,46.5,17.8
2022-07-08,4,938.7,250.2,113.9,70.2,55.2,56.7,186.6,318.1,31.4,558.5,0.0,89.7,38.2,35.4,35.0,27.0,25.5,15.2,47.2,14.1,40.7,17.6
2022-07-08,5,926.8,254.4,116.7,170.7,64.0,59.2,194.4,336.6,31.6,522.1,0.0,91.3,35.9,22.3,18.4,39.9,19.1,13.9,45.8,14.4,43.4,17.0
2022-07-08,6,964.6,267.3,126.5,190.7,68.3,70.6,185.9,313.1,41.5,538.8,0.0,92.0,37.4,38.1,22.5,51.1,27.0,14.4,46.3,18.6,44.6,19.7
2022-07-08,7,982.6,306.4,120.0,207.9,70.7,90.7,190.8,298.0,72.9,547.7,0.0,98.0,37.7,28.1,34.4,52.8,33.8,17.7,47.3,19.0,56.3,21.1
2022-07-08,8,1107.4,354.1,132.8,209.5,96.7,85.4,198.1,282.4,109.6,606.0,7.1,122.9,60.9,41.4,36.7,47.6,35.5,45.7,58.8,35.0,70.6,27.3
2022-07-08,9,1203.9,427.5,129.5,267.9,78.4,74.2,214.5,302.6,112.4,643.6,0.0,147.5,50.1,44.8,25.6,38.9,37.3,35.9,67.9,30.0,84.9,20.9
2022-07-08,10,1247.0,417.1,109.0,228.7,78.8,65.3,237.0,327.5,113.6,701.0,3.8,152.4,52.6,37.5,49.3,39.0,38.3,41.1,62.7,32.9,89.2,21.2
2022-07-08,11,1186.8,418.1,115.7,236.8,71.3,71.9,223.5,376.0,116.6,660.4,0.0,149.3,66.6,41.2,22.8,53.2,26.3,23.5,69.0,34.2,94.7,21.4
2022-07-08,12,1169.3,402.1,135.2,231.7,84.1,78.0,224.2,313.0,111.5,635.0,0.0,150.5,49.4,37.3,32.0,45.2,35.2,34.6,55.2,30.8,84.8,21.5
2022-07-08,13,1198.4,450.5,128.3,203.4,84.6,70.7,221.1,333.5,95.9,653.4,0.0,152.2,55.4,43.7,29.6,36.5,34.3,36.9,66.7,29.3,93.8,31.4
2022-07-08,14,1190.8,435.3,131.2,213.6,76.2,65.8,211.0,340.8,97.2,652.9,86.7,152.2,56.5,31.6,36.8,52.4,38.1,37.4,64.0,36.7,95.9,27.7
2022-07-08,15,1238.5,447.6,146.9,224.2,64.1,79.6,211.1,254.4,107.1,674.8,76.4,149.6,62.1,45.2,23.1,50.6,38.1,22.3,67.8,35.4,89.2,24.6
2022-07-08,16,1204.8,438.7,141.2,216.2,76.7,82.7,217.4,284.3,92.3,693.3,61.7,148.8,49.9,42.2,23.7,52.0,40.5,21.1,58.2,20.2,85.4,21.2
2022-07-08,17,1192.4,378.9,137.7,198.5,81.4,81.1,208.9,296.6,78.1,680.3,35.5,139.3,50.5,41.8,30.0,52.8,38.5,33.5,58.8,26.0,84.2,22.7
2022-07-08,18,1085.9,338.8,160.5,230.4,74.6,106.1,214.0,327.9,65.8,636.1,8.4,133.9,49.6,39.8,24.7,52.6,44.7,33.5,50.3,28.8,74.7,24.0
2022-07-08,19,1041.1,289.3,144.2,139.9,61.7,104.5,200.4,333.3,45.9,619.3,0.0,125.2,33.9,41.4,39.3,34.3,40.0,33.4,62.0,18.9,81.3,24.9
2022-07-08,20,987.6,282.3,143.6,83.8,60.8,105.1,194.1,345.4,47.3,580.4,0.0,127.5,44.2,47.6,69.9,35.3,33.3,20.6,62.5,21.5,64.5,18.9
2022-07-08,21,982.2,270.7,146.1,83.4,65.5,96.8,198.8,325.1,35.7,573.3,0.0,112.0,45.1,35.8,36.5,35.9,28.2,37.4,48.8,16.0,65.5,18.4
2022-07-08,22,936.9,248.4,169.3,59.4,57.3,85.7,185.1,321.3,32.9,536.4,0.0,113.0,41.0,37.4,36.0,22.1,32.2,19.8,48.2,16.0,65.0,18.6
2022-07-08,23,941.7,244.9,159.8,61.0,53.9,74.4,199.5,323.7,31.2,524.2,0.0,108.9,53.0,44.4,45.0,24.4,28.0,18.5,59.6,28.0,59.8,19.1
