day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-08-08,0,1071.7,309.6,157.0,66.6,81.3,91.5,207.4,331.9,46.0,627.4,0.0,95.8,36.6,33.3,57.9,23.5,27.7,19.2,47.9,13.6,50.9,17.8
2022-08-08,1,1009.0,309.6,142.5,64.3,81.3,77.0,212.5,355.5,49.0,610.6,0.0,93.8,40.5,23.2,53.3,37.6,26.5,19.4,48.3,18.5,45.9,17.8
2022-08-08,2,1019.7,298.1,143.6,57.7,73.8,65.1,202.9,338.5,52.2,583.8,0.0,90.7,38.4,37.0,38.8,22.9,24.5,33.9,58.8,14.1,43.8,17.8
2022-08-08,3,990.4,300.1,126.7,61.5,74.6,60.8,201.0,337.3,56.5,582.8,0.0,79.8,27.6,32.6,36.5,27.7,16.3,18.7,47.8,15.3,44.4,17.8
2022-08-08,4,960.0,300.4,117.2,63.9,75.8,55.7,202.5,330.2,45.2,576.4,0.0,80.7,25.0,30.3,34.8,25.2,14.1,18.6,47.7,13.3,35.4,17.9
2022-08-08,5,993.3,309.4,115.4,155.6,80.8,54.0,200.0,325.9,51.8,577.1,0.0,88.6,26.7,22.4,37.4,27.8,24.8,18.6,47.5,16.2,43.5,17.7
2022-08-08,6,999.8,297.9,120.3,177.9,70.4,67.7,206.4,350.9,53.9,587.8,0.0,86.6,31.3,18.4,33.2,33.7,27.2,17.8,47.6,17.2,41.7,27.1
2022-08-08,7,997.1,310.2,131.1,202.4,68.7,76.9,227.5,345.1,63.5,581.8,0.5,96.3,41.3,33.4,22.5,34.3,36.7,19.1,49.8,20.4,50.1,20.0
2022-08-08,8,1151.9,368.4,124.1,234.5,94.6,107.8,270.6,302.8,89.9,654.5,4.8,124.6,53.2,40.4,32.3,47.0,34.5,35.4,64.0,34.9,61.8,22.7
2022-08-08,9,1254.0,419.0,148.9,262.8,84.9,90.7,267.6,270.2,112.8,697.6,33.2,151.9,68.3,35.8,28.8,36.7,35.4,36.3,68.9,26.8,78.1,28.9
2022-08-08,10,1299.9,451.0,149.0,262.8,82.8,78.9,272.6,282.3,110.5,734.7,77.4,145.4,53.0,37.0,32.3,42.1,35.4,35.9,69.6,32.1,89.4,22.0
2022-08-08,11,1270.9,464.3,151.6,248.5,81.2,91.6,264.6,292.2,111.8,717.2,72.1,152.9,57.4,43.3,24.5,46.6,41.8,32.6,70.7,33.7,82.4,20.8
2022-08-08,12,1252.8,451.0,157.5,250.4,81.7,94.7,253.5,268.6,110.9,708.0,41.0,145.4,64.5,56.2,35.3,43.3,43.1,39.0,60.2,30.3,80.4,28.9
2022-08-08,13,1343.7,454.5,153.8,235.9,83.4,96.1,269.0,270.7,125.5,726.2,58.3,144.1,56.0,38.6,29.4,44.8,33.8,33.2,70.3,27.5,85.6,28.3
2022-08-08,14,1351.2,468.9,162.6,219.5,87.2,89.4,275.0,283.0,130.6,738.4,51.4,155.3,63.3,40.4,45.7,53.9,37.2,33.6,69.8,37.5,95.8,29.9
2022-08-08,15,1295.3,465.7,165.7,218.9,81.3,94.0,289.6,324.3,120.6,741.9,7.1,150.5,53.5,39.8,24.8,56.8,29.1,31.8,65.9,23.6,93.7,25.4
2022-08-08,16,1303.6,442.1,147.6,200.9,80.4,89.0,289.9,332.8,113.6,717.3,1.3,153.0,61.0,36.9,24.4,42.8,39.1,34.5,70.6,22.5,88.3,21.4
2022-08-08,17,1286.0,408.2,149.9,237.0,80.2,95.0,272.7,341.6,97.6,691.5,1.0,146.6,49.1,44.5,30.6,49.2,38.6,32.7,68.9,23.1,85.1,21.3
2022-08-08,18,1166.8,356.5,162.8,224.2,81.9,111.6,259.3,311.8,73.5,666.7,0.0,131.7,49.1,58.0,32.4,55.8,28.4,30.7,62.7,26.1,76.6,26.5
2022-08-08,19,1130.6,330.4,166.6,166.9,74.3,111.3,240.8,322.8,53.2,658.2,0.0,125.5,52.9,48.4,39.3,46.6,45.9,18.4,65.5,31.5,75.9,20.1
2022-08-08,20,1121.5,340.1,169.3,98.7,73.0,122.8,219.7,311.3,47.5,655.9,0.0,123.7,44.4,42.6,41.0,37.5,35.0,32.9,62.2,14.4,70.9,19.6
2022-08-08,21,1066.7,317.9,170.0,93.6,79.4,121.0,222.2,318.5,46.8,652.6,0.0,127.4,44.8,47.1,41.5,31.7,38.8,32.9,62.7,16.9,75.8,19.2
2022-08-08,22,1078.5,318.3,163.4,69.8,73.7,118.7,220.4,343.8,42.4,629.3,0.0,127.4,44.5,32.9,38.1,26.5,41.5,19.5,56.0,28.8,74.2,17.8
2022-08-08,23,1043.7,337.3,149.9,76.5,70.2,108.3,218.4,317.2,41.8,608.7,0.0,114.8,27.6,31.3,41.9,42.2,17.6,17.1,50.5,15.4,65.3,18.1
