day,time,신재생에너지동,대학B동,대학기숙사A동,제2학생회관,학사P/P,교원아파트,대학C동,중앙연구기기센터,대학A동,다산빌딩,산학협력연구동,신재생에너지동(E),대학B동(E),대학기숙사A동(E),학사P/P(E),제2학생회관(E),교원아파트(E),대학C동(E),중앙연구기기센터(E),대학A동(E),다산빌딩(E),산학협력연구동(E)
2022-08-21,0,960.2,260.0,139.6,57.9,65.1,65.3,196.6,308.5,34.6,556.3,0.0,90.0,25.3,51.5,36.7,24.3,26.1,16.8,48.8,13.9,41.8,17.9
2022-08-21,1,931.2,271.3,131.6,60.8,73.0,63.1,195.1,312.7,36.1,559.8,0.0,89.5,30.7,34.7,36.5,32.9,14.6,25.1,48.0,15.8,46.7,17.8
2022-08-21,2,950.7,248.8,126.2,64.1,70.3,53.5,204.6,341.5,38.5,573.3,0.0,94.0,25.1,39.1,52.3,23.2,19.8,16.4,47.3,13.6,46.3,18.0
2022-08-21,3,946.0,235.4,116.8,63.3,65.7,51.5,201.4,328.9,34.2,528.3,0.0,92.3,25.6,33.5,39.8,23.2,17.1,16.2,47.1,15.8,44.4,17.8
2022-08-21,4,900.6,244.0,118.7,61.1,66.2,47.8,196.4,306.0,31.0,527.2,0.0,80.9,24.3,27.3,38.6,22.0,14.2,16.4,47.6,12.9,34.1,18.1
2022-08-21,5,923.4,238.2,118.7,60.1,70.6,45.6,193.8,303.1,29.2,543.0,0.0,86.9,25.3,22.4,37.6,21.2,15.9,15.2,47.7,15.4,40.6,17.9
2022-08-21,6,902.7,242.3,105.0,120.2,66.0,46.5,194.2,304.8,30.7,533.2,0.0,79.6,23.0,21.3,22.7,24.0,25.6,15.3,47.7,13.0,32.9,18.5
2022-08-21,7,914.1,247.3,103.5,109.8,75.7,51.9,193.8,306.2,32.6,544.7,7.1,91.4,26.9,28.8,22.3,23.0,32.2,15.3,48.2,15.7,37.3,18.3
2022-08-21,8,966.4,255.2,116.8,102.9,81.6,63.4,203.1,267.6,35.5,575.3,43.8,90.0,25.0,45.5,28.7,27.4,24.0,16.1,48.2,14.0,43.8,18.9
2022-08-21,9,979.5,261.5,108.0,137.5,95.0,69.2,202.9,207.5,39.9,586.2,70.8,96.2,24.4,21.5,24.5,29.9,35.5,15.2,49.5,15.5,47.6,18.3
2022-08-21,10,993.5,268.5,128.7,148.0,82.1,72.7,198.4,219.5,39.2,621.7,105.9,100.4,24.4,34.0,20.8,23.4,32.5,30.8,49.3,14.3,50.4,18.2
2022-08-21,11,1014.1,278.1,136.9,115.7,80.3,82.3,198.9,235.1,49.1,606.1,103.6,108.2,32.5,35.3,22.8,28.9,27.9,16.7,49.4,19.7,53.3,18.1
2022-08-21,12,999.6,305.6,145.2,123.8,77.8,83.3,207.5,244.8,46.6,607.3,102.2,119.0,41.0,41.0,29.2,29.3,31.0,17.4,49.9,14.5,58.8,18.3
2022-08-21,13,1034.3,309.0,163.2,125.1,77.0,81.5,200.9,231.8,47.3,608.5,113.7,111.5,29.7,41.2,27.4,25.8,28.8,18.8,63.2,16.9,61.8,17.9
2022-08-21,14,1031.0,315.4,165.7,150.2,82.7,85.0,199.6,247.0,50.2,604.6,100.9,116.0,34.2,36.9,24.7,29.4,30.9,31.3,49.3,15.7,58.3,17.2
2022-08-21,15,1050.9,324.6,182.7,150.2,75.1,79.9,206.1,251.7,43.5,642.4,82.3,120.6,41.2,45.8,24.7,41.1,26.8,31.4,50.3,16.9,67.8,18.2
2022-08-21,16,1056.8,317.3,184.6,137.9,75.8,90.0,206.5,216.4,44.1,652.9,59.5,115.2,37.3,35.9,25.0,39.8,30.7,16.9,50.2,15.5,65.9,18.6
2022-08-21,17,1057.4,321.9,173.9,111.4,76.5,91.7,206.5,263.3,41.2,634.3,18.2,119.3,41.1,42.6,23.3,37.5,26.6,17.6,49.6,28.2,61.0,18.2
2022-08-21,18,1036.6,300.3,179.3,110.5,81.4,93.9,209.5,328.7,41.7,627.3,3.0,118.5,45.5,50.8,36.7,38.3,30.5,31.5,49.4,19.0,63.6,24.1
2022-08-21,19,1033.2,301.6,176.4,77.8,74.4,92.0,205.6,316.1,41.3,606.8,0.0,111.3,35.8,38.8,38.2,22.1,36.9,27.5,49.6,28.0,58.1,18.3
2022-08-21,20,989.2,296.8,177.9,69.2,73.8,98.8,203.2,312.1,32.4,611.6,0.0,113.4,36.5,40.3,41.7,22.5,30.9,19.9,49.4,13.7,58.0,18.8
2022-08-21,21,995.3,302.4,166.6,77.4,79.5,98.5,202.5,313.2,40.5,610.3,0.0,113.8,44.3,36.3,41.6,23.6,29.2,31.3,49.6,17.3,58.8,18.7
2022-08-21,22,992.6,286.0,166.9,62.1,75.1,91.1,202.5,315.1,34.0,585.8,0.0,97.7,41.1,48.2,38.6,23.1,33.8,16.9,49.0,27.1,47.0,19.0
2022-08-21,23,964.5,279.6,163.3,75.8,73.0,89.3,203.5,329.2,32.8,598.3,0.0,103.7,37.7,39.4,38.1,30.5,25.3,17.1,47.5,16.1,51.0,19.0
