day,time,SV-2,SV-5,SV-6,HV-M1,HV-M2,HV-NM,HV-EM,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-08,0,3681.0,2315.0,1401.0,2314.0,1402.0,1921.0,426.0,208.0,423.0,433.0,529.0,129.0,281.0,22.0,51.0,0.0,0.0,382.0,58.0,826.0,35.0,121.0,108.0,7.0,42.0,87.0,60.0
2022-07-08,1,3634.0,2261.0,1401.0,2269.0,1402.0,1876.0,408.0,163.0,410.0,421.0,484.0,130.0,275.0,22.0,51.0,0.0,0.0,358.0,60.0,832.0,29.0,121.0,107.0,7.0,38.0,82.0,56.0
2022-07-08,2,3410.0,2212.0,1308.0,2232.0,1306.0,1826.0,396.0,138.0,403.0,420.0,468.0,126.0,273.0,23.0,51.0,0.0,0.0,313.0,47.0,790.0,29.0,115.0,100.0,15.0,37.0,84.0,55.0
2022-07-08,3,3458.0,2173.0,1348.0,2188.0,1330.0,1803.0,390.0,141.0,398.0,421.0,466.0,125.0,264.0,12.0,51.0,0.0,0.0,283.0,42.0,835.0,34.0,113.0,103.0,3.0,37.0,65.0,55.0
2022-07-08,4,3482.0,2196.0,1327.0,2200.0,1333.0,1821.0,396.0,159.0,396.0,412.0,515.0,118.0,284.0,22.0,51.0,0.0,0.0,271.0,40.0,820.0,33.0,112.0,99.0,3.0,40.0,63.0,54.0
2022-07-08,5,3358.0,2146.0,1231.0,2145.0,1228.0,1769.0,402.0,109.0,403.0,412.0,476.0,124.0,257.0,17.0,51.0,0.0,0.0,254.0,39.0,789.0,35.0,117.0,105.0,14.0,37.0,72.0,58.0
2022-07-08,6,3404.0,2231.0,1246.0,2237.0,1253.0,1805.0,434.0,107.0,382.0,417.0,508.0,134.0,265.0,33.0,52.0,0.0,0.0,264.0,42.0,784.0,35.0,114.0,115.0,15.0,38.0,85.0,70.0
2022-07-08,7,3583.0,2342.0,1294.0,2348.0,1295.0,1886.0,512.0,109.0,387.0,429.0,569.0,134.0,289.0,35.0,61.0,0.0,0.0,326.0,51.0,826.0,40.0,120.0,131.0,16.0,69.0,121.0,96.0
2022-07-08,8,4682.0,2924.0,1812.0,2925.0,1810.0,2290.0,641.0,191.0,430.0,474.0,642.0,196.0,343.0,36.0,67.0,210.0,140.0,361.0,69.0,885.0,42.0,134.0,171.0,16.0,80.0,150.0,100.0
2022-07-08,9,4949.0,3079.0,1949.0,3091.0,1950.0,2432.0,677.0,175.0,455.0,514.0,676.0,237.0,337.0,47.0,80.0,210.0,139.0,383.0,68.0,1022.0,52.0,140.0,190.0,19.0,91.0,160.0,113.0
2022-07-08,10,4970.0,3151.0,1897.0,3152.0,1913.0,2431.0,724.0,176.0,503.0,546.0,673.0,235.0,352.0,58.0,85.0,210.0,139.0,347.0,67.0,1000.0,48.0,150.0,195.0,21.0,76.0,178.0,114.0
2022-07-08,11,5120.0,3183.0,2042.0,3182.0,2036.0,2471.0,723.0,185.0,510.0,522.0,676.0,232.0,361.0,52.0,80.0,210.0,139.0,351.0,68.0,1056.0,49.0,151.0,195.0,21.0,83.0,219.0,113.0
2022-07-08,12,4920.0,2980.0,2017.0,2992.0,2019.0,2317.0,722.0,118.0,491.0,504.0,641.0,214.0,340.0,34.0,82.0,210.0,139.0,340.0,67.0,1046.0,46.0,142.0,168.0,20.0,88.0,199.0,105.0
2022-07-08,13,4957.0,3038.0,1982.0,3017.0,1974.0,2375.0,673.0,188.0,504.0,511.0,602.0,219.0,349.0,53.0,77.0,210.0,139.0,323.0,54.0,1064.0,48.0,142.0,179.0,20.0,86.0,164.0,107.0
2022-07-08,14,4928.0,3057.0,1925.0,3069.0,1933.0,2441.0,647.0,176.0,518.0,510.0,646.0,229.0,363.0,40.0,77.0,210.0,138.0,269.0,55.0,1105.0,47.0,143.0,177.0,21.0,88.0,131.0,106.0
2022-07-08,15,4876.0,3017.0,1972.0,3032.0,1945.0,2412.0,669.0,138.0,520.0,531.0,631.0,229.0,363.0,59.0,78.0,210.0,138.0,279.0,64.0,1130.0,48.0,146.0,181.0,19.0,90.0,148.0,98.0
2022-07-08,16,4850.0,2998.0,1947.0,3004.0,1951.0,2329.0,677.0,131.0,511.0,541.0,580.0,205.0,336.0,40.0,76.0,210.0,138.0,294.0,57.0,1091.0,48.0,142.0,170.0,21.0,88.0,168.0,98.0
2022-07-08,17,4460.0,2771.0,1735.0,2774.0,1790.0,2169.0,622.0,100.0,488.0,507.0,589.0,188.0,322.0,44.0,72.0,210.0,0.0,347.0,54.0,1037.0,43.0,134.0,156.0,18.0,67.0,163.0,99.0
2022-07-08,18,4086.0,2616.0,1520.0,2621.0,1541.0,2053.0,594.0,141.0,471.0,456.0,517.0,173.0,326.0,33.0,56.0,0.0,0.0,352.0,90.0,1018.0,45.0,135.0,137.0,18.0,69.0,153.0,89.0
2022-07-08,19,3874.0,2462.0,1516.0,2469.0,1512.0,2003.0,478.0,189.0,439.0,433.0,526.0,145.0,324.0,29.0,52.0,0.0,0.0,321.0,65.0,988.0,38.0,135.0,119.0,14.0,68.0,95.0,88.0
