day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-08-18,0,157.3,409.8,412.1,422.1,108.3,233.5,20.5,50.1,0.0,0.0,328.6,67.7,765.5,38.1,131.5,95.1,17.9,36.7,81.7,59.3
2022-08-18,1,139.1,400.2,408.7,409.8,109.2,229.5,30.0,49.7,0.0,0.0,311.9,52.8,789.4,32.1,128.7,95.3,17.9,36.2,75.2,66.4
2022-08-18,2,131.5,399.9,405.5,461.0,110.0,235.9,26.7,49.7,0.0,0.0,288.7,48.8,830.7,37.3,127.7,95.6,7.3,34.8,73.4,57.5
2022-08-18,3,132.0,400.9,401.8,465.8,103.7,223.5,28.1,50.7,0.0,0.0,284.3,42.1,798.4,37.3,127.0,93.6,7.7,36.4,65.7,59.5
2022-08-18,4,147.5,398.6,376.7,416.5,98.2,185.8,32.1,49.7,0.0,0.0,265.8,36.9,811.8,34.3,135.1,91.6,6.7,36.0,62.8,58.4
2022-08-18,5,133.9,392.5,366.6,406.6,99.0,180.3,25.8,49.6,0.0,0.0,254.8,37.4,793.4,29.3,125.3,97.7,6.2,35.9,63.1,58.4
2022-08-18,6,105.4,392.1,370.7,426.9,104.1,202.5,27.3,50.9,0.0,0.0,255.0,40.2,734.9,29.0,127.0,111.6,16.8,43.5,86.5,63.7
2022-08-18,7,102.7,392.3,377.5,499.0,116.8,249.0,53.7,52.0,223.8,139.4,308.1,43.3,788.2,34.5,132.0,131.0,7.2,57.2,112.8,62.8
2022-08-18,8,163.6,430.2,420.1,549.8,165.0,298.4,37.8,76.0,210.7,138.9,315.2,59.8,824.7,38.3,135.6,173.7,8.6,67.8,138.2,90.1
2022-08-18,9,153.7,478.8,473.4,553.4,192.8,324.3,60.6,70.3,210.4,138.2,356.9,66.9,994.1,53.7,158.4,172.2,22.0,77.7,158.8,104.2
2022-08-18,10,145.3,493.2,499.8,576.4,227.8,323.0,55.4,70.2,210.4,138.1,329.2,72.6,990.9,52.3,153.0,191.5,23.0,78.3,158.8,120.1
2022-08-18,11,135.2,514.2,505.2,591.9,249.9,315.8,50.8,73.4,210.3,138.1,342.9,65.7,1005.6,54.5,157.6,203.2,24.1,75.8,215.0,121.7
2022-08-18,12,121.4,509.6,491.7,558.0,258.1,338.3,75.0,70.8,210.5,138.2,344.1,68.0,1032.7,56.6,157.0,185.9,24.2,78.8,197.2,114.7
2022-08-18,13,119.0,517.2,528.4,630.5,228.6,330.7,50.7,73.6,210.1,137.9,372.7,65.4,1030.9,56.1,154.2,191.6,25.2,80.8,154.9,116.8
2022-08-18,14,157.4,527.8,543.0,614.5,226.9,356.8,67.5,69.9,210.5,137.6,349.1,53.6,1097.0,55.2,155.9,195.7,21.2,98.1,133.2,114.5
2022-08-18,15,178.9,541.2,545.0,640.0,231.1,342.5,43.3,67.9,210.2,138.2,351.3,59.2,1132.0,57.3,165.1,188.3,24.8,88.3,131.0,112.5
2022-08-18,16,148.5,532.7,540.3,573.5,269.3,370.9,67.2,80.5,210.1,138.1,317.0,63.0,1091.8,49.8,159.0,176.2,24.5,87.0,151.9,109.8
2022-08-18,17,148.9,502.0,522.4,607.1,217.9,327.7,47.5,65.7,0.0,0.0,287.9,59.1,1086.7,50.9,159.7,163.5,23.8,94.1,152.0,108.1
2022-08-18,18,155.5,478.7,488.4,536.2,189.0,304.4,51.9,60.1,0.0,0.0,343.0,60.9,1046.4,51.2,156.8,153.9,22.6,72.6,151.0,92.5
2022-08-18,19,209.0,450.7,462.8,517.8,146.8,283.6,28.5,54.5,0.0,0.0,364.9,61.3,845.6,43.9,145.1,123.1,18.1,65.7,105.4,69.1
2022-08-18,20,218.5,449.3,446.5,523.0,143.7,283.9,23.9,54.8,0.0,0.0,411.8,69.4,826.2,40.8,137.5,119.8,14.1,71.3,85.5,67.5
2022-08-18,21,201.8,426.3,433.3,479.0,130.7,258.3,37.8,55.3,0.0,0.0,388.7,65.6,822.1,42.2,134.3,109.8,18.2,50.9,95.8,59.3
2022-08-18,22,197.4,424.1,422.4,511.4,127.8,256.7,37.5,52.9,0.0,0.0,336.0,59.9,793.4,39.5,132.0,105.6,20.6,55.5,87.9,67.4
2022-08-18,23,166.7,425.3,411.3,446.1,130.7,272.5,17.4,54.5,0.0,0.0,340.1,60.7,792.6,35.9,131.0,106.1,20.4,42.1,83.0,59.0
