day,time,SV-2,SV-5,SV-6,HV-M1,HV-M2,HV-NM,HV-EM,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-03,0,3392.0,2143.0,1324.0,2129.0,1322.0,1757.0,394.0,150.0,424.0,390.0,457.0,116.0,256.0,44.0,50.0,0.0,0.0,324.0,66.0,819.0,30.0,121.0,96.0,3.0,35.0,88.0,54.0
2022-07-03,1,3273.0,2100.0,1266.0,2114.0,1273.0,1719.0,402.0,152.0,417.0,388.0,465.0,116.0,220.0,30.0,50.0,0.0,0.0,313.0,65.0,784.0,33.0,119.0,97.0,14.0,34.0,70.0,55.0
2022-07-03,2,3251.0,2081.0,1258.0,2076.0,1253.0,1711.0,374.0,139.0,399.0,376.0,496.0,113.0,230.0,29.0,51.0,0.0,0.0,277.0,51.0,824.0,27.0,112.0,98.0,14.0,34.0,70.0,52.0
2022-07-03,3,3150.0,2056.0,1147.0,2058.0,1146.0,1682.0,374.0,141.0,418.0,373.0,493.0,113.0,207.0,28.0,54.0,0.0,0.0,264.0,43.0,742.0,32.0,111.0,98.0,14.0,33.0,68.0,52.0
2022-07-03,4,3116.0,2018.0,1182.0,2018.0,1183.0,1658.0,375.0,138.0,414.0,372.0,436.0,112.0,207.0,24.0,49.0,0.0,0.0,244.0,40.0,797.0,34.0,111.0,97.0,0.0,34.0,62.0,51.0
2022-07-03,5,3109.0,1989.0,1157.0,1987.0,1156.0,1643.0,366.0,101.0,407.0,367.0,434.0,110.0,217.0,27.0,50.0,0.0,0.0,241.0,37.0,791.0,27.0,110.0,95.0,10.0,33.0,76.0,51.0
2022-07-03,6,3026.0,2018.0,1137.0,2018.0,1124.0,1667.0,362.0,101.0,410.0,364.0,446.0,113.0,229.0,18.0,50.0,0.0,0.0,224.0,36.0,760.0,26.0,108.0,97.0,0.0,35.0,56.0,52.0
2022-07-03,7,3130.0,2030.0,1156.0,2041.0,1148.0,1662.0,396.0,81.0,406.0,374.0,497.0,110.0,239.0,29.0,50.0,0.0,0.0,219.0,38.0,797.0,28.0,117.0,106.0,0.0,38.0,76.0,63.0
2022-07-03,8,3154.0,2013.0,1193.0,2028.0,1189.0,1614.0,427.0,71.0,424.0,393.0,444.0,111.0,254.0,18.0,50.0,0.0,0.0,234.0,46.0,757.0,34.0,121.0,112.0,14.0,44.0,73.0,67.0
2022-07-03,9,3228.0,2040.0,1254.0,2042.0,1249.0,1627.0,438.0,55.0,424.0,390.0,416.0,117.0,272.0,29.0,54.0,0.0,0.0,235.0,49.0,829.0,34.0,122.0,117.0,0.0,45.0,83.0,65.0
2022-07-03,10,3195.0,2054.0,1209.0,2056.0,1200.0,1622.0,452.0,10.0,419.0,404.0,476.0,115.0,253.0,30.0,52.0,0.0,0.0,229.0,55.0,769.0,31.0,123.0,118.0,0.0,53.0,83.0,66.0
2022-07-03,11,3391.0,2164.0,1269.0,2170.0,1267.0,1728.0,464.0,56.0,444.0,399.0,472.0,123.0,261.0,30.0,52.0,0.0,0.0,278.0,58.0,812.0,32.0,120.0,116.0,15.0,59.0,90.0,69.0
2022-07-03,12,3552.0,2285.0,1310.0,2285.0,1308.0,1847.0,460.0,86.0,458.0,407.0,537.0,121.0,284.0,45.0,52.0,0.0,0.0,316.0,65.0,792.0,35.0,126.0,121.0,15.0,60.0,97.0,74.0
2022-07-03,13,3581.0,2306.0,1309.0,2315.0,1305.0,1868.0,460.0,108.0,443.0,428.0,485.0,143.0,277.0,35.0,55.0,0.0,0.0,332.0,67.0,791.0,35.0,124.0,114.0,16.0,58.0,104.0,64.0
2022-07-03,14,3712.0,2353.0,1360.0,2357.0,1358.0,1911.0,466.0,61.0,475.0,445.0,484.0,146.0,263.0,35.0,56.0,0.0,0.0,317.0,68.0,853.0,36.0,126.0,120.0,17.0,61.0,95.0,68.0
2022-07-03,15,3653.0,2351.0,1333.0,2355.0,1331.0,1915.0,472.0,110.0,465.0,453.0,506.0,150.0,298.0,19.0,61.0,0.0,0.0,340.0,60.0,817.0,37.0,128.0,120.0,17.0,67.0,85.0,63.0
2022-07-03,16,3706.0,2385.0,1387.0,2389.0,1389.0,1936.0,469.0,118.0,469.0,458.0,495.0,154.0,286.0,28.0,62.0,0.0,0.0,331.0,63.0,868.0,36.0,127.0,117.0,17.0,69.0,81.0,62.0
2022-07-03,17,3653.0,2400.0,1342.0,2410.0,1342.0,1967.0,462.0,140.0,455.0,442.0,525.0,143.0,321.0,33.0,56.0,0.0,0.0,355.0,64.0,830.0,37.0,125.0,121.0,17.0,65.0,94.0,60.0
2022-07-03,18,3677.0,2411.0,1352.0,2409.0,1350.0,1967.0,457.0,135.0,431.0,417.0,565.0,134.0,327.0,20.0,70.0,0.0,0.0,340.0,65.0,811.0,38.0,125.0,118.0,8.0,52.0,92.0,61.0
2022-07-03,19,3634.0,2350.0,1368.0,2351.0,1368.0,1930.0,437.0,157.0,442.0,422.0,508.0,139.0,314.0,30.0,55.0,0.0,0.0,333.0,63.0,820.0,38.0,121.0,112.0,6.0,49.0,86.0,61.0
2022-07-03,20,3647.0,2343.0,1368.0,2343.0,1356.0,1928.0,442.0,154.0,448.0,412.0,539.0,133.0,297.0,23.0,54.0,0.0,0.0,353.0,63.0,835.0,37.0,120.0,108.0,15.0,43.0,90.0,55.0
2022-07-03,21,3630.0,2377.0,1337.0,2390.0,1338.0,1979.0,426.0,157.0,439.0,407.0,556.0,140.0,283.0,33.0,53.0,0.0,0.0,387.0,66.0,770.0,39.0,119.0,101.0,8.0,44.0,94.0,54.0
2022-07-03,22,3575.0,2316.0,1344.0,2316.0,1353.0,1916.0,422.0,143.0,433.0,399.0,536.0,134.0,303.0,30.0,51.0,0.0,0.0,355.0,70.0,776.0,37.0,120.0,98.0,8.0,54.0,86.0,54.0
2022-07-03,23,3556.0,2239.0,1390.0,2238.0,1388.0,1859.0,411.0,141.0,431.0,397.0,485.0,128.0,284.0,30.0,52.0,0.0,0.0,364.0,69.0,824.0,38.0,118.0,97.0,6.0,40.0,88.0,53.0
