day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-24,0,139.0,411.3,400.6,422.0,96.4,229.4,21.5,47.8,0.0,0.0,292.6,56.6,737.5,32.3,129.3,99.3,6.2,32.8,64.6,54.9
2022-07-24,1,140.9,399.8,392.9,426.7,96.5,229.0,38.2,47.6,0.0,0.0,278.9,53.4,720.2,36.1,127.8,95.3,3.0,32.7,70.9,55.4
2022-07-24,2,126.3,413.4,398.1,459.9,93.1,221.6,25.3,48.5,0.0,0.0,257.2,48.9,710.9,35.0,123.0,100.0,2.9,34.7,61.8,54.9
2022-07-24,3,138.7,401.2,399.4,461.5,93.4,240.4,25.5,48.4,0.0,0.0,236.6,42.5,736.1,36.0,128.9,99.7,3.1,31.4,63.8,58.1
2022-07-24,4,136.6,407.1,385.8,413.7,92.4,219.4,32.0,48.5,0.0,0.0,229.0,40.8,748.9,28.0,130.3,102.1,2.8,31.2,59.8,55.2
2022-07-24,5,124.1,408.0,385.6,414.2,94.8,222.2,31.1,48.1,0.0,0.0,211.0,37.5,758.8,28.1,127.1,96.6,0.0,32.4,58.5,52.5
2022-07-24,6,93.5,402.3,391.2,420.7,91.5,220.0,34.5,52.1,0.0,0.0,215.7,36.5,718.9,27.0,126.7,94.3,0.0,31.7,55.3,64.7
2022-07-24,7,94.2,403.3,383.4,416.4,92.0,226.3,40.4,48.1,0.0,0.0,223.9,37.8,707.1,28.8,125.6,100.1,0.0,36.9,70.1,58.0
2022-07-24,8,109.8,396.1,390.2,432.9,99.7,233.4,29.4,47.9,0.0,0.0,216.9,42.9,710.6,28.8,128.4,113.6,6.1,50.4,79.5,61.2
2022-07-24,9,85.2,416.2,386.7,487.8,97.4,237.4,36.2,48.7,0.0,0.0,222.5,53.0,719.8,30.7,129.9,116.1,6.3,54.5,80.0,63.4
2022-07-24,10,86.7,400.8,388.3,433.2,109.3,249.3,32.5,49.2,0.0,0.0,231.4,49.9,732.7,36.1,138.7,114.0,6.3,58.3,73.2,65.6
2022-07-24,11,96.5,422.1,396.6,448.6,97.7,260.9,29.9,53.8,0.0,0.0,244.0,53.9,753.9,34.9,132.0,115.5,6.5,53.9,80.9,68.2
2022-07-24,12,96.9,426.3,402.3,487.8,106.6,256.3,36.9,53.7,0.0,0.0,280.8,56.8,753.1,36.4,132.8,117.5,10.9,61.0,77.5,60.8
2022-07-24,13,81.0,422.2,402.1,436.4,112.8,254.3,20.0,48.2,0.0,0.0,272.6,59.2,755.4,36.6,131.4,115.8,17.4,56.8,77.3,68.2
2022-07-24,14,82.7,420.5,408.4,503.4,116.5,265.3,46.6,52.9,0.0,0.0,276.4,59.1,858.4,39.6,143.5,121.8,18.7,70.4,95.4,62.7
2022-07-24,15,80.5,442.6,414.1,442.3,115.3,263.7,24.3,55.2,0.0,0.0,264.1,55.9,751.2,37.0,134.7,120.5,18.5,58.1,79.6,58.9
2022-07-24,16,92.1,433.9,422.4,520.5,116.0,260.1,23.6,54.2,0.0,0.0,292.5,59.7,755.6,42.9,135.6,116.3,17.6,65.2,83.3,58.7
2022-07-24,17,141.2,429.3,427.7,505.9,117.1,270.6,35.3,50.3,0.0,0.0,315.9,62.6,753.6,39.0,133.1,119.1,18.7,59.9,85.2,56.4
2022-07-24,18,141.2,412.5,416.6,456.9,162.2,263.7,25.5,48.4,0.0,0.0,306.5,64.4,752.8,37.2,137.8,110.5,8.8,68.3,99.2,59.3
2022-07-24,19,157.7,416.9,408.5,448.6,112.4,286.0,25.0,48.3,0.0,0.0,299.5,65.3,752.3,38.0,129.8,109.4,13.7,55.0,95.3,55.8
2022-07-24,20,162.1,408.0,415.3,507.5,102.8,261.2,36.8,48.3,0.0,0.0,318.0,62.6,757.1,37.8,129.6,104.8,16.3,54.2,88.2,56.5
2022-07-24,21,174.0,422.3,413.3,456.9,105.4,250.9,24.9,48.5,0.0,0.0,348.0,61.3,754.6,37.2,134.1,103.1,16.7,40.8,93.3,59.9
2022-07-24,22,165.5,437.4,402.8,468.7,110.2,259.8,36.9,49.1,0.0,0.0,338.6,67.1,758.4,36.5,128.1,100.6,7.9,41.5,95.3,57.0
2022-07-24,23,155.0,417.6,404.4,470.9,106.2,267.2,30.3,47.8,0.0,0.0,329.7,61.6,762.2,36.4,126.5,98.5,7.9,37.9,78.4,57.4
