day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-08-12,0,170.1,448.6,470.3,441.9,122.0,258.2,44.9,54.4,0.0,0.0,361.0,60.9,848.1,36.9,141.6,83.1,18.2,39.6,92.4,55.8
2022-08-12,1,194.3,453.4,468.0,458.8,118.6,208.6,31.9,54.5,0.0,0.0,334.6,56.2,867.9,35.1,132.6,79.7,16.3,38.4,80.5,55.8
2022-08-12,2,158.9,440.2,451.9,490.6,116.8,203.0,34.2,54.2,0.0,0.0,318.3,45.8,845.7,31.2,136.3,81.4,17.6,38.7,77.0,52.6
2022-08-12,3,163.0,434.9,447.3,437.3,119.2,196.0,41.3,54.1,0.0,0.0,314.0,44.8,857.8,33.6,129.9,78.7,17.5,39.9,71.3,55.8
2022-08-12,4,165.1,434.5,435.6,438.7,112.5,216.8,36.0,54.8,0.0,0.0,283.2,41.1,851.6,32.3,128.7,77.8,7.0,37.0,74.9,51.6
2022-08-12,5,165.2,437.9,436.0,435.4,113.2,199.2,44.1,55.3,0.0,0.0,262.9,39.7,841.9,31.2,126.1,79.9,7.0,36.9,74.0,47.3
2022-08-12,6,127.9,444.7,437.4,513.6,115.5,239.3,30.0,55.3,0.0,0.0,264.6,41.5,806.5,31.9,127.5,86.6,17.8,39.4,83.8,59.3
2022-08-12,7,173.2,444.5,449.6,474.3,125.4,267.0,33.9,66.4,324.6,138.3,290.1,50.6,830.6,37.8,134.8,107.5,17.8,67.5,110.9,66.1
2022-08-12,8,212.0,456.6,501.4,548.2,191.7,310.8,36.8,75.5,210.3,138.3,360.7,63.3,915.2,41.4,146.8,141.3,19.7,85.8,182.2,78.5
2022-08-12,9,263.5,494.5,546.4,610.3,203.8,317.1,62.0,71.3,210.2,138.2,362.8,68.6,993.5,61.8,150.4,146.5,22.0,81.3,182.2,111.4
2022-08-12,10,189.5,520.4,575.0,641.1,216.9,357.8,71.2,71.8,210.3,138.0,316.3,67.6,976.5,55.0,157.3,155.3,23.7,75.0,205.0,104.8
2022-08-12,11,290.5,544.2,575.0,641.1,214.2,320.9,56.2,74.6,210.1,138.1,352.4,66.6,998.6,47.3,166.8,152.8,23.8,81.3,238.1,103.5
2022-08-12,12,143.0,541.3,564.4,620.1,229.5,343.7,61.4,70.3,210.3,138.1,347.2,66.4,1025.0,47.2,155.5,137.7,24.4,75.6,239.1,100.9
2022-08-12,13,202.3,545.3,577.6,613.1,240.6,363.1,60.2,78.1,209.9,137.6,332.0,67.6,1056.6,54.1,159.6,142.6,24.7,84.6,188.1,104.8
2022-08-12,14,204.1,530.9,605.6,664.2,237.1,336.0,58.0,74.0,210.0,137.7,280.1,62.1,1084.3,48.0,157.1,150.7,24.0,87.5,160.4,99.6
2022-08-12,15,208.9,520.9,590.7,647.0,230.7,348.1,73.4,70.3,209.9,137.6,282.1,63.6,1063.9,53.1,153.1,147.2,25.0,94.0,159.6,98.7
2022-08-12,16,184.8,530.6,575.8,608.0,210.3,332.5,58.6,68.7,210.1,137.4,282.6,59.2,1138.5,58.8,160.1,151.8,24.6,84.3,165.0,88.8
2022-08-12,17,159.0,502.8,561.3,611.9,197.7,328.4,57.8,80.5,0.0,0.0,311.1,56.9,1074.5,53.4,158.0,135.6,21.9,74.7,158.6,91.1
2022-08-12,18,174.3,477.9,514.1,544.2,156.8,325.9,41.8,60.6,0.0,0.0,341.8,57.8,978.8,51.8,150.4,126.6,21.0,78.2,152.0,73.6
2022-08-12,19,210.9,446.3,492.3,547.5,129.9,293.2,44.2,58.8,0.0,0.0,338.0,55.0,813.4,45.3,137.2,92.9,20.0,75.4,122.6,56.7
2022-08-12,20,215.3,433.5,475.0,478.7,120.1,309.0,25.0,59.5,0.0,0.0,348.3,57.3,833.3,41.7,136.2,86.9,17.6,69.4,86.4,58.2
2022-08-12,21,196.2,435.3,452.5,440.5,119.6,310.7,34.0,54.5,0.0,0.0,333.5,58.1,826.2,40.4,133.8,86.7,19.6,60.2,95.7,61.9
2022-08-12,22,184.2,434.9,438.6,492.2,115.4,258.7,33.8,54.4,0.0,0.0,336.5,61.0,801.5,35.0,137.9,82.6,17.0,59.0,92.1,55.8
2022-08-12,23,182.7,425.7,434.9,421.3,112.7,252.1,30.1,51.7,0.0,0.0,364.7,61.2,817.1,36.9,132.9,78.2,19.0,59.0,92.8,55.9
