day,time,SV-2,SV-5,SV-6,HV-M1,HV-M2,HV-NM,HV-EM,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-05,0,770.6,236.5,23.9,975.2,917.6,944.9,460.1,397.7,938.4,550.9,131.4,785.1,491.1,685.3,46.1,527.6,46.7,922.0,868.3,707.6,92.4,961.3,871.8,30.6,280.8,895.2,292.0
2022-07-05,1,774.0,238.7,25.1,977.4,918.8,946.7,460.4,397.9,938.8,551.3,131.9,785.2,491.3,685.3,46.1,527.6,46.7,922.3,868.4,708.3,92.4,961.4,871.8,30.6,280.9,895.3,292.1
2022-07-05,2,777.4,240.9,26.4,979.5,920.0,948.4,460.8,398.0,939.2,551.7,132.3,785.3,491.5,685.3,46.2,527.6,46.7,922.6,868.4,709.0,92.4,961.5,871.9,30.6,280.9,895.4,292.1
2022-07-05,3,780.6,243.0,27.5,981.6,921.2,950.2,461.2,398.2,939.5,552.1,132.8,785.4,491.7,685.3,46.2,527.6,46.7,922.9,868.5,709.8,92.5,961.6,872.0,30.6,280.9,895.4,292.2
2022-07-05,4,783.8,245.1,28.7,983.7,922.3,951.9,461.6,398.3,939.9,552.5,133.2,785.6,492.0,685.3,46.3,527.6,46.7,923.1,868.5,710.4,92.5,961.7,872.1,30.6,281.0,895.5,292.2
2022-07-05,5,787.0,247.1,29.8,985.8,923.4,953.6,461.9,398.4,940.3,552.9,133.6,785.7,492.2,685.4,46.3,527.6,46.7,923.3,868.6,711.1,92.5,961.8,872.2,30.6,281.0,895.5,292.3
2022-07-05,6,790.1,249.1,30.9,987.8,924.5,955.2,462.3,398.5,940.6,553.2,134.1,785.8,492.4,685.4,46.4,527.6,46.7,923.5,868.6,711.8,92.6,961.9,872.3,30.6,281.0,895.6,292.3
2022-07-05,7,793.3,251.2,32.0,989.9,925.6,956.9,462.7,398.6,941.0,553.6,134.5,785.9,492.6,685.4,46.4,527.6,46.7,923.8,868.6,712.5,92.6,962.0,872.4,30.6,281.1,895.6,292.4
2022-07-05,8,796.7,253.5,33.1,992.1,926.8,958.7,463.2,398.7,941.4,554.0,135.0,786.0,492.8,685.4,46.5,527.6,46.7,924.0,868.7,713.2,92.6,962.1,872.5,30.6,281.1,895.7,292.5
2022-07-05,9,800.8,256.0,34.7,994.7,928.4,960.7,463.7,398.8,941.8,554.4,135.6,786.2,493.1,685.4,46.5,527.8,46.8,924.4,868.7,714.0,92.6,962.3,872.6,30.6,281.2,895.8,292.5
2022-07-05,10,805.4,258.8,36.5,997.5,930.1,962.9,464.4,398.9,942.2,554.9,136.2,786.4,493.4,685.5,46.6,528.0,46.9,924.6,868.8,714.9,92.7,962.4,872.8,30.6,281.2,896.0,292.6
2022-07-05,11,810.2,261.8,38.3,0.5,931.9,965.2,465.0,398.9,942.7,555.4,136.8,786.7,493.8,685.5,46.7,528.2,47.1,924.9,868.8,715.8,92.7,962.5,873.0,30.6,281.3,896.1,292.7
2022-07-05,12,815.0,264.9,40.1,3.6,933.7,967.5,465.7,398.9,943.2,555.9,137.4,786.9,494.1,685.5,46.7,528.4,47.2,925.2,868.9,716.7,92.8,962.7,873.2,30.6,281.4,896.2,292.9
2022-07-05,13,819.9,268.0,41.9,6.7,935.5,969.9,466.5,399.0,943.7,556.4,137.9,787.2,494.4,685.6,46.8,528.6,47.3,925.5,869.0,717.7,92.8,962.8,873.4,30.6,281.5,896.4,292.9
2022-07-05,14,824.9,271.1,43.7,9.8,937.4,972.3,467.2,399.0,944.2,557.0,138.6,787.4,494.8,685.6,46.9,528.8,47.5,925.8,869.0,718.6,92.8,962.9,873.6,30.6,281.5,896.6,293.0
2022-07-05,15,829.8,274.3,45.5,13.0,939.2,974.9,467.8,399.2,944.7,557.5,139.2,787.7,495.1,685.6,46.9,529.0,47.6,926.1,869.1,719.5,92.9,963.1,873.7,30.6,281.6,896.7,293.1
2022-07-05,16,834.9,277.5,47.3,16.2,941.0,977.4,468.5,399.3,945.2,558.1,139.9,788.0,495.4,685.7,47.0,529.2,47.8,926.4,869.1,720.5,92.9,963.2,873.9,30.6,281.7,896.8,293.2
2022-07-05,17,839.8,280.7,49.1,19.4,942.8,979.9,469.1,399.4,945.7,558.6,140.5,788.3,495.8,685.7,47.1,529.4,47.8,926.7,869.2,721.5,92.9,963.4,874.1,30.7,281.7,896.9,293.3
2022-07-05,18,844.4,283.7,50.7,22.4,944.4,982.3,469.8,399.5,946.2,559.1,141.1,788.5,496.1,685.8,47.1,529.4,47.8,927.1,869.2,722.5,93.0,963.5,874.3,30.7,281.8,897.1,293.4
2022-07-05,19,848.8,286.5,52.3,25.2,946.0,984.5,470.3,399.6,946.7,559.6,141.6,788.7,496.4,685.8,47.2,529.4,47.8,927.6,869.3,723.4,93.0,963.6,874.4,30.7,281.9,897.2,293.5
2022-07-05,20,852.9,289.1,53.8,27.9,947.4,986.7,470.8,399.8,947.1,560.1,142.1,788.9,496.7,685.8,47.2,529.4,47.8,928.0,869.3,724.2,93.1,963.7,874.5,30.7,281.9,897.3,293.5
2022-07-05,21,856.7,291.7,55.1,30.4,948.8,988.7,471.3,400.0,947.5,560.6,142.6,789.1,497.0,685.8,47.3,529.4,47.8,928.4,869.4,724.9,93.1,963.9,874.6,30.7,282.0,897.3,293.6
2022-07-05,22,860.5,294.1,56.4,32.9,950.0,990.8,471.7,400.2,948.0,561.0,143.1,789.2,497.2,685.9,47.3,529.4,47.8,928.7,869.5,725.6,93.1,964.0,874.7,30.7,282.1,897.4,293.6
2022-07-05,23,864.1,296.5,57.7,35.2,951.3,992.7,472.1,400.4,948.4,561.4,143.6,789.4,497.5,685.9,47.4,529.4,47.8,929.1,869.5,726.3,93.1,964.1,874.8,30.7,282.1,897.5,293.7
