day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-08-09,0,187.4,466.2,454.8,432.1,137.0,261.9,44.1,54.8,0.0,0.0,377.7,83.2,849.8,35.9,141.4,79.6,18.6,42.2,92.8,62.1
2022-08-09,1,159.5,453.1,445.0,432.0,124.5,204.3,29.9,54.9,0.0,0.0,352.8,59.0,809.9,37.3,142.5,79.6,16.2,39.4,88.0,54.7
2022-08-09,2,147.9,440.5,433.1,428.7,124.2,213.7,23.7,54.9,0.0,0.0,325.0,52.2,772.6,29.7,142.5,77.8,6.7,36.8,75.2,63.4
2022-08-09,3,154.0,431.7,438.4,458.9,117.5,216.6,31.6,56.3,0.0,0.0,295.4,45.5,820.5,31.0,138.5,80.7,6.9,36.2,83.6,59.1
2022-08-09,4,157.1,430.7,439.1,429.5,117.1,199.5,23.7,55.0,0.0,0.0,285.9,43.5,773.9,29.2,138.4,81.3,3.0,38.6,66.8,56.7
2022-08-09,5,141.4,441.6,449.0,467.2,116.1,193.7,28.2,54.2,0.0,0.0,277.9,43.8,792.5,30.5,136.3,78.8,7.4,37.1,61.3,56.1
2022-08-09,6,129.2,442.0,433.4,476.3,131.3,203.6,45.1,54.5,0.0,0.0,287.0,45.1,794.4,35.4,140.0,103.6,6.4,36.0,87.8,72.4
2022-08-09,7,130.7,437.1,440.5,532.2,143.0,261.5,21.9,57.3,0.0,0.0,303.7,49.2,791.5,34.7,144.8,120.8,17.6,57.0,123.3,90.8
2022-08-09,8,173.0,473.9,500.3,590.1,213.1,325.5,53.5,69.3,207.5,95.5,356.5,68.1,916.9,39.6,152.7,164.7,18.4,75.6,161.6,97.0
2022-08-09,9,187.9,540.5,545.9,648.2,238.8,347.7,35.0,69.6,205.3,95.7,379.3,76.4,1009.0,52.3,160.6,171.3,20.5,86.1,187.6,121.5
2022-08-09,10,179.3,563.4,571.2,680.9,249.7,343.8,56.4,75.1,205.5,95.2,336.3,72.6,999.3,51.9,164.4,167.0,22.2,82.5,179.8,123.1
2022-08-09,11,155.8,562.6,569.7,684.4,257.2,356.1,38.8,69.3,205.5,95.1,352.9,65.1,1000.9,46.6,166.1,159.7,23.2,84.3,236.2,121.9
2022-08-09,12,175.0,559.2,570.0,599.6,248.5,373.5,47.8,70.1,205.2,95.6,401.6,74.8,1017.7,51.8,165.5,156.3,22.8,86.8,249.6,108.6
2022-08-09,13,172.2,561.3,582.6,690.2,266.7,348.4,56.6,74.2,205.2,95.5,403.2,70.5,1080.6,56.3,160.3,163.8,24.1,85.8,199.4,118.8
2022-08-09,14,195.3,563.6,585.4,687.7,270.1,369.0,70.6,75.4,205.2,95.6,341.7,61.1,1046.2,56.3,168.0,153.8,24.8,80.1,181.3,107.4
2022-08-09,15,202.2,566.4,580.1,711.7,274.8,342.5,76.8,71.9,205.4,95.4,317.1,63.1,1089.4,48.8,168.1,155.6,24.8,81.1,156.4,106.0
2022-08-09,16,169.1,568.0,572.2,628.8,269.3,360.1,54.9,69.8,205.4,93.6,317.6,62.9,1143.9,49.4,157.9,154.5,23.2,88.3,160.9,99.2
2022-08-09,17,169.9,553.4,556.9,664.2,253.0,345.6,55.7,74.8,0.0,0.0,353.7,71.4,1153.7,49.1,161.5,149.1,24.3,76.6,202.1,91.9
2022-08-09,18,185.7,523.5,526.9,576.4,222.4,321.3,38.6,62.2,0.0,0.0,372.0,67.3,976.7,48.4,153.3,130.6,22.8,70.9,204.7,85.2
2022-08-09,19,250.2,505.3,509.0,532.0,173.6,321.5,32.2,61.1,0.0,0.0,438.0,67.3,846.7,41.2,148.7,105.8,16.8,82.7,96.6,64.2
2022-08-09,20,209.0,496.7,485.9,561.6,171.4,319.3,33.4,59.2,0.0,0.0,438.0,64.3,821.8,42.0,147.3,100.1,19.5,84.4,93.2,58.2
2022-08-09,21,199.9,486.5,489.4,530.4,173.2,271.4,24.7,59.4,0.0,0.0,394.4,69.2,844.6,42.3,142.9,101.8,19.8,45.6,101.3,55.6
2022-08-09,22,190.5,489.5,475.0,532.9,164.4,274.4,30.1,60.2,0.0,0.0,402.5,67.5,832.4,40.4,146.0,89.9,20.8,47.3,95.9,55.0
2022-08-09,23,190.8,477.7,468.2,500.7,145.9,289.5,21.8,58.9,0.0,0.0,400.2,67.2,848.3,40.7,138.7,88.1,18.8,48.0,94.6,58.2
