day,time,SV-2,SV-5,SV-6,HV-M1,HV-M2,HV-NM,HV-EM,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-04,0,3444.0,2167.0,1331.0,2178.0,1338.0,1794.0,384.0,148.0,421.0,396.0,480.0,122.0,255.0,29.0,50.0,0.0,0.0,337.0,67.0,792.0,34.0,114.0,98.0,3.0,34.0,82.0,54.0
2022-07-04,1,3379.0,2228.0,1291.0,2190.0,1291.0,1830.0,384.0,154.0,417.0,389.0,539.0,119.0,223.0,19.0,50.0,0.0,0.0,327.0,78.0,796.0,35.0,108.0,101.0,0.0,35.0,72.0,54.0
2022-07-04,2,3296.0,2092.0,1293.0,2096.0,1295.0,1732.0,373.0,139.0,412.0,384.0,469.0,116.0,233.0,29.0,55.0,0.0,0.0,292.0,48.0,810.0,33.0,113.0,96.0,0.0,33.0,59.0,52.0
2022-07-04,3,3258.0,2086.0,1256.0,2094.0,1256.0,1734.0,377.0,142.0,395.0,385.0,469.0,116.0,212.0,18.0,50.0,0.0,0.0,271.0,44.0,803.0,35.0,111.0,100.0,0.0,36.0,64.0,52.0
2022-07-04,4,3230.0,2084.0,1193.0,2093.0,1190.0,1727.0,371.0,153.0,417.0,375.0,457.0,113.0,204.0,28.0,50.0,0.0,0.0,261.0,42.0,767.0,35.0,107.0,97.0,0.0,36.0,66.0,50.0
2022-07-04,5,3169.0,2054.0,1200.0,2050.0,1198.0,1692.0,370.0,117.0,416.0,384.0,468.0,117.0,204.0,53.0,50.0,0.0,0.0,237.0,40.0,798.0,30.0,113.0,100.0,13.0,36.0,60.0,52.0
2022-07-04,6,3413.0,2256.0,1222.0,2265.0,1219.0,1851.0,412.0,114.0,417.0,382.0,543.0,128.0,278.0,15.0,50.0,0.0,0.0,263.0,40.0,780.0,30.0,108.0,111.0,15.0,50.0,96.0,66.0
2022-07-04,7,3500.0,2323.0,1252.0,2326.0,1248.0,1851.0,531.0,107.0,430.0,404.0,532.0,148.0,272.0,26.0,55.0,0.0,0.0,289.0,55.0,791.0,35.0,121.0,140.0,15.0,64.0,119.0,73.0
2022-07-04,8,4544.0,2814.0,1760.0,2826.0,1752.0,2174.0,663.0,168.0,458.0,434.0,584.0,251.0,318.0,39.0,72.0,211.0,141.0,349.0,64.0,893.0,44.0,131.0,182.0,18.0,70.0,153.0,94.0
2022-07-04,9,4782.0,3074.0,1837.0,3089.0,1836.0,2426.0,686.0,129.0,489.0,511.0,664.0,264.0,359.0,50.0,80.0,210.0,138.0,344.0,68.0,974.0,57.0,141.0,202.0,17.0,78.0,151.0,110.0
2022-07-04,10,4927.0,3146.0,1916.0,3165.0,1912.0,2480.0,716.0,241.0,522.0,527.0,664.0,264.0,354.0,49.0,74.0,210.0,138.0,352.0,65.0,994.0,58.0,148.0,195.0,21.0,87.0,160.0,113.0
2022-07-04,11,5077.0,3278.0,1903.0,3278.0,1904.0,2576.0,730.0,142.0,533.0,528.0,705.0,308.0,346.0,59.0,79.0,210.0,138.0,320.0,85.0,1041.0,58.0,144.0,199.0,22.0,82.0,191.0,114.0
2022-07-04,12,4993.0,3149.0,1884.0,3136.0,1879.0,2445.0,723.0,116.0,535.0,518.0,672.0,269.0,372.0,47.0,78.0,210.0,138.0,366.0,74.0,1011.0,51.0,146.0,180.0,21.0,85.0,211.0,105.0
2022-07-04,13,5096.0,3188.0,1948.0,3195.0,1949.0,2524.0,696.0,107.0,524.0,530.0,669.0,277.0,361.0,57.0,76.0,210.0,138.0,366.0,61.0,1054.0,50.0,146.0,185.0,20.0,78.0,160.0,105.0
2022-07-04,14,5109.0,3229.0,1915.0,3264.0,1909.0,2592.0,669.0,125.0,556.0,530.0,725.0,281.0,354.0,56.0,76.0,210.0,138.0,323.0,53.0,1046.0,55.0,143.0,190.0,23.0,96.0,142.0,109.0
2022-07-04,15,5089.0,3197.0,1966.0,3187.0,1956.0,2530.0,672.0,136.0,543.0,548.0,672.0,283.0,377.0,58.0,74.0,210.0,138.0,277.0,54.0,1137.0,53.0,144.0,184.0,15.0,94.0,140.0,107.0
2022-07-04,16,5044.0,3198.0,1925.0,3190.0,1968.0,2516.0,690.0,147.0,555.0,556.0,690.0,280.0,339.0,48.0,71.0,210.0,138.0,284.0,52.0,1089.0,50.0,146.0,179.0,22.0,83.0,164.0,103.0
2022-07-04,17,4556.0,3093.0,1594.0,3082.0,1596.0,2429.0,672.0,158.0,551.0,543.0,621.0,265.0,372.0,66.0,72.0,0.0,0.0,303.0,54.0,1061.0,49.0,144.0,177.0,21.0,92.0,168.0,101.0
2022-07-04,18,4399.0,3003.0,1560.0,3022.0,1573.0,2343.0,666.0,158.0,486.0,519.0,558.0,230.0,352.0,25.0,65.0,0.0,0.0,370.0,63.0,1020.0,46.0,140.0,165.0,18.0,71.0,167.0,89.0
2022-07-04,19,4087.0,2662.0,1563.0,2672.0,1534.0,2151.0,514.0,197.0,466.0,466.0,594.0,179.0,308.0,35.0,53.0,0.0,0.0,384.0,61.0,947.0,46.0,135.0,124.0,19.0,71.0,99.0,74.0
2022-07-04,20,3936.0,2609.0,1422.0,2614.0,1415.0,2158.0,485.0,182.0,467.0,459.0,519.0,175.0,345.0,35.0,54.0,0.0,0.0,391.0,66.0,836.0,41.0,127.0,118.0,17.0,78.0,93.0,64.0
2022-07-04,21,3818.0,2506.0,1371.0,2506.0,1368.0,2076.0,455.0,181.0,469.0,445.0,548.0,163.0,283.0,32.0,54.0,0.0,0.0,350.0,63.0,813.0,40.0,126.0,105.0,18.0,48.0,95.0,67.0
2022-07-04,22,3714.0,2484.0,1357.0,2458.0,1355.0,2026.0,447.0,181.0,456.0,435.0,531.0,199.0,279.0,30.0,53.0,0.0,0.0,358.0,61.0,806.0,38.0,126.0,99.0,16.0,47.0,91.0,65.0
2022-07-04,23,3614.0,2313.0,1347.0,2324.0,1353.0,1925.0,434.0,169.0,454.0,420.0,475.0,138.0,280.0,26.0,52.0,0.0,0.0,351.0,63.0,797.0,36.0,123.0,101.0,7.0,62.0,100.0,63.0
