day,time,SV-2,SV-5,SV-6,HV-M1,HV-M2,HV-NM,HV-EM,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-27,0,3498.0,2203.0,1390.0,2207.0,1386.0,1805.0,424.0,142.0,463.0,443.0,468.0,121.0,205.0,24.0,53.0,0.0,0.0,361.0,63.0,783.0,38.0,134.0,102.0,7.0,35.0,86.0,58.0
2022-07-27,1,3418.0,2148.0,1326.0,2156.0,1313.0,1776.0,423.0,141.0,443.0,428.0,494.0,116.0,184.0,30.0,55.0,0.0,0.0,333.0,52.0,757.0,39.0,136.0,101.0,16.0,34.0,76.0,60.0
2022-07-27,2,3368.0,2144.0,1287.0,2144.0,1275.0,1776.0,394.0,130.0,430.0,415.0,475.0,118.0,184.0,30.0,59.0,0.0,0.0,285.0,47.0,764.0,31.0,128.0,99.0,3.0,34.0,81.0,59.0
2022-07-27,3,3311.0,2066.0,1276.0,2070.0,1272.0,1701.0,401.0,131.0,441.0,410.0,442.0,105.0,173.0,31.0,70.0,0.0,0.0,264.0,46.0,763.0,28.0,128.0,100.0,0.0,34.0,69.0,58.0
2022-07-27,4,3244.0,2068.0,1208.0,2070.0,1207.0,1706.0,394.0,135.0,417.0,410.0,445.0,109.0,195.0,28.0,56.0,0.0,0.0,245.0,39.0,747.0,28.0,126.0,100.0,3.0,34.0,62.0,58.0
2022-07-27,5,3200.0,2026.0,1198.0,2037.0,1205.0,1668.0,392.0,123.0,436.0,402.0,438.0,104.0,176.0,43.0,58.0,0.0,0.0,239.0,40.0,778.0,29.0,133.0,99.0,0.0,34.0,73.0,68.0
2022-07-27,6,3240.0,2124.0,1184.0,2126.0,1186.0,1736.0,429.0,88.0,422.0,408.0,496.0,110.0,231.0,31.0,53.0,0.0,0.0,248.0,37.0,750.0,36.0,129.0,115.0,7.0,36.0,65.0,70.0
2022-07-27,7,3463.0,2230.0,1246.0,2236.0,1245.0,1714.0,536.0,82.0,435.0,427.0,443.0,123.0,254.0,25.0,55.0,0.0,0.0,313.0,47.0,788.0,28.0,144.0,135.0,16.0,58.0,103.0,88.0
2022-07-27,8,4456.0,2748.0,1752.0,2728.0,1749.0,2060.0,686.0,102.0,479.0,474.0,522.0,203.0,292.0,44.0,72.0,206.0,254.0,400.0,62.0,855.0,41.0,148.0,191.0,17.0,81.0,160.0,96.0
2022-07-27,9,4731.0,2923.0,1834.0,2935.0,1850.0,2236.0,709.0,87.0,512.0,489.0,673.0,228.0,322.0,43.0,72.0,205.0,108.0,495.0,70.0,924.0,47.0,157.0,202.0,21.0,80.0,151.0,125.0
2022-07-27,10,4719.0,2964.0,1881.0,2945.0,1873.0,2233.0,750.0,77.0,529.0,522.0,618.0,220.0,336.0,52.0,71.0,205.0,107.0,408.0,68.0,928.0,50.0,153.0,196.0,22.0,83.0,167.0,120.0
2022-07-27,11,4750.0,2956.0,1944.0,2956.0,1944.0,2236.0,769.0,22.0,551.0,535.0,588.0,211.0,329.0,44.0,72.0,205.0,106.0,437.0,65.0,986.0,46.0,161.0,187.0,22.0,97.0,213.0,123.0
2022-07-27,12,4760.0,2850.0,2023.0,2838.0,2047.0,2128.0,745.0,10.0,540.0,538.0,566.0,206.0,315.0,65.0,66.0,206.0,105.0,488.0,64.0,1000.0,48.0,155.0,178.0,23.0,81.0,215.0,115.0
2022-07-27,13,4879.0,3015.0,2026.0,3018.0,2032.0,2358.0,699.0,63.0,560.0,562.0,583.0,281.0,351.0,52.0,69.0,205.0,105.0,549.0,62.0,1004.0,53.0,150.0,171.0,22.0,76.0,180.0,122.0
2022-07-27,14,4986.0,3143.0,1972.0,3150.0,1974.0,2466.0,694.0,108.0,582.0,566.0,620.0,301.0,337.0,47.0,79.0,205.0,106.0,425.0,55.0,1041.0,50.0,152.0,176.0,23.0,79.0,141.0,128.0
2022-07-27,15,4851.0,3052.0,1914.0,3054.0,1922.0,2434.0,652.0,62.0,586.0,550.0,576.0,284.0,352.0,66.0,76.0,205.0,105.0,384.0,59.0,974.0,55.0,154.0,171.0,18.0,86.0,132.0,126.0
2022-07-27,16,4852.0,3100.0,1919.0,3105.0,1921.0,2476.0,666.0,128.0,557.0,557.0,667.0,274.0,342.0,52.0,72.0,205.0,102.0,389.0,60.0,999.0,51.0,156.0,171.0,22.0,87.0,142.0,112.0
2022-07-27,17,4674.0,2962.0,1731.0,2983.0,1732.0,2366.0,648.0,157.0,523.0,532.0,603.0,213.0,329.0,58.0,66.0,205.0,0.0,352.0,58.0,949.0,45.0,153.0,162.0,22.0,83.0,168.0,104.0
2022-07-27,18,4211.0,2816.0,1452.0,2843.0,1455.0,2221.0,627.0,150.0,487.0,502.0,546.0,194.0,331.0,55.0,56.0,0.0,0.0,352.0,64.0,813.0,44.0,146.0,143.0,20.0,79.0,184.0,80.0
2022-07-27,19,3987.0,2626.0,1403.0,2634.0,1429.0,2153.0,525.0,195.0,495.0,489.0,565.0,158.0,314.0,40.0,60.0,0.0,0.0,392.0,61.0,812.0,42.0,147.0,120.0,20.0,65.0,98.0,67.0
2022-07-27,20,3987.0,2573.0,1501.0,2557.0,1495.0,2063.0,499.0,193.0,488.0,469.0,520.0,142.0,297.0,36.0,52.0,0.0,0.0,412.0,63.0,828.0,41.0,146.0,118.0,20.0,69.0,98.0,66.0
2022-07-27,21,3915.0,2531.0,1412.0,2523.0,1410.0,2072.0,479.0,197.0,473.0,454.0,545.0,133.0,286.0,28.0,56.0,0.0,0.0,355.0,63.0,803.0,41.0,139.0,116.0,12.0,50.0,98.0,68.0
2022-07-27,22,3763.0,2404.0,1449.0,2399.0,1449.0,1960.0,458.0,178.0,472.0,426.0,481.0,129.0,304.0,27.0,51.0,0.0,0.0,362.0,64.0,797.0,39.0,146.0,105.0,19.0,45.0,94.0,66.0
2022-07-27,23,3773.0,2413.0,1399.0,2409.0,1393.0,1972.0,447.0,177.0,446.0,428.0,478.0,173.0,275.0,29.0,51.0,0.0,0.0,366.0,64.0,768.0,36.0,141.0,100.0,17.0,51.0,89.0,63.0
