day,time,SV-2,SV-5,SV-6,HV-M1,HV-M2,HV-NM,HV-EM,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-18,0,3532.0,2194.0,1417.0,2200.0,1404.0,1843.0,393.0,145.0,430.0,408.0,496.0,120.0,275.0,12.0,55.0,0.0,0.0,348.0,72.0,822.0,31.0,118.0,98.0,17.0,40.0,82.0,53.0
2022-07-18,1,3427.0,2137.0,1342.0,2132.0,1330.0,1765.0,386.0,150.0,421.0,413.0,439.0,112.0,246.0,21.0,58.0,0.0,0.0,332.0,55.0,770.0,34.0,118.0,100.0,8.0,33.0,62.0,53.0
2022-07-18,2,3294.0,2093.0,1256.0,2082.0,1252.0,1707.0,374.0,132.0,402.0,400.0,418.0,109.0,247.0,19.0,53.0,0.0,0.0,290.0,47.0,745.0,34.0,111.0,99.0,6.0,35.0,59.0,53.0
2022-07-18,3,3202.0,2113.0,1145.0,2113.0,1145.0,1754.0,387.0,130.0,400.0,381.0,475.0,104.0,237.0,20.0,55.0,0.0,0.0,240.0,43.0,702.0,34.0,110.0,102.0,6.0,35.0,56.0,50.0
2022-07-18,4,3119.0,1993.0,1208.0,1992.0,1178.0,1647.0,374.0,136.0,398.0,384.0,386.0,96.0,258.0,37.0,54.0,0.0,0.0,231.0,36.0,761.0,34.0,111.0,98.0,3.0,35.0,69.0,51.0
2022-07-18,5,3053.0,1984.0,1156.0,1984.0,1155.0,1638.0,363.0,118.0,410.0,372.0,406.0,95.0,239.0,28.0,53.0,0.0,0.0,224.0,37.0,721.0,28.0,109.0,96.0,0.0,32.0,60.0,51.0
2022-07-18,6,3173.0,2064.0,1159.0,2062.0,1156.0,1664.0,404.0,102.0,417.0,365.0,441.0,107.0,249.0,22.0,53.0,0.0,0.0,238.0,38.0,732.0,30.0,110.0,105.0,15.0,36.0,76.0,61.0
2022-07-18,7,3731.0,2277.0,1514.0,2281.0,1514.0,1785.0,531.0,106.0,407.0,379.0,495.0,113.0,276.0,53.0,61.0,210.0,286.0,266.0,44.0,746.0,33.0,114.0,138.0,15.0,67.0,131.0,67.0
2022-07-18,8,4312.0,2718.0,1725.0,2702.0,1726.0,2116.0,607.0,173.0,471.0,403.0,586.0,173.0,304.0,53.0,61.0,210.0,138.0,326.0,69.0,826.0,40.0,123.0,173.0,18.0,79.0,149.0,87.0
2022-07-18,9,4550.0,2876.0,1829.0,2910.0,1832.0,2281.0,655.0,164.0,484.0,456.0,629.0,186.0,328.0,47.0,76.0,210.0,137.0,344.0,64.0,930.0,43.0,132.0,186.0,20.0,90.0,128.0,100.0
2022-07-18,10,4765.0,2950.0,1827.0,2949.0,1828.0,2341.0,685.0,183.0,507.0,476.0,652.0,185.0,320.0,50.0,69.0,210.0,137.0,330.0,62.0,931.0,54.0,134.0,203.0,22.0,93.0,138.0,108.0
2022-07-18,11,4731.0,3014.0,1807.0,3004.0,1817.0,2268.0,754.0,181.0,495.0,476.0,629.0,203.0,317.0,45.0,64.0,210.0,138.0,308.0,69.0,936.0,47.0,136.0,213.0,21.0,87.0,213.0,105.0
2022-07-18,12,4713.0,2947.0,1839.0,2976.0,1820.0,2280.0,740.0,125.0,494.0,469.0,658.0,195.0,327.0,59.0,68.0,210.0,138.0,315.0,58.0,993.0,46.0,137.0,207.0,21.0,93.0,202.0,104.0
2022-07-18,13,4673.0,2986.0,1778.0,2992.0,1790.0,2330.0,713.0,161.0,501.0,502.0,627.0,216.0,325.0,57.0,64.0,210.0,138.0,334.0,61.0,909.0,56.0,142.0,210.0,22.0,90.0,162.0,121.0
2022-07-18,14,4652.0,3075.0,1691.0,3086.0,1701.0,2412.0,685.0,279.0,503.0,519.0,654.0,226.0,348.0,60.0,74.0,210.0,137.0,246.0,48.0,942.0,53.0,151.0,204.0,23.0,93.0,112.0,106.0
2022-07-18,15,4727.0,3058.0,1707.0,3071.0,1705.0,2378.0,685.0,171.0,509.0,512.0,622.0,220.0,333.0,63.0,64.0,210.0,137.0,245.0,54.0,902.0,53.0,146.0,203.0,23.0,88.0,141.0,100.0
2022-07-18,16,4686.0,3079.0,1756.0,3100.0,1760.0,2440.0,690.0,185.0,504.0,493.0,666.0,213.0,334.0,62.0,67.0,210.0,138.0,246.0,54.0,934.0,49.0,142.0,199.0,23.0,97.0,140.0,98.0
2022-07-18,17,4154.0,2899.0,1370.0,2900.0,1366.0,2250.0,658.0,158.0,497.0,474.0,600.0,208.0,320.0,64.0,76.0,0.0,0.0,263.0,51.0,896.0,53.0,140.0,174.0,21.0,86.0,151.0,97.0
2022-07-18,18,3939.0,2704.0,1409.0,2698.0,1418.0,2127.0,601.0,147.0,472.0,471.0,586.0,163.0,289.0,35.0,59.0,0.0,0.0,357.0,54.0,845.0,47.0,129.0,159.0,18.0,82.0,152.0,72.0
2022-07-18,19,3806.0,2498.0,1396.0,2519.0,1383.0,2028.0,495.0,178.0,481.0,443.0,519.0,135.0,291.0,38.0,53.0,0.0,0.0,371.0,54.0,819.0,43.0,129.0,122.0,23.0,72.0,88.0,66.0
2022-07-18,20,3966.0,2550.0,1442.0,2566.0,1446.0,2109.0,476.0,181.0,477.0,454.0,559.0,133.0,303.0,54.0,54.0,0.0,0.0,382.0,60.0,847.0,46.0,132.0,121.0,21.0,78.0,95.0,69.0
2022-07-18,21,3740.0,2431.0,1373.0,2430.0,1380.0,1997.0,448.0,178.0,476.0,451.0,484.0,124.0,285.0,24.0,52.0,0.0,0.0,336.0,83.0,800.0,40.0,129.0,104.0,11.0,51.0,90.0,66.0
2022-07-18,22,3751.0,2393.0,1399.0,2403.0,1397.0,1981.0,442.0,166.0,473.0,434.0,482.0,117.0,277.0,33.0,49.0,0.0,0.0,357.0,69.0,815.0,43.0,127.0,104.0,8.0,48.0,87.0,66.0
