day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-08-02,0,163.9,451.8,469.2,473.4,116.5,254.9,32.3,52.3,0.0,0.0,365.1,67.9,806.0,31.2,142.5,83.2,17.7,38.6,89.4,56.8
2022-08-02,1,146.3,431.0,448.2,477.1,112.7,215.2,44.5,52.4,0.0,0.0,331.7,53.9,791.8,37.1,136.7,83.3,6.9,36.3,83.4,56.8
2022-08-02,2,124.4,431.3,438.9,533.3,108.0,218.0,30.4,54.3,0.0,0.0,316.2,47.0,794.7,34.9,135.6,81.4,6.7,34.9,70.6,54.5
2022-08-02,3,126.7,427.8,432.4,475.6,105.4,216.6,36.2,52.6,0.0,0.0,269.6,43.9,804.8,32.8,140.2,79.3,6.6,35.5,62.7,53.9
2022-08-02,4,138.4,431.3,434.8,471.4,100.3,230.0,23.2,52.2,0.0,0.0,250.7,41.0,837.4,30.0,134.3,80.1,5.9,37.2,67.6,56.9
2022-08-02,5,129.0,430.7,427.2,469.2,104.0,221.4,54.0,51.7,0.0,0.0,256.7,40.9,854.5,35.1,133.7,82.5,3.1,36.5,63.2,54.3
2022-08-02,6,105.8,410.5,423.8,489.9,101.4,254.7,22.1,51.7,0.0,0.0,264.0,39.4,775.5,36.8,134.9,93.6,7.9,50.3,79.3,69.6
2022-08-02,7,109.4,449.2,456.6,557.0,133.2,264.0,31.4,57.7,0.0,0.0,343.7,49.1,825.3,35.7,138.6,117.0,17.8,60.4,114.3,82.4
2022-08-02,8,173.0,463.1,501.3,569.7,200.4,314.4,52.2,68.1,243.2,138.1,343.7,61.4,877.9,39.1,148.9,147.0,20.8,76.4,141.0,98.0
2022-08-02,9,170.3,500.6,554.6,665.5,214.1,343.5,50.7,73.5,210.0,137.8,343.2,61.9,968.5,50.0,156.1,149.2,21.9,89.2,149.8,116.6
2022-08-02,10,167.4,530.6,560.5,656.4,241.7,361.0,58.5,81.5,210.0,137.4,313.3,59.0,1059.8,53.0,163.2,146.9,25.6,85.5,169.5,131.9
2022-08-02,11,209.7,557.5,557.4,637.8,286.3,347.4,42.9,70.4,210.3,137.5,315.0,58.6,1044.5,54.5,168.8,148.1,24.2,89.9,239.1,123.7
2022-08-02,12,118.2,544.4,562.2,670.8,268.0,346.2,57.7,71.9,210.3,137.7,361.4,70.7,1094.1,52.9,164.5,142.1,25.7,82.8,246.6,103.5
2022-08-02,13,267.9,546.3,575.8,664.5,268.0,387.3,44.2,69.0,210.2,137.5,346.7,57.2,1037.6,49.2,179.1,142.5,25.5,91.5,160.5,125.8
2022-08-02,14,196.9,559.1,573.8,630.3,277.6,348.9,57.1,70.9,210.2,137.3,308.5,51.5,1068.3,53.7,165.4,151.9,25.4,81.9,156.5,117.9
2022-08-02,15,210.3,549.0,576.1,680.0,250.4,347.0,57.4,73.3,210.0,137.6,285.1,58.2,1072.5,51.6,161.6,149.5,25.9,83.9,141.9,121.0
2022-08-02,16,156.4,552.0,583.6,604.9,227.5,361.7,58.8,85.2,210.1,0.0,278.3,55.8,1053.3,47.8,160.7,145.0,25.9,84.3,163.3,114.8
2022-08-02,17,176.6,532.3,563.3,593.5,274.7,318.4,58.8,88.9,0.0,0.0,278.3,58.2,1038.3,54.6,168.1,136.9,25.1,89.5,191.9,102.3
2022-08-02,18,186.5,517.8,549.3,616.8,191.9,329.9,61.9,86.1,0.0,0.0,333.0,61.3,943.3,48.0,161.1,127.7,23.0,77.2,206.4,88.2
2022-08-02,19,229.5,487.1,499.0,551.4,164.9,327.5,28.2,80.1,0.0,0.0,337.2,63.5,870.9,48.9,156.7,100.1,20.8,69.0,105.3,68.8
2022-08-02,20,217.2,501.8,492.0,509.4,148.1,319.7,30.5,74.2,0.0,0.0,347.1,66.2,871.9,43.2,158.1,92.3,21.3,69.8,109.4,69.1
2022-08-02,21,222.8,484.1,481.3,472.0,131.9,308.8,31.1,67.6,0.0,0.0,361.5,66.8,874.8,40.9,152.3,87.6,19.5,49.9,98.9,62.2
2022-08-02,22,184.5,475.3,465.3,518.4,129.8,289.2,21.2,59.5,0.0,0.0,371.7,68.4,904.5,39.5,142.9,86.3,20.0,54.8,107.8,64.4
2022-08-02,23,184.1,465.9,462.4,466.1,120.5,276.2,32.2,57.0,0.0,0.0,381.5,66.3,856.5,40.3,141.9,86.3,18.7,41.8,96.1,67.2
