day,time,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-08-19,0,142.2,400.5,407.9,433.2,119.5,237.7,35.0,50.7,0.0,0.0,309.3,57.1,768.0,35.7,130.8,99.4,18.7,36.1,84.9,65.4
2022-08-19,1,141.2,395.8,397.7,452.8,118.7,231.3,26.2,50.0,0.0,0.0,297.1,56.1,789.5,36.2,127.1,92.6,19.0,35.4,78.3,65.9
2022-08-19,2,134.4,399.2,387.4,464.0,123.5,218.2,26.3,50.6,0.0,0.0,271.6,47.4,823.9,30.1,127.7,92.9,16.1,34.7,73.6,54.8
2022-08-19,3,143.8,386.8,389.9,406.9,107.7,236.1,23.7,50.8,0.0,0.0,251.4,42.8,835.1,30.3,127.9,93.5,15.8,36.1,62.9,56.7
2022-08-19,4,158.7,389.1,380.2,412.6,107.5,217.5,28.5,50.1,0.0,0.0,236.7,39.6,821.9,33.1,126.0,92.7,7.1,35.1,63.8,57.4
2022-08-19,5,138.5,392.0,389.9,413.5,113.0,221.0,28.8,51.9,0.0,0.0,240.9,37.5,763.6,33.6,125.2,95.0,6.9,35.7,61.6,52.8
2022-08-19,6,108.9,401.2,388.1,429.0,128.5,232.5,25.8,55.8,0.0,0.0,250.6,38.1,727.1,35.3,125.9,100.6,7.5,37.6,78.4,53.1
2022-08-19,7,135.8,408.5,410.7,486.7,142.3,258.0,42.4,51.3,0.0,0.0,325.2,48.6,763.2,35.9,127.6,121.8,17.4,68.5,103.1,59.5
2022-08-19,8,189.2,436.4,437.0,574.2,171.5,296.7,50.9,68.1,231.6,139.4,378.4,58.6,904.3,38.5,145.0,167.8,11.1,68.8,132.4,76.6
2022-08-19,9,175.2,464.6,474.7,602.3,203.6,325.5,50.7,66.5,210.3,137.9,398.9,69.9,926.9,45.1,146.5,176.1,23.9,83.2,137.1,111.7
2022-08-19,10,175.4,494.3,492.8,597.8,218.7,315.9,51.5,67.7,209.8,138.1,444.7,70.7,986.5,46.0,156.7,183.3,24.6,88.7,171.9,122.5
2022-08-19,11,115.9,525.5,548.8,606.2,223.2,333.0,62.7,80.7,210.0,137.9,468.5,69.4,1031.7,48.0,153.5,204.2,24.7,84.0,214.8,118.1
2022-08-19,12,143.8,548.4,532.3,624.3,210.5,366.4,57.2,68.5,210.3,137.7,458.6,80.0,1041.3,55.3,155.9,200.3,25.9,84.6,221.1,113.4
2022-08-19,13,192.1,552.4,542.9,578.0,293.7,368.8,54.9,67.1,209.8,137.9,545.1,69.9,1039.7,57.9,153.4,209.4,26.3,80.1,172.7,119.3
2022-08-19,14,213.5,544.8,551.8,682.7,304.3,366.7,63.2,67.1,210.0,137.7,496.5,54.9,1073.9,49.9,158.7,206.7,27.2,90.0,143.5,115.4
2022-08-19,15,214.0,553.6,544.5,665.7,305.4,366.2,51.2,69.9,209.9,137.5,438.4,68.6,1146.4,50.8,160.3,195.6,27.6,93.9,142.1,110.0
2022-08-19,16,195.0,549.7,539.2,653.4,294.1,369.9,57.5,66.8,210.0,137.7,387.8,68.2,1054.6,50.2,152.9,189.1,26.9,93.2,177.7,108.5
2022-08-19,17,165.2,518.2,518.3,584.2,221.8,337.8,64.6,67.7,209.5,0.0,306.2,59.8,1082.5,50.9,156.3,166.7,26.4,85.3,174.1,103.1
2022-08-19,18,184.3,474.5,483.4,593.9,184.9,320.7,37.6,61.7,0.0,0.0,357.2,62.8,1009.8,51.1,143.6,144.1,22.9,70.4,174.3,83.6
2022-08-19,19,187.9,464.9,463.7,506.0,145.1,303.1,45.5,54.3,0.0,0.0,341.1,65.0,831.7,42.2,137.5,118.3,22.9,67.2,97.2,74.4
2022-08-19,20,183.8,459.5,467.7,493.9,191.3,320.8,25.1,55.1,0.0,0.0,362.9,63.7,830.2,42.7,142.5,111.1,13.3,63.6,89.8,58.0
2022-08-19,21,182.6,446.9,456.8,525.7,176.2,281.2,30.6,54.2,0.0,0.0,341.5,61.8,811.5,39.2,143.7,97.4,20.4,49.9,93.6,59.0
2022-08-19,22,178.6,439.2,438.3,463.6,126.7,284.1,23.2,53.3,0.0,0.0,354.2,61.9,818.6,44.3,140.7,96.0,11.5,44.1,88.1,54.7
2022-08-19,23,174.4,442.1,451.9,457.9,171.2,286.2,24.9,54.7,0.0,0.0,372.5,71.1,826.9,40.3,134.7,98.7,18.1,43.6,88.4,56.3
