day,time,SV-2,SV-5,SV-6,HV-M1,HV-M2,HV-NM,HV-EM,중앙P/P,전기전자컴퓨터공학동,신소재공학,생명과학동,기계공학동,LG도서관,창업B동,금호관,"냉각수순환펌프1,2,3","냉각수순환펌프4,5,6",기혼자아파트E동,기숙사9동,고등광/극초단,신소재공학동(E),전기전자컴퓨터공학동(E),생명과학동(E),기계공학동(E),LG도서관(E),중앙P/P(E),고등광연구소(E)
2022-07-11,0,318.1,586.6,222.5,325.7,116.0,225.3,529.4,413.3,997.5,613.7,202.8,807.3,530.0,688.3,53.9,535.1,51.4,964.7,875.7,818.4,96.8,978.4,889.3,31.2,288.3,907.4,301.4
2022-07-11,1,321.4,588.7,223.8,327.9,117.3,227.1,529.8,413.5,997.9,614.0,203.2,807.4,530.2,688.3,53.9,535.1,51.4,965.0,875.8,819.1,96.8,978.6,889.4,31.2,288.4,907.5,301.5
2022-07-11,2,324.7,590.8,225.0,330.0,118.5,228.8,530.2,413.6,998.3,614.4,203.7,807.5,530.5,688.3,54.0,535.1,51.4,965.3,875.8,819.7,96.8,978.7,889.5,31.2,288.4,907.6,301.5
2022-07-11,3,328.0,592.9,226.2,332.1,119.7,230.6,530.5,413.7,998.6,614.8,204.1,807.6,530.7,688.4,54.0,535.1,51.4,965.6,875.8,820.5,96.9,978.8,889.6,31.2,288.4,907.6,301.6
2022-07-11,4,331.3,595.0,227.4,334.1,120.8,232.2,530.9,413.9,999.0,615.2,204.6,807.7,530.9,688.4,54.1,535.1,51.4,965.8,875.9,821.1,96.9,978.9,889.7,31.2,288.5,907.7,301.6
2022-07-11,5,334.5,597.1,228.5,336.2,122.0,233.9,531.3,414.0,999.3,615.6,205.0,807.8,531.2,688.4,54.1,535.1,51.4,966.1,875.9,821.8,96.9,979.0,889.8,31.2,288.5,907.7,301.6
2022-07-11,6,337.6,599.1,229.6,338.2,123.1,235.6,531.6,414.1,999.7,615.9,205.5,807.9,531.4,688.4,54.1,535.1,51.4,966.3,876.0,822.5,96.9,979.1,889.8,31.2,288.5,907.8,301.7
2022-07-11,7,340.8,601.1,230.7,340.3,124.2,237.3,532.0,414.2,0.0,616.3,206.0,808.1,531.6,688.4,54.2,535.1,51.4,966.6,876.0,823.2,97.0,979.2,889.9,31.2,288.6,907.9,301.7
2022-07-11,8,344.1,603.4,231.9,342.5,125.4,239.1,532.4,414.3,0.4,616.7,206.5,808.2,531.8,688.4,54.2,535.1,51.4,966.8,876.0,823.8,97.0,979.3,890.0,31.2,288.6,907.9,301.8
2022-07-11,9,348.2,605.9,233.4,345.1,126.9,241.1,533.0,414.4,0.8,617.1,207.0,808.3,532.1,688.5,54.3,535.3,51.4,967.2,876.1,824.6,97.0,979.4,890.2,31.2,288.7,908.1,301.9
