day,time,강수확률,일최저기온,1시간기온,하늘상태,일최고기온,습도,풍향,1시간강수량,풍속
2022-07-17,20,30.0,24.0,26.0,4.0,32.0,80.0,232.0,0.0,1.6
2022-07-17,21,30.0,24.0,26.0,4.0,32.0,85.0,209.0,0.0,1.3
2022-07-17,22,30.0,24.0,25.0,4.0,32.0,85.0,195.0,0.0,1.1
2022-07-17,23,30.0,24.0,25.0,4.0,32.0,90.0,180.0,0.0,1.1
2022-07-18,0,30.0,22.0,25.0,4.0,32.0,85.0,153.0,0.0,1.6
2022-07-18,1,30.0,22.0,25.0,4.0,32.0,85.0,130.0,0.0,1.6
2022-07-18,2,30.0,22.0,25.0,4.0,32.0,85.0,115.0,0.0,2.1
2022-07-18,3,60.0,22.0,25.0,4.0,32.0,85.0,143.0,2.0,2.0
2022-07-18,4,60.0,22.0,24.0,4.0,32.0,90.0,150.0,5.0,0.8
2022-07-18,5,60.0,22.0,24.0,4.0,32.0,95.0,164.0,3.0,1.5
2022-07-18,6,60.0,22.0,24.0,4.0,32.0,95.0,126.0,3.0,2.6
2022-07-18,7,60.0,22.0,25.0,4.0,32.0,90.0,96.0,4.0,3.1
2022-07-18,8,60.0,22.0,25.0,4.0,32.0,90.0,110.0,5.0,2.3
2022-07-18,9,60.0,22.0,25.0,4.0,32.0,90.0,132.0,3.0,3.1
2022-07-18,10,61.0,22.0,26.0,4.0,32.0,90.0,137.0,4.0,3.3
2022-07-18,11,60.0,22.0,26.0,4.0,32.0,90.0,156.0,0.0,3.2
2022-07-18,12,60.0,22.0,26.0,4.0,32.0,90.0,172.0,0.0,3.0
2022-07-18,13,60.0,22.0,27.0,4.0,32.0,85.0,175.0,2.0,2.4
2022-07-18,14,61.0,22.0,28.0,4.0,32.0,85.0,197.0,5.0,3.0
2022-07-18,15,60.0,22.0,28.0,4.0,32.0,85.0,200.0,6.0,3.5
2022-07-18,16,60.0,22.0,27.0,4.0,32.0,85.0,184.0,9.0,2.8
2022-07-18,17,60.0,22.0,27.0,4.0,32.0,85.0,172.0,9.0,2.7
2022-07-18,18,60.0,22.0,27.0,4.0,32.0,85.0,172.0,12.0,2.9
2022-07-18,19,60.0,22.0,27.0,4.0,32.0,90.0,175.0,6.0,2.5
2022-07-18,20,60.0,22.0,27.0,4.0,32.0,90.0,185.0,0.0,2.3
2022-07-18,21,60.0,22.0,27.0,4.0,32.0,90.0,201.0,0.0,2.5
2022-07-18,22,30.0,22.0,26.0,4.0,32.0,90.0,201.0,0.0,2.5
2022-07-18,23,30.0,22.0,26.0,4.0,32.0,90.0,198.0,0.0,2.5
2022-07-19,0,30.0,24.0,25.0,4.0,31.0,95.0,257.0,0.0,2.6
2022-07-19,1,30.0,24.0,25.0,4.0,31.0,95.0,286.0,0.0,2.2
2022-07-19,2,30.0,24.0,25.0,4.0,31.0,95.0,302.0,0.0,1.5
2022-07-19,3,30.0,24.0,25.0,4.0,31.0,95.0,315.0,0.0,1.8
2022-07-19,4,30.0,24.0,24.0,4.0,31.0,95.0,328.0,0.0,2.2
2022-07-19,5,30.0,24.0,24.0,4.0,31.0,95.0,336.0,0.0,1.2
2022-07-19,6,30.0,24.0,24.0,4.0,31.0,95.0,333.0,0.0,1.3
2022-07-19,7,30.0,24.0,25.0,4.0,31.0,90.0,332.0,0.0,1.9
2022-07-19,8,30.0,24.0,26.0,4.0,31.0,85.0,331.0,0.0,2.1
2022-07-19,9,20.0,24.0,27.0,3.0,31.0,80.0,317.0,0.0,2.1
2022-07-19,10,20.0,24.0,28.0,3.0,31.0,75.0,309.0,0.0,2.6
2022-07-19,11,20.0,24.0,29.0,3.0,31.0,70.0,299.0,0.0,2.5
2022-07-19,12,20.0,24.0,30.0,3.0,31.0,65.0,289.0,0.0,2.8
2022-07-19,13,20.0,24.0,31.0,3.0,31.0,60.0,286.0,0.0,2.9
2022-07-19,14,0.0,24.0,31.0,1.0,31.0,60.0,283.0,0.0,3.1
2022-07-19,15,0.0,24.0,30.0,1.0,31.0,60.0,286.0,0.0,3.2
2022-07-19,16,0.0,24.0,30.0,1.0,31.0,60.0,291.0,0.0,3.4
2022-07-19,17,20.0,24.0,30.0,3.0,31.0,60.0,287.0,0.0,2.8
2022-07-19,18,20.0,24.0,29.0,3.0,31.0,65.0,283.0,0.0,2.8
2022-07-19,19,20.0,24.0,27.0,3.0,31.0,75.0,279.0,0.0,1.8
2022-07-19,20,20.0,24.0,26.0,3.0,31.0,80.0,255.0,0.0,1.1
2022-07-19,21,20.0,24.0,25.0,3.0,31.0,85.0,276.0,0.0,1.0
2022-07-19,22,20.0,24.0,24.0,3.0,31.0,90.0,280.0,0.0,1.1
2022-07-19,23,20.0,24.0,24.0,3.0,31.0,90.0,288.0,0.0,0.9
2022-07-20,0,30.0,22.0,24.0,4.0,31.0,90.0,270.0,0.0,0.7
2022-07-20,1,20.0,22.0,24.0,3.0,31.0,95.0,278.0,0.0,0.7
2022-07-20,2,20.0,22.0,24.0,3.0,31.0,95.0,270.0,0.0,0.7
2022-07-20,3,20.0,22.0,23.0,3.0,31.0,95.0,277.0,0.0,0.8
2022-07-20,4,20.0,22.0,23.0,3.0,31.0,95.0,310.0,0.0,0.8
2022-07-20,5,20.0,22.0,23.0,3.0,31.0,100.0,9.0,0.0,0.6
2022-07-20,6,20.0,22.0,23.0,3.0,31.0,95.0,34.0,0.0,0.7
2022-07-20,7,0.0,22.0,24.0,1.0,31.0,95.0,58.0,0.0,0.9
2022-07-20,8,0.0,22.0,24.0,1.0,31.0,90.0,72.0,0.0,0.9
2022-07-20,9,0.0,22.0,26.0,1.0,31.0,85.0,50.0,0.0,0.8
2022-07-20,10,0.0,22.0,27.0,1.0,31.0,75.0,31.0,0.0,0.6
2022-07-20,11,20.0,22.0,29.0,3.0,31.0,70.0,13.0,0.0,0.9
2022-07-20,12,0.0,22.0,30.0,1.0,31.0,65.0,6.0,0.0,0.9
2022-07-20,13,0.0,22.0,31.0,1.0,31.0,60.0,326.0,0.0,0.4
2022-07-20,14,0.0,22.0,32.0,1.0,31.0,55.0,288.0,0.0,0.3
2022-07-20,15,0.0,22.0,32.0,1.0,31.0,50.0,243.0,0.0,0.4
2022-07-20,16,20.0,22.0,33.0,3.0,31.0,50.0,252.0,0.0,1.3
2022-07-20,17,30.0,22.0,32.0,4.0,31.0,55.0,264.0,0.0,1.9
2022-07-20,18,30.0,22.0,31.0,4.0,31.0,65.0,270.0,0.0,1.8
2022-07-20,19,30.0,22.0,29.0,4.0,31.0,75.0,270.0,0.0,1.1
2022-07-20,20,30.0,22.0,28.0,4.0,31.0,80.0,270.0,0.0,0.6
2022-07-20,21,30.0,22.0,27.0,4.0,31.0,85.0,187.0,0.0,0.8
2022-07-20,22,60.0,22.0,27.0,4.0,31.0,85.0,165.0,3.0,1.1
2022-07-20,23,60.0,22.0,26.0,4.0,31.0,85.0,148.0,1.0,1.5
2022-07-21,0,62.0,22.0,25.0,4.0,31.0,90.0,138.0,4.0,1.3
2022-07-21,1,68.0,22.0,25.0,4.0,31.0,90.0,150.0,8.0,2.2
2022-07-21,2,69.0,22.0,24.0,4.0,31.0,90.0,149.0,6.0,4.4
2022-07-21,3,99.0,22.0,24.0,4.0,31.0,90.0,148.0,7.0,3.9
2022-07-21,4,87.0,22.0,24.0,4.0,31.0,90.0,169.0,10.0,4.2
2022-07-21,5,100.0,22.0,25.0,4.0,31.0,95.0,180.0,7.0,4.0
2022-07-21,6,100.0,22.0,25.0,4.0,31.0,95.0,194.0,3.0,3.7
2022-07-21,7,90.0,22.0,26.0,4.0,31.0,95.0,219.0,2.0,3.8
2022-07-21,8,30.0,22.0,26.0,4.0,31.0,90.0,233.0,0.0,3.5
2022-07-21,9,30.0,22.0,26.0,4.0,31.0,90.0,239.0,0.0,3.5
2022-07-21,10,30.0,22.0,27.0,4.0,31.0,90.0,239.0,0.0,2.9
2022-07-21,11,30.0,22.0,27.0,4.0,31.0,85.0,247.0,0.0,3.3
2022-07-21,12,30.0,22.0,27.0,4.0,31.0,85.0,266.0,0.0,2.9
2022-07-21,13,30.0,22.0,28.0,4.0,31.0,80.0,278.0,0.0,3.4
2022-07-21,14,30.0,22.0,29.0,4.0,31.0,75.0,301.0,0.0,3.7
2022-07-21,15,30.0,22.0,29.0,4.0,31.0,75.0,315.0,0.0,4.0
2022-07-21,16,30.0,22.0,29.0,4.0,31.0,70.0,317.0,0.0,4.2
2022-07-21,17,30.0,22.0,29.0,4.0,31.0,70.0,317.0,0.0,4.5
2022-07-21,18,30.0,22.0,28.0,4.0,31.0,70.0,317.0,0.0,3.8
2022-07-21,19,20.0,22.0,27.0,3.0,31.0,75.0,310.0,0.0,2.3
2022-07-21,20,20.0,22.0,25.0,3.0,31.0,80.0,307.0,0.0,2.0
2022-07-21,21,20.0,22.0,25.0,3.0,31.0,80.0,306.0,0.0,1.7
2022-07-21,22,0.0,22.0,24.0,1.0,31.0,85.0,304.0,0.0,1.4
2022-07-21,23,0.0,22.0,24.0,1.0,31.0,85.0,290.0,0.0,1.2
2022-07-22,0,20.0,23.0,23.0,3.0,31.0,85.0,288.0,0.0,1.9
2022-07-22,1,20.0,23.0,23.0,3.0,31.0,90.0,297.0,0.0,1.8
2022-07-22,2,0.0,23.0,23.0,1.0,31.0,90.0,298.0,0.0,1.5
2022-07-22,3,20.0,23.0,23.0,3.0,31.0,90.0,306.0,0.0,1.4
2022-07-22,4,30.0,23.0,22.0,4.0,31.0,95.0,315.0,0.0,1.1
2022-07-22,5,30.0,23.0,22.0,4.0,31.0,95.0,315.0,0.0,1.1
2022-07-22,6,30.0,23.0,22.0,4.0,31.0,95.0,326.0,0.0,1.1
2022-07-22,7,30.0,23.0,24.0,4.0,31.0,90.0,328.0,0.0,1.5
2022-07-22,8,30.0,23.0,25.0,4.0,31.0,85.0,320.0,0.0,1.7
2022-07-22,9,30.0,23.0,26.0,4.0,31.0,80.0,313.0,0.0,2.2
2022-07-22,10,20.0,23.0,27.0,3.0,31.0,75.0,306.0,0.0,2.6
2022-07-22,11,20.0,23.0,27.0,3.0,31.0,75.0,297.0,0.0,2.9
2022-07-22,12,30.0,23.0,28.0,4.0,31.0,75.0,289.0,0.0,3.1
2022-07-22,13,20.0,23.0,29.0,3.0,31.0,70.0,284.0,0.0,3.2
2022-07-22,14,20.0,23.0,29.0,3.0,31.0,70.0,281.0,0.0,3.1
2022-07-22,15,20.0,23.0,29.0,3.0,31.0,70.0,282.0,0.0,3.0
2022-07-22,16,20.0,23.0,29.0,3.0,31.0,65.0,281.0,0.0,3.2
2022-07-22,17,20.0,23.0,29.0,3.0,31.0,65.0,284.0,0.0,3.0
2022-07-22,18,20.0,23.0,28.0,3.0,31.0,70.0,292.0,0.0,2.4
2022-07-22,19,20.0,23.0,27.0,3.0,31.0,75.0,305.0,0.0,1.2
2022-07-22,20,20.0,23.0,25.0,3.0,31.0,80.0,302.0,0.0,0.9
2022-07-22,21,20.0,23.0,24.0,3.0,31.0,85.0,315.0,0.0,1.0
2022-07-22,22,20.0,23.0,24.0,3.0,31.0,90.0,338.0,0.0,1.1
2022-07-22,23,0.0,23.0,24.0,1.0,31.0,90.0,349.0,0.0,1.0
2022-07-23,0,0.0,23.0,23.0,1.0,32.0,90.0,153.0,0.0,0.4
2022-07-23,1,0.0,23.0,22.0,1.0,32.0,95.0,157.0,0.0,0.8
2022-07-23,2,20.0,23.0,22.0,3.0,32.0,95.0,162.0,0.0,0.9
2022-07-23,3,20.0,23.0,22.0,3.0,32.0,95.0,180.0,0.0,1.0
2022-07-23,4,30.0,23.0,22.0,4.0,32.0,95.0,201.0,0.0,0.9
2022-07-23,5,30.0,23.0,22.0,4.0,32.0,95.0,153.0,0.0,0.9
2022-07-23,6,20.0,23.0,22.0,3.0,32.0,95.0,159.0,0.0,0.9
2022-07-23,7,20.0,23.0,23.0,3.0,32.0,90.0,149.0,0.0,1.2
2022-07-23,8,20.0,23.0,24.0,3.0,32.0,90.0,160.0,0.0,1.5
2022-07-23,9,20.0,23.0,25.0,3.0,32.0,80.0,177.0,0.0,1.7
2022-07-23,10,30.0,23.0,26.0,4.0,32.0,80.0,193.0,0.0,1.8
2022-07-23,11,20.0,23.0,27.0,3.0,32.0,70.0,185.0,0.0,2.1
2022-07-23,12,20.0,23.0,28.0,3.0,32.0,65.0,202.0,0.0,2.4
2022-07-23,13,20.0,23.0,29.0,3.0,32.0,65.0,197.0,0.0,2.4
2022-07-23,14,30.0,23.0,29.0,4.0,32.0,65.0,190.0,0.0,2.7
2022-07-23,15,30.0,23.0,29.0,4.0,32.0,65.0,178.0,0.0,3.1
2022-07-23,16,30.0,23.0,29.0,4.0,32.0,65.0,169.0,0.0,3.6
2022-07-23,17,20.0,23.0,28.0,3.0,32.0,65.0,163.0,0.0,3.8
2022-07-23,18,30.0,23.0,27.0,4.0,32.0,70.0,158.0,0.0,3.7
2022-07-23,19,60.0,23.0,26.0,4.0,32.0,75.0,158.0,0.0,2.9
2022-07-23,20,60.0,23.0,25.0,4.0,32.0,80.0,153.0,0.0,3.0
2022-07-23,21,60.0,23.0,25.0,4.0,32.0,85.0,143.0,2.0,4.0
2022-07-23,22,60.0,23.0,24.0,4.0,32.0,90.0,148.0,3.0,3.8
2022-07-23,23,60.0,23.0,24.0,4.0,32.0,90.0,151.0,20.0,3.8
2022-07-24,0,60.0,23.0,25.0,4.0,32.0,90.0,153.0,3.0,3.3
2022-07-24,1,60.0,23.0,24.0,4.0,32.0,95.0,155.0,2.0,3.5
2022-07-24,2,60.0,23.0,25.0,4.0,32.0,95.0,158.0,1.0,3.1
2022-07-24,3,60.0,23.0,25.0,4.0,32.0,95.0,167.0,2.0,2.7
2022-07-24,4,30.0,23.0,25.0,4.0,32.0,95.0,170.0,0.0,2.2
2022-07-24,5,60.0,23.0,25.0,4.0,32.0,95.0,183.0,0.0,2.2
2022-07-24,6,60.0,23.0,24.0,4.0,32.0,95.0,198.0,0.0,2.0
2022-07-24,7,30.0,23.0,25.0,4.0,32.0,90.0,202.0,0.0,2.4
2022-07-24,8,30.0,23.0,25.0,4.0,32.0,90.0,196.0,0.0,2.9
2022-07-24,9,30.0,23.0,26.0,4.0,32.0,90.0,200.0,0.0,2.9
2022-07-24,10,30.0,23.0,26.0,4.0,32.0,90.0,214.0,0.0,2.5
2022-07-24,11,30.0,23.0,27.0,4.0,32.0,85.0,234.0,0.0,2.7
2022-07-24,12,30.0,23.0,28.0,4.0,32.0,80.0,246.0,0.0,3.2
2022-07-24,13,30.0,23.0,29.0,4.0,32.0,75.0,254.0,0.0,3.6
2022-07-24,14,30.0,23.0,29.0,4.0,32.0,75.0,261.0,0.0,3.9
2022-07-24,15,30.0,23.0,29.0,4.0,32.0,75.0,270.0,0.0,4.1
2022-07-24,16,30.0,23.0,29.0,4.0,32.0,75.0,276.0,0.0,4.0
2022-07-24,17,30.0,23.0,28.0,4.0,32.0,80.0,280.0,0.0,3.5
2022-07-24,18,30.0,23.0,27.0,4.0,32.0,80.0,283.0,0.0,3.1
2022-07-24,19,30.0,23.0,27.0,4.0,32.0,85.0,278.0,0.0,2.1
2022-07-24,20,30.0,23.0,26.0,4.0,32.0,85.0,278.0,0.0,2.1
2022-07-24,21,30.0,23.0,25.0,4.0,32.0,90.0,285.0,0.0,2.3
2022-07-24,22,30.0,23.0,25.0,4.0,32.0,90.0,284.0,0.0,2.1
2022-07-24,23,30.0,23.0,25.0,4.0,32.0,90.0,279.0,0.0,1.8
2022-07-25,0,30.0,23.0,24.0,4.0,33.0,95.0,262.0,0.0,1.5
2022-07-25,1,30.0,23.0,24.0,4.0,33.0,95.0,262.0,0.0,1.4
2022-07-25,2,30.0,23.0,24.0,4.0,33.0,95.0,261.0,0.0,1.3
2022-07-25,3,30.0,23.0,24.0,4.0,33.0,95.0,264.0,0.0,1.0
2022-07-25,4,30.0,23.0,23.0,4.0,33.0,95.0,259.0,0.0,1.0
2022-07-25,5,30.0,23.0,23.0,4.0,33.0,95.0,259.0,0.0,1.0
2022-07-25,6,30.0,23.0,23.0,4.0,33.0,95.0,285.0,0.0,1.1
2022-07-25,7,30.0,23.0,24.0,4.0,33.0,90.0,302.0,0.0,1.3
2022-07-25,8,30.0,23.0,25.0,4.0,33.0,90.0,315.0,0.0,1.4
2022-07-25,9,30.0,23.0,26.0,4.0,33.0,85.0,315.0,0.0,1.3
2022-07-25,10,30.0,23.0,27.0,4.0,33.0,80.0,325.0,0.0,1.2
2022-07-25,11,30.0,23.0,28.0,4.0,33.0,75.0,335.0,0.0,1.4
2022-07-25,12,30.0,23.0,29.0,4.0,33.0,70.0,330.0,0.0,1.4
2022-07-25,13,30.0,23.0,30.0,4.0,33.0,65.0,328.0,0.0,1.5
2022-07-25,14,20.0,23.0,31.0,3.0,33.0,65.0,325.0,0.0,1.9
2022-07-25,15,20.0,23.0,31.0,3.0,33.0,65.0,321.0,0.0,1.9
2022-07-25,16,20.0,23.0,31.0,3.0,33.0,65.0,317.0,0.0,1.9
2022-07-25,17,20.0,23.0,31.0,3.0,33.0,65.0,319.0,0.0,1.8
2022-07-25,18,20.0,23.0,30.0,3.0,33.0,70.0,325.0,0.0,1.9
2022-07-25,19,20.0,23.0,28.0,3.0,33.0,75.0,318.0,0.0,1.5
2022-07-25,20,0.0,23.0,27.0,1.0,33.0,85.0,318.0,0.0,1.3
2022-07-25,21,0.0,23.0,26.0,1.0,33.0,90.0,329.0,0.0,1.2
2022-07-25,22,0.0,23.0,25.0,1.0,33.0,90.0,342.0,0.0,0.9
2022-07-25,23,20.0,23.0,25.0,3.0,33.0,95.0,13.0,0.0,0.9
2022-07-26,0,30.0,22.0,25.0,4.0,33.0,95.0,45.0,0.0,0.8
2022-07-26,1,30.0,22.0,24.0,4.0,33.0,95.0,97.0,0.0,0.8
2022-07-26,2,20.0,22.0,24.0,3.0,33.0,95.0,119.0,0.0,1.0
2022-07-26,3,20.0,22.0,23.0,3.0,33.0,95.0,135.0,0.0,1.1
2022-07-26,4,0.0,22.0,23.0,1.0,33.0,95.0,142.0,0.0,1.1
2022-07-26,5,20.0,22.0,23.0,3.0,33.0,95.0,151.0,0.0,1.0
2022-07-26,6,20.0,22.0,23.0,3.0,33.0,95.0,135.0,0.0,1.0
2022-07-26,7,20.0,22.0,24.0,3.0,33.0,90.0,124.0,0.0,1.1
2022-07-26,8,20.0,22.0,26.0,3.0,33.0,85.0,120.0,0.0,1.4
2022-07-26,9,20.0,22.0,28.0,3.0,33.0,80.0,132.0,0.0,1.2
2022-07-26,10,20.0,22.0,29.0,3.0,33.0,75.0,145.0,0.0,1.2
2022-07-26,11,20.0,22.0,30.0,3.0,33.0,70.0,143.0,0.0,1.5
2022-07-26,12,20.0,22.0,31.0,3.0,33.0,65.0,155.0,0.0,1.7
2022-07-26,13,60.0,22.0,32.0,3.0,33.0,60.0,159.0,6.0,1.9
2022-07-26,14,60.0,22.0,32.0,3.0,33.0,60.0,162.0,6.0,2.0
2022-07-26,15,60.0,22.0,32.0,3.0,33.0,60.0,170.0,5.0,2.2
2022-07-26,16,60.0,22.0,32.0,3.0,33.0,60.0,172.0,3.0,2.2
2022-07-26,17,20.0,22.0,32.0,3.0,33.0,60.0,170.0,0.0,2.3
2022-07-26,18,60.0,22.0,31.0,4.0,33.0,65.0,175.0,3.0,2.1
2022-07-26,19,30.0,22.0,29.0,4.0,33.0,75.0,180.0,0.0,1.3
2022-07-26,20,30.0,22.0,28.0,4.0,33.0,85.0,185.0,0.0,1.1
2022-07-26,21,20.0,22.0,27.0,3.0,33.0,85.0,204.0,0.0,1.2
2022-07-26,22,20.0,22.0,26.0,3.0,33.0,90.0,164.0,0.0,0.7
2022-07-26,23,20.0,22.0,26.0,3.0,33.0,90.0,156.0,0.0,1.0
2022-07-27,0,20.0,24.0,25.0,3.0,33.0,90.0,128.0,0.0,1.8
2022-07-27,1,20.0,24.0,24.0,3.0,33.0,90.0,156.0,0.0,1.2
2022-07-27,2,0.0,24.0,24.0,1.0,33.0,90.0,141.0,0.0,1.3
2022-07-27,3,0.0,24.0,23.0,1.0,33.0,95.0,124.0,0.0,1.4
2022-07-27,4,20.0,24.0,23.0,3.0,33.0,95.0,119.0,0.0,2.1
2022-07-27,5,20.0,24.0,22.0,3.0,33.0,95.0,126.0,0.0,1.7
2022-07-27,6,0.0,24.0,22.0,1.0,33.0,95.0,118.0,0.0,2.1
2022-07-27,7,0.0,24.0,24.0,1.0,33.0,85.0,127.0,0.0,2.5
2022-07-27,8,0.0,24.0,25.0,1.0,33.0,80.0,120.0,0.0,3.0
2022-07-27,9,0.0,24.0,26.0,1.0,33.0,75.0,124.0,0.0,3.2
2022-07-27,10,0.0,24.0,27.0,1.0,33.0,70.0,132.0,0.0,3.1
2022-07-27,11,20.0,24.0,29.0,3.0,33.0,65.0,135.0,0.0,3.3
2022-07-27,12,0.0,24.0,30.0,1.0,33.0,60.0,137.0,0.0,3.3
2022-07-27,13,0.0,24.0,31.0,1.0,33.0,55.0,142.0,0.0,3.3
2022-07-27,14,0.0,24.0,31.0,1.0,33.0,55.0,158.0,0.0,3.1
2022-07-27,15,20.0,24.0,31.0,3.0,33.0,55.0,159.0,0.0,3.0
2022-07-27,16,20.0,24.0,31.0,3.0,33.0,55.0,149.0,0.0,2.7
2022-07-27,17,20.0,24.0,31.0,3.0,33.0,55.0,144.0,0.0,2.9
2022-07-27,18,0.0,24.0,30.0,1.0,33.0,60.0,142.0,0.0,2.8
2022-07-27,19,0.0,24.0,29.0,1.0,33.0,70.0,147.0,0.0,2.0
2022-07-27,20,0.0,24.0,27.0,1.0,33.0,75.0,147.0,0.0,2.0
2022-07-27,21,20.0,24.0,26.0,3.0,33.0,80.0,142.0,0.0,2.3
2022-07-27,22,0.0,24.0,25.0,1.0,33.0,85.0,143.0,0.0,2.5
2022-07-27,23,0.0,24.0,25.0,1.0,33.0,90.0,139.0,0.0,2.8
2022-07-28,0,20.0,25.0,25.0,3.0,33.0,90.0,121.0,0.0,1.7
2022-07-28,1,20.0,25.0,25.0,3.0,33.0,90.0,119.0,0.0,1.8
2022-07-28,2,20.0,25.0,24.0,3.0,33.0,90.0,126.0,0.0,1.7
2022-07-28,3,20.0,25.0,24.0,3.0,33.0,95.0,129.0,0.0,1.4
2022-07-28,4,30.0,25.0,24.0,4.0,33.0,95.0,132.0,0.0,1.2
2022-07-28,5,20.0,25.0,23.0,3.0,33.0,95.0,141.0,0.0,1.3
2022-07-28,6,20.0,25.0,23.0,3.0,33.0,95.0,135.0,0.0,1.4
2022-07-28,7,20.0,25.0,25.0,3.0,33.0,85.0,135.0,0.0,2.3
2022-07-28,8,0.0,25.0,27.0,1.0,33.0,80.0,135.0,0.0,3.1
2022-07-28,9,0.0,25.0,29.0,1.0,33.0,75.0,137.0,0.0,3.4
2022-07-28,10,30.0,25.0,30.0,4.0,33.0,70.0,144.0,0.0,3.1
2022-07-28,11,20.0,25.0,31.0,3.0,33.0,65.0,147.0,0.0,3.0
2022-07-28,12,0.0,25.0,31.0,1.0,33.0,60.0,151.0,0.0,3.1
2022-07-28,13,0.0,25.0,33.0,1.0,33.0,60.0,160.0,0.0,2.9
2022-07-28,14,0.0,25.0,33.0,1.0,33.0,55.0,155.0,0.0,3.1
2022-07-28,15,0.0,25.0,33.0,1.0,33.0,55.0,150.0,0.0,3.2
2022-07-28,16,0.0,25.0,33.0,1.0,33.0,55.0,152.0,0.0,3.2
2022-07-28,17,0.0,25.0,33.0,1.0,33.0,55.0,153.0,0.0,3.1
2022-07-28,18,0.0,25.0,31.0,1.0,33.0,60.0,154.0,0.0,2.5
2022-07-28,19,20.0,25.0,30.0,3.0,33.0,65.0,145.0,0.0,1.9
2022-07-28,20,30.0,25.0,29.0,4.0,33.0,70.0,135.0,0.0,2.1
2022-07-28,21,20.0,25.0,28.0,3.0,33.0,75.0,128.0,0.0,2.3
2022-07-28,22,20.0,25.0,27.0,3.0,33.0,80.0,130.0,0.0,2.6
2022-07-28,23,20.0,25.0,26.0,3.0,33.0,85.0,133.0,0.0,2.6
2022-07-29,0,0.0,26.0,26.0,1.0,29.0,85.0,130.0,0.0,2.6
2022-07-29,1,0.0,26.0,26.0,1.0,29.0,90.0,130.0,0.0,2.5
2022-07-29,2,0.0,26.0,26.0,1.0,29.0,90.0,139.0,0.0,1.8
2022-07-29,3,0.0,26.0,26.0,1.0,29.0,90.0,138.0,0.0,1.5
2022-07-29,4,0.0,26.0,25.0,1.0,29.0,90.0,124.0,0.0,1.4
2022-07-29,5,0.0,26.0,25.0,1.0,29.0,90.0,115.0,0.0,1.4
2022-07-29,6,0.0,26.0,25.0,1.0,29.0,90.0,108.0,0.0,1.6
2022-07-29,7,0.0,26.0,26.0,1.0,29.0,85.0,111.0,0.0,2.2
2022-07-29,8,0.0,26.0,28.0,1.0,29.0,80.0,117.0,0.0,3.0
2022-07-29,9,0.0,26.0,30.0,1.0,29.0,70.0,119.0,0.0,3.1
2022-07-29,10,0.0,26.0,31.0,1.0,29.0,65.0,114.0,0.0,3.2
2022-07-29,11,0.0,26.0,32.0,1.0,29.0,60.0,108.0,0.0,3.3
2022-07-29,12,0.0,26.0,33.0,1.0,29.0,55.0,109.0,0.0,3.4
2022-07-29,13,0.0,26.0,34.0,1.0,29.0,55.0,113.0,0.0,3.6
2022-07-29,14,0.0,26.0,34.0,1.0,29.0,50.0,117.0,0.0,3.8
2022-07-29,15,0.0,26.0,34.0,1.0,29.0,55.0,120.0,0.0,3.9
2022-07-29,16,0.0,26.0,34.0,1.0,29.0,55.0,122.0,0.0,3.9
2022-07-29,17,0.0,26.0,33.0,1.0,29.0,55.0,117.0,0.0,3.3
2022-07-29,18,0.0,26.0,33.0,1.0,29.0,60.0,111.0,0.0,2.2
2022-07-29,19,0.0,26.0,31.0,1.0,29.0,65.0,120.0,0.0,1.6
2022-07-29,20,0.0,26.0,30.0,1.0,29.0,70.0,122.0,0.0,1.5
2022-07-29,21,0.0,26.0,29.0,1.0,29.0,75.0,99.0,0.0,1.2
2022-07-29,22,0.0,26.0,28.0,1.0,29.0,75.0,94.0,0.0,1.3
2022-07-29,23,0.0,26.0,28.0,1.0,29.0,80.0,93.0,0.0,1.7
2022-07-30,0,0.0,25.0,27.0,1.0,31.0,80.0,76.0,0.0,1.2
2022-07-30,1,0.0,25.0,27.0,1.0,31.0,80.0,72.0,0.0,1.3
2022-07-30,2,0.0,25.0,26.0,1.0,31.0,80.0,65.0,0.0,1.4
2022-07-30,3,0.0,25.0,26.0,1.0,31.0,85.0,73.0,0.0,1.7
2022-07-30,4,0.0,25.0,25.0,1.0,31.0,85.0,74.0,0.0,1.8
2022-07-30,5,0.0,25.0,25.0,1.0,31.0,90.0,78.0,0.0,1.9
2022-07-30,6,20.0,25.0,25.0,3.0,31.0,85.0,87.0,0.0,2.2
2022-07-30,7,20.0,25.0,27.0,3.0,31.0,80.0,94.0,0.0,3.0
2022-07-30,8,20.0,25.0,28.0,3.0,31.0,75.0,99.0,0.0,4.3
2022-07-30,9,30.0,25.0,30.0,4.0,31.0,70.0,106.0,0.0,4.6
2022-07-30,10,30.0,25.0,30.0,4.0,31.0,70.0,108.0,0.0,4.0
2022-07-30,11,30.0,25.0,30.0,4.0,31.0,70.0,114.0,0.0,3.9
2022-07-30,12,30.0,25.0,30.0,4.0,31.0,70.0,123.0,0.0,4.0
2022-07-30,13,30.0,25.0,30.0,4.0,31.0,70.0,122.0,0.0,3.8
2022-07-30,14,30.0,25.0,31.0,4.0,31.0,70.0,112.0,0.0,2.2
2022-07-30,15,30.0,25.0,30.0,4.0,31.0,70.0,97.0,0.0,2.3
2022-07-30,16,30.0,25.0,30.0,4.0,31.0,70.0,97.0,0.0,2.6
