day,time,weekday,1시간기온,1시간강수량,일최고기온,일최저기온,중앙P/P_석사,전기전자컴퓨터공학동_석사,신소재공학_석사,생명과학동_석사,기계공학동_석사,LG도서관_석사,창업B동_석사,금호관_석사,"냉각수순환펌프1,2,3_석사","냉각수순환펌프4,5,6_석사",기혼자아파트E동_석사,기숙사9동_석사,고등광/극초단_석사,신소재공학동(E)_석사,전기전자컴퓨터공학동(E)_석사,생명과학동(E)_석사,기계공학동(E)_석사,LG도서관(E)_석사,중앙P/P(E)_석사,고등광연구소(E)_석사,신재생에너지동_학사,대학B동_학사,대학기숙사A동_학사,제2학생회관_학사,학사P/P_학사,교원아파트_학사,대학C동_학사,중앙연구기기센터_학사,대학A동_학사,다산빌딩_학사,산학협력연구동_학사,신재생에너지동(E)_학사,대학B동(E)_학사,대학기숙사A동(E)_학사,학사P/P(E)_학사,제2학생회관(E)_학사,교원아파트(E)_학사,대학C동(E)_학사,중앙연구기기센터(E)_학사,대학A동(E)_학사,다산빌딩(E)_학사,산학협력연구동(E)_학사
2022-07-15,3,Friday,24.0,0.0,31.0,23.0,131.1,427.5,417.2,457.7,106.1,194.8,32.7,48.6,0.0,0.0,255.8,40.0,781.6,29.7,112.3,98.6,7.6,34.3,64.9,57.6,886.8,219.1,114.9,60.4,54.6,49.1,182.8,340.8,29.6,514.3,0.0,79.6,32.1,32.6,36.3,22.5,23.9,15.8,46.7,24.5,35.3,17.4
2022-07-15,4,Friday,23.0,0.0,31.0,23.0,138.5,427.1,400.4,395.7,100.5,210.9,27.9,48.7,0.0,0.0,236.6,53.5,820.0,34.3,112.0,99.8,14.3,35.0,67.9,58.4,899.0,225.6,104.3,59.5,60.1,42.9,192.7,304.7,27.2,544.8,0.0,78.9,23.1,21.2,38.5,21.3,13.4,17.5,47.3,12.1,34.8,17.8
2022-07-15,5,Friday,23.0,0.0,31.0,23.0,125.4,424.9,402.8,407.9,101.3,199.3,29.5,49.4,0.0,0.0,229.8,37.7,804.2,30.2,110.2,103.7,15.5,32.2,63.9,57.6,896.4,227.1,123.9,117.5,62.6,43.3,190.0,308.1,31.9,504.5,0.0,88.0,24.9,20.5,21.2,27.8,23.8,29.5,57.6,14.8,43.9,17.3
2022-07-15,6,Friday,23.0,0.0,31.0,23.0,100.0,398.8,395.6,467.4,107.1,236.2,35.3,49.4,0.0,0.0,275.4,40.0,776.0,36.2,109.9,113.2,14.0,46.3,87.4,70.2,883.9,243.1,123.9,155.4,59.4,45.6,188.8,295.8,51.0,496.7,0.0,86.0,37.5,18.8,28.4,31.1,23.9,15.1,47.3,19.0,44.0,20.9
2022-07-15,7,Friday,24.0,0.0,31.0,23.0,95.4,427.3,414.3,487.0,115.6,279.3,34.5,52.1,0.0,0.0,329.3,64.7,817.2,35.2,119.0,134.2,14.4,60.9,101.9,72.0,958.2,285.4,112.8,207.1,62.1,66.1,196.7,290.6,75.7,551.4,10.3,103.9,39.4,39.2,23.8,33.3,42.7,22.5,48.4,19.4,53.0,20.8
2022-07-15,8,Friday,25.0,0.0,31.0,23.0,102.9,463.8,470.4,549.8,212.5,315.2,50.9,64.6,205.6,110.2,378.4,65.7,872.7,43.5,129.1,178.0,17.5,70.6,141.7,97.6,1084.5,354.3,122.0,241.0,80.2,65.6,220.3,244.8,89.6,600.7,37.7,123.7,46.0,42.1,34.1,51.7,42.8,32.4,60.5,30.8,62.7,29.1
2022-07-15,9,Friday,26.0,0.0,31.0,23.0,94.6,491.9,507.5,664.3,226.6,348.3,65.4,69.6,205.2,106.9,410.4,65.6,945.2,46.2,141.9,193.1,19.5,78.0,142.2,110.8,1206.8,417.0,133.9,245.1,85.1,70.3,209.4,242.0,120.9,670.9,61.5,143.3,66.9,35.2,27.0,54.2,32.2,32.8,67.5,31.9,83.5,29.1
2022-07-15,10,Friday,28.0,0.0,31.0,23.0,95.3,538.6,528.7,654.6,266.4,354.8,49.1,72.9,205.2,106.4,356.6,61.1,991.9,55.0,143.1,190.4,13.2,78.3,162.8,121.5,1196.1,485.8,133.7,242.1,77.8,50.9,215.2,241.8,106.5,676.8,84.3,143.7,66.9,33.7,30.5,55.4,43.6,32.6,70.1,30.1,89.1,28.9
2022-07-15,11,Friday,29.0,0.0,31.0,23.0,55.4,534.3,541.5,663.3,242.8,332.3,54.0,66.3,205.3,106.6,358.7,62.9,1083.0,55.1,147.9,182.8,20.8,73.4,215.2,121.6,1198.3,460.7,136.2,237.7,71.1,50.4,212.2,189.0,108.2,690.4,88.1,158.7,61.3,33.7,40.5,50.6,30.5,33.4,63.2,31.8,82.8,27.0
2022-07-15,12,Friday,30.0,0.0,31.0,23.0,69.1,517.0,552.0,591.0,198.6,337.5,75.9,71.0,205.2,106.0,354.2,65.5,1025.5,51.5,144.6,169.5,22.4,73.8,207.9,108.7,1199.7,425.2,149.9,243.3,72.1,58.1,227.8,208.8,104.3,654.4,94.1,147.3,55.3,33.4,23.1,57.9,33.3,33.6,68.9,32.4,92.2,31.1
2022-07-15,13,Friday,31.0,0.0,31.0,23.0,75.2,549.9,561.0,593.3,218.0,346.0,50.5,78.5,205.0,105.7,371.5,58.2,1042.8,52.6,153.1,183.9,22.5,91.9,184.3,115.9,1210.0,417.9,145.9,215.6,78.2,51.6,221.2,224.4,97.3,700.8,90.7,147.7,60.0,40.1,24.7,33.9,31.5,32.4,58.1,35.9,84.4,22.2
2022-07-15,14,Friday,32.0,0.0,31.0,23.0,90.9,528.0,563.3,630.4,233.1,366.4,54.0,71.4,205.2,104.9,339.5,56.0,1024.3,55.6,152.3,183.5,22.8,81.0,155.2,122.1,1235.1,430.4,147.5,229.7,79.5,51.5,210.3,217.3,113.4,700.8,58.8,146.3,57.5,31.3,26.0,41.4,34.9,34.5,64.5,29.0,87.5,22.3
2022-07-15,15,Friday,32.0,0.0,31.0,23.0,105.2,536.2,550.7,630.2,226.0,349.8,47.0,68.6,205.2,105.5,302.8,56.1,1019.8,53.3,146.6,193.7,22.7,90.1,142.6,117.3,1235.0,413.9,149.4,212.8,88.6,53.9,227.0,263.6,107.3,703.3,72.4,150.2,61.8,33.4,32.3,49.0,29.2,36.0,64.9,25.2,91.6,25.7
2022-07-15,16,Friday,32.0,0.0,31.0,23.0,84.8,541.0,542.6,552.9,271.1,335.6,78.5,68.5,205.2,104.2,264.0,61.7,1019.8,48.6,145.2,179.4,22.8,81.6,148.1,104.9,1234.3,401.4,165.8,202.0,85.8,68.9,223.1,233.5,82.0,699.5,51.3,144.5,53.3,47.5,27.8,52.3,41.2,33.4,68.1,31.6,82.3,26.4
2022-07-15,17,Friday,31.0,0.0,31.0,23.0,116.2,528.2,538.4,569.1,237.7,348.1,58.5,68.7,205.1,0.0,279.4,55.9,1028.7,55.2,142.7,174.3,21.7,74.7,153.9,98.4,1166.4,357.0,166.9,201.2,80.5,74.7,227.1,268.5,78.5,670.7,36.4,139.8,50.2,44.5,33.6,36.2,31.8,26.8,70.0,31.6,80.1,28.5
2022-07-15,18,Friday,30.0,0.0,31.0,23.0,153.6,504.5,496.1,548.8,150.0,323.7,55.3,58.5,0.0,0.0,334.1,59.1,879.5,45.4,137.2,154.5,21.0,74.4,155.1,70.5,1074.9,306.2,167.1,195.5,81.1,84.2,209.1,324.9,55.7,630.0,9.3,128.1,48.9,35.8,24.2,54.1,39.1,32.1,62.7,26.3,72.3,20.6
2022-07-15,19,Friday,28.0,0.0,31.0,23.0,199.6,480.8,457.5,491.4,136.0,292.7,39.4,56.4,0.0,0.0,324.7,57.9,851.4,41.6,128.7,124.4,16.4,72.5,91.2,63.8,1012.7,287.9,165.3,142.2,68.7,88.4,199.1,322.5,39.0,590.2,0.0,116.2,40.6,32.1,39.1,51.2,33.9,18.4,49.3,27.5,70.7,18.7
2022-07-15,20,Friday,26.0,0.0,31.0,23.0,201.7,464.4,447.9,482.5,118.5,312.7,48.4,57.2,0.0,0.0,344.8,62.8,858.5,42.1,128.1,116.8,16.4,58.9,87.3,60.0,997.3,268.1,150.7,110.2,65.5,86.1,198.5,324.3,35.6,583.1,0.0,114.2,41.0,46.6,46.3,31.8,32.4,32.3,61.0,27.6,61.0,18.0
2022-07-15,21,Friday,25.0,0.0,31.0,23.0,177.9,447.3,422.6,423.1,116.0,278.4,28.0,54.9,0.0,0.0,348.7,60.4,815.6,37.5,122.7,105.0,11.5,50.0,87.5,63.8,967.3,257.5,150.3,71.5,73.1,83.4,188.3,307.4,31.7,581.1,0.0,114.2,30.1,39.9,36.7,40.2,38.1,31.1,49.0,14.9,68.0,19.1
2022-07-15,22,Friday,24.0,0.0,31.0,23.0,166.2,433.3,411.8,412.1,112.8,272.2,33.6,58.0,0.0,0.0,328.3,62.8,818.4,37.0,123.8,102.1,14.8,52.7,86.8,57.1,968.5,265.9,164.1,58.1,71.3,80.6,190.3,303.7,40.8,550.5,0.0,109.7,40.0,52.0,44.1,23.6,45.7,30.4,50.3,25.1,59.2,17.6
2022-07-15,23,Friday,24.0,0.0,31.0,23.0,168.9,411.8,399.5,459.6,106.5,259.7,33.5,52.7,0.0,0.0,329.5,61.3,810.0,38.7,121.0,102.6,16.3,50.9,86.5,63.6,898.9,239.7,146.0,59.6,66.3,77.8,181.7,328.8,36.4,520.4,0.0,96.5,28.2,35.2,36.0,33.7,28.7,16.3,47.3,16.1,52.6,17.4
2022-07-16,0,Saturday,24.0,0.0,29.0,23.0,148.1,411.7,400.6,391.2,100.2,229.1,23.5,69.9,0.0,0.0,316.9,59.1,773.4,28.9,119.1,96.7,6.5,35.3,80.5,55.6,902.3,232.0,136.7,64.6,69.1,63.0,182.7,304.3,31.7,524.0,0.0,104.2,25.8,33.9,62.3,28.6,23.5,16.2,48.6,14.6,56.2,17.9
2022-07-16,1,Saturday,23.0,0.0,29.0,23.0,142.4,411.2,393.6,377.8,95.5,196.4,58.7,52.5,0.0,0.0,301.9,60.0,818.3,34.2,114.2,98.1,7.0,34.7,71.5,54.1,887.1,223.9,130.9,61.5,69.3,50.6,179.4,305.5,29.2,502.5,0.0,87.3,32.7,34.3,36.6,21.2,24.4,30.5,47.9,23.8,40.5,18.4
2022-07-16,2,Saturday,23.0,0.0,29.0,23.0,123.3,412.0,386.0,374.4,94.7,189.6,22.3,53.4,0.0,0.0,279.3,44.1,786.3,30.8,109.7,101.1,2.8,32.0,75.2,53.5,874.8,219.5,127.4,54.7,63.6,43.2,175.0,308.6,32.6,500.4,0.0,94.9,34.0,38.2,45.3,21.7,23.9,16.1,56.3,14.3,46.7,17.6
2022-07-16,3,Saturday,22.0,0.0,29.0,23.0,123.8,410.8,379.8,369.2,88.0,201.4,35.6,51.6,0.0,0.0,244.5,43.7,770.9,31.4,108.7,98.1,14.4,32.7,89.0,52.5,888.1,221.9,106.6,56.3,62.5,40.2,180.5,299.3,30.3,490.3,0.0,81.9,24.1,22.7,43.0,24.4,12.6,24.2,47.8,14.5,46.7,17.5
2022-07-16,4,Saturday,22.0,0.0,29.0,23.0,175.4,411.1,374.7,422.9,90.8,200.3,40.2,51.7,0.0,0.0,233.7,37.3,812.5,28.6,107.9,93.5,0.0,35.2,62.7,51.9,876.1,216.0,100.4,60.5,69.4,38.8,179.9,315.0,31.9,493.7,0.0,79.3,21.4,21.2,59.8,20.9,13.1,14.8,47.6,12.2,35.2,17.7
2022-07-16,5,Saturday,21.0,0.0,29.0,23.0,117.2,400.3,372.3,368.5,88.4,204.8,29.9,51.7,0.0,0.0,227.6,38.0,775.9,29.1,106.6,94.6,0.0,31.0,66.9,50.9,834.3,218.9,105.6,60.1,72.9,41.2,188.7,324.5,31.3,490.3,0.0,79.3,28.4,18.4,22.0,29.7,18.2,14.7,47.4,14.5,35.5,17.6
2022-07-16,6,Saturday,22.0,0.0,29.0,23.0,90.2,392.4,380.8,364.8,86.7,191.5,30.4,52.6,0.0,0.0,216.4,36.3,769.9,35.0,108.1,96.6,0.0,31.2,70.9,55.9,879.8,215.8,104.0,93.0,68.8,42.4,188.4,283.3,34.1,479.0,0.0,80.4,23.4,19.1,19.7,22.2,21.1,14.4,46.6,14.2,34.4,18.9
2022-07-16,7,Saturday,23.0,0.0,29.0,23.0,76.7,401.1,384.1,377.4,91.0,242.6,32.9,52.7,0.0,0.0,234.8,37.4,807.7,32.5,108.7,98.9,15.1,39.4,58.2,61.3,872.4,224.2,104.4,112.7,71.4,50.8,187.9,275.4,32.1,497.9,16.8,80.6,23.3,27.7,23.8,23.4,26.3,14.7,47.0,14.5,36.9,17.7
2022-07-16,8,Saturday,25.0,0.0,29.0,23.0,43.0,403.5,388.9,417.9,91.7,262.5,33.4,53.7,0.0,0.0,289.9,44.5,738.8,30.9,110.3,115.2,0.0,54.5,83.5,77.6,935.2,234.3,107.7,183.5,80.8,59.6,181.0,239.2,32.9,516.5,47.9,92.0,29.7,34.1,45.7,30.3,32.8,15.1,48.7,14.3,45.4,17.6
2022-07-16,9,Saturday,26.0,0.0,29.0,23.0,6.2,408.0,408.8,262.9,98.2,282.4,56.4,55.6,0.0,0.0,320.6,46.9,763.5,33.2,120.5,115.2,15.6,57.7,90.9,70.3,946.3,241.2,110.7,176.6,81.1,66.9,179.9,186.5,32.9,556.6,76.3,103.8,32.8,35.6,32.4,38.3,31.2,15.2,47.7,14.4,45.7,18.1
2022-07-16,10,Saturday,28.0,0.0,29.0,23.0,0.0,444.0,416.7,311.5,99.9,298.0,46.9,54.9,0.0,0.0,303.5,52.7,766.1,40.5,118.3,125.3,11.4,66.7,87.3,81.3,975.2,259.0,124.8,155.7,95.5,70.5,177.6,187.3,37.3,597.0,117.4,105.6,36.8,39.0,23.9,33.9,34.1,15.2,49.1,29.3,61.3,23.3
2022-07-16,11,Saturday,29.0,0.0,29.0,23.0,22.2,442.6,439.7,456.8,110.2,318.0,21.5,56.2,0.0,0.0,334.3,57.7,772.6,37.8,123.6,125.3,14.3,61.7,91.8,79.1,1004.9,252.7,127.0,161.5,81.5,67.2,196.6,176.5,43.8,586.8,116.6,106.7,33.6,32.5,20.6,34.5,48.2,15.7,48.0,18.3,58.1,17.2
2022-07-16,12,Saturday,30.0,0.0,29.0,23.0,47.1,453.2,447.0,426.8,115.3,289.5,40.9,56.4,0.0,0.0,387.2,59.8,786.9,39.2,124.1,122.6,14.4,59.7,91.9,76.6,1006.1,251.9,133.4,131.3,82.6,71.2,183.3,173.8,38.8,587.9,124.2,111.3,25.7,36.3,23.4,50.0,35.1,19.4,49.1,17.8,58.1,17.8
2022-07-16,13,Saturday,31.0,0.0,29.0,23.0,79.3,448.8,457.3,473.5,119.4,300.7,38.8,57.5,0.0,0.0,412.7,61.2,840.0,39.8,124.8,130.0,15.4,65.5,107.3,77.3,960.0,266.5,151.8,165.7,82.1,69.5,186.8,225.1,42.8,592.4,125.3,106.2,27.7,39.3,45.1,34.2,31.6,15.5,48.4,14.5,53.7,17.4
2022-07-16,14,Saturday,32.0,0.0,29.0,23.0,82.3,459.2,464.7,447.3,127.1,295.6,40.0,68.5,0.0,0.0,393.1,54.3,809.1,39.8,127.1,119.9,17.4,62.3,88.6,75.3,1023.3,261.1,147.1,163.3,84.2,63.1,187.0,244.0,34.9,580.4,118.3,109.8,37.8,31.6,25.4,38.3,27.4,30.6,65.3,16.9,67.3,17.9
2022-07-16,15,Saturday,32.0,0.0,29.0,23.0,77.3,451.1,456.1,430.0,178.8,277.7,40.2,58.2,0.0,0.0,395.4,55.5,816.8,40.0,127.7,125.0,8.0,74.9,93.0,75.1,958.5,269.5,154.4,160.4,79.1,65.9,182.1,248.6,41.3,594.1,93.0,106.7,38.3,35.3,28.1,46.8,50.2,31.5,49.1,15.5,59.7,18.2
2022-07-16,16,Saturday,32.0,0.0,29.0,23.0,41.7,458.1,461.4,520.8,178.5,275.5,27.3,57.9,0.0,0.0,395.4,55.4,825.9,41.7,129.5,122.1,7.5,63.1,100.8,65.9,1016.2,266.8,160.3,165.7,75.0,70.6,183.8,199.7,46.7,601.7,71.5,121.4,28.1,45.6,25.0,34.2,30.2,17.0,49.2,15.7,58.9,18.2
2022-07-16,17,Saturday,31.0,0.0,29.0,23.0,104.9,455.2,452.5,455.4,123.2,317.6,27.6,57.4,0.0,0.0,368.5,55.1,815.0,40.6,123.5,122.2,7.8,78.1,102.2,70.7,1006.3,267.3,158.0,129.0,75.5,72.1,190.0,247.1,39.7,581.6,52.5,113.3,28.5,36.5,21.7,36.3,26.0,30.8,48.4,15.9,57.4,17.6
2022-07-16,18,Saturday,29.0,0.0,29.0,23.0,129.3,454.6,454.9,449.4,122.4,314.3,23.4,61.6,0.0,0.0,335.3,62.8,779.5,42.8,126.7,121.2,11.7,69.2,84.8,62.8,1001.8,255.5,161.5,124.3,80.2,81.0,194.4,295.9,34.9,588.7,18.0,113.3,33.7,50.6,22.5,47.2,31.4,17.2,48.9,14.4,60.3,23.5
2022-07-16,19,Saturday,28.0,0.0,29.0,23.0,154.5,448.1,439.7,502.3,122.3,272.4,38.5,59.8,0.0,0.0,297.0,59.8,804.5,37.8,123.4,111.6,16.2,68.1,84.8,58.4,973.8,249.3,147.8,77.5,73.2,90.5,190.3,311.8,36.3,568.4,0.0,102.1,36.9,40.2,47.5,22.7,33.0,31.0,48.5,16.0,55.6,17.4
2022-07-16,20,Saturday,26.0,0.0,29.0,23.0,175.1,426.6,444.6,433.4,124.6,320.0,39.0,55.7,0.0,0.0,312.4,62.0,744.0,41.2,119.6,106.4,17.9,57.8,102.9,57.7,948.9,245.9,152.6,69.1,73.0,84.9,187.0,328.3,31.9,563.3,0.0,101.6,34.8,34.9,42.0,23.6,30.1,17.2,47.9,16.0,54.7,17.5
2022-07-16,21,Saturday,25.0,0.0,29.0,23.0,175.0,422.2,430.5,423.1,124.0,273.8,16.6,55.0,0.0,0.0,318.1,60.2,834.8,38.7,121.1,103.5,15.9,46.3,89.1,57.6,937.5,241.2,150.1,64.9,75.0,83.6,187.2,297.7,32.1,554.6,0.0,105.3,26.9,37.3,45.6,28.2,25.4,21.3,48.3,14.6,57.3,17.4
2022-07-16,22,Saturday,25.0,0.0,29.0,23.0,169.6,420.7,418.2,476.8,111.1,278.4,22.6,54.9,0.0,0.0,324.6,63.0,788.2,38.8,114.9,96.2,14.6,40.2,90.2,54.8,961.5,238.7,154.7,64.3,72.9,81.2,188.9,300.5,34.1,556.3,0.0,101.1,28.8,37.4,36.4,22.7,31.6,16.5,48.7,15.7,53.5,17.4
2022-07-16,23,Saturday,24.0,0.0,29.0,23.0,164.7,397.6,415.0,420.3,112.8,257.6,23.2,54.4,0.0,0.0,316.2,62.6,824.7,36.1,112.4,95.8,6.5,40.1,90.4,55.6,922.7,244.1,156.2,76.0,74.2,73.3,181.5,298.8,34.2,529.2,0.0,92.9,30.0,37.2,55.6,21.8,36.1,15.7,60.7,15.1,45.4,17.3
2022-07-17,0,Sunday,24.0,0.0,32.0,24.0,140.6,409.6,408.8,413.1,108.7,255.7,20.8,54.3,0.0,0.0,310.8,57.6,770.8,35.5,111.7,100.3,15.7,32.1,83.6,55.6,902.8,231.4,147.2,66.7,67.7,66.3,178.8,309.1,31.9,531.2,0.0,99.0,37.3,35.0,37.1,32.7,26.1,15.8,48.7,25.8,51.3,17.9
2022-07-17,1,Sunday,23.0,0.0,32.0,24.0,142.4,421.0,404.9,456.5,104.9,233.0,22.2,54.3,0.0,0.0,286.1,52.7,782.0,35.9,111.3,99.3,3.0,33.6,70.5,54.2,895.0,231.1,133.7,68.0,72.6,59.5,184.2,324.6,29.1,510.7,0.0,98.8,24.3,43.7,36.1,21.7,15.1,15.7,48.3,14.6,53.0,17.9
2022-07-17,2,Sunday,23.0,0.0,32.0,24.0,133.3,410.1,392.0,448.9,100.2,238.1,21.5,53.2,0.0,0.0,265.8,46.5,769.3,34.5,109.6,100.4,15.2,33.6,66.7,53.6,861.8,212.7,138.0,54.7,65.5,50.6,177.6,324.6,32.6,497.3,0.0,90.2,22.7,36.0,39.4,23.4,22.9,15.6,46.8,14.3,38.7,17.4
2022-07-17,3,Sunday,23.0,0.0,32.0,24.0,134.7,418.7,387.4,409.2,105.9,231.2,27.1,53.8,0.0,0.0,241.1,46.7,809.5,34.7,110.1,98.4,2.9,32.1,62.5,54.0,873.9,210.8,111.6,63.5,65.4,50.6,175.8,300.8,30.7,502.2,0.0,81.9,24.0,38.2,48.0,36.6,24.8,15.9,47.1,14.4,34.8,17.4
2022-07-17,4,Sunday,23.0,0.0,32.0,24.0,154.1,393.9,391.7,415.4,100.8,256.2,22.9,71.5,0.0,0.0,242.7,42.8,757.0,30.6,109.9,96.9,2.8,32.6,64.0,53.1,888.5,213.6,119.8,68.8,65.9,41.3,173.0,307.1,31.3,488.4,0.0,86.4,24.8,31.5,54.2,22.6,12.9,15.5,47.4,15.4,42.4,17.5
2022-07-17,5,Sunday,23.0,0.0,32.0,24.0,116.4,406.6,388.4,408.6,97.3,231.3,37.5,53.2,0.0,0.0,234.3,41.3,771.0,35.5,108.8,101.1,2.8,31.4,74.3,51.5,887.4,204.6,114.8,69.0,71.7,42.4,174.5,351.0,28.2,499.2,0.0,79.6,23.9,19.8,20.0,20.7,25.1,14.8,59.4,14.0,34.2,17.4
2022-07-17,6,Sunday,23.0,0.0,32.0,24.0,99.3,414.2,387.4,410.1,95.0,229.4,21.8,54.6,0.0,0.0,222.3,38.6,803.2,28.6,108.6,95.9,0.0,31.9,62.8,55.7,847.9,201.3,101.1,119.7,79.2,43.3,176.6,323.1,28.2,489.3,0.0,78.0,22.7,19.6,25.1,26.2,23.0,15.3,48.0,14.1,33.6,17.7
2022-07-17,7,Sunday,24.0,0.0,32.0,24.0,81.6,410.9,391.1,458.8,101.3,236.8,21.3,53.3,0.0,0.0,222.7,43.2,798.5,28.7,110.3,109.3,0.0,34.4,76.4,55.4,835.1,206.9,105.0,117.9,76.7,48.3,179.4,296.5,28.0,482.9,0.0,78.6,23.4,37.7,24.0,22.6,32.0,15.2,46.9,14.5,34.2,17.3
2022-07-17,8,Sunday,25.0,0.0,32.0,24.0,62.9,420.0,396.3,409.7,99.4,261.9,20.5,53.5,0.0,0.0,223.5,42.7,807.6,31.4,113.7,114.5,0.0,51.7,78.9,64.1,881.0,229.1,102.6,121.0,78.2,56.8,177.0,252.6,29.7,506.4,51.1,90.0,23.5,33.7,46.3,25.6,32.6,15.0,47.2,15.4,40.7,17.6
2022-07-17,9,Sunday,26.0,0.0,32.0,24.0,128.7,429.1,409.2,422.1,108.7,256.9,32.1,53.7,0.0,0.0,242.1,45.6,790.9,35.5,116.1,114.2,2.9,53.6,78.3,64.7,910.7,228.7,108.3,187.1,78.3,73.3,177.0,261.6,31.7,515.4,23.1,89.7,24.5,30.8,28.4,23.9,27.9,15.2,47.6,15.4,45.1,17.7
2022-07-17,10,Sunday,27.0,0.0,32.0,24.0,120.9,428.3,406.2,476.8,160.5,260.7,24.8,55.4,0.0,0.0,249.8,50.3,823.1,36.3,113.4,117.4,6.7,56.5,66.3,64.7,890.2,224.1,102.2,119.9,78.9,71.2,180.4,285.2,34.3,521.0,12.5,91.6,24.4,28.5,26.1,24.0,42.5,15.7,47.4,25.4,46.4,17.3
2022-07-17,11,Sunday,28.0,0.0,32.0,24.0,81.5,421.4,418.5,488.2,141.1,260.0,56.2,54.2,0.0,0.0,282.5,49.7,812.5,39.4,122.1,120.6,6.4,54.7,81.0,64.4,911.1,232.5,127.5,120.2,73.4,64.4,184.6,259.7,37.1,518.7,41.2,95.6,23.5,35.0,64.8,28.3,30.5,15.3,48.8,15.3,45.6,17.2
2022-07-17,12,Sunday,29.0,0.0,32.0,24.0,38.2,425.8,432.1,448.0,112.2,268.2,23.6,56.0,0.0,0.0,289.8,57.8,790.2,40.8,124.7,120.2,15.5,66.6,91.6,64.3,911.7,234.1,144.2,144.1,74.2,64.3,173.0,230.8,35.3,537.6,62.0,97.7,23.9,34.4,21.0,28.3,36.3,15.2,49.6,12.6,50.5,17.8
2022-07-17,13,Sunday,30.0,0.0,32.0,24.0,53.6,444.1,463.6,484.2,118.0,279.6,58.9,57.1,0.0,0.0,304.2,60.9,780.2,41.8,121.5,123.3,6.3,70.1,82.3,66.9,951.0,259.2,152.6,144.5,80.0,77.9,181.3,223.2,45.8,581.3,59.2,108.4,39.5,38.1,19.8,25.7,42.2,31.3,49.3,15.4,62.3,17.9
2022-07-17,14,Sunday,30.0,0.0,32.0,24.0,49.6,475.6,465.2,437.6,121.8,279.1,42.7,59.0,0.0,0.0,297.4,58.9,800.9,39.6,126.7,125.5,7.6,63.5,73.9,62.3,975.3,268.5,158.9,113.6,81.2,78.7,176.1,218.8,46.5,587.6,56.5,113.4,36.1,35.4,21.8,33.5,25.1,17.5,49.4,15.7,62.2,18.3
2022-07-17,15,Sunday,30.0,0.0,32.0,24.0,103.9,464.9,462.9,500.6,128.6,315.9,32.3,57.7,0.0,0.0,321.1,63.3,817.0,38.6,128.2,120.5,17.5,63.7,83.2,66.7,1006.7,290.4,159.2,117.9,69.2,73.1,180.4,256.3,45.4,589.1,36.4,108.6,39.9,37.3,25.1,34.4,27.8,31.9,49.0,15.5,63.9,16.9
2022-07-17,16,Sunday,30.0,0.0,32.0,24.0,116.7,447.5,447.3,466.3,185.5,267.5,60.0,60.9,0.0,0.0,319.0,64.0,815.3,39.3,119.9,122.2,18.4,68.1,76.8,62.9,1005.0,279.9,159.7,114.8,66.9,72.7,186.8,269.3,40.7,591.9,24.7,113.9,38.7,34.0,36.8,25.0,40.0,34.2,48.6,15.9,66.3,17.2
2022-07-17,17,Sunday,29.0,0.0,32.0,24.0,138.2,449.5,450.8,479.6,126.0,310.0,32.8,61.4,0.0,0.0,346.3,66.9,769.2,40.9,125.8,120.8,16.0,68.1,85.1,58.3,1014.2,291.1,150.4,112.4,72.5,89.6,187.5,313.1,41.7,602.9,24.7,114.5,42.5,44.1,22.3,38.7,28.4,17.8,49.6,18.0,65.0,17.4
2022-07-17,18,Sunday,28.0,0.0,32.0,24.0,144.1,452.6,446.6,525.5,122.4,303.2,38.2,74.0,0.0,0.0,338.7,67.7,801.3,47.3,124.5,117.1,14.7,66.0,88.6,54.7,975.0,275.4,147.6,112.0,73.5,94.1,186.7,310.1,37.0,594.1,0.0,111.1,36.9,37.5,22.1,28.4,32.3,25.2,48.7,23.6,59.3,16.8
2022-07-17,19,Sunday,27.0,0.0,32.0,24.0,167.1,460.8,434.5,526.7,124.0,286.0,39.5,58.8,0.0,0.0,342.9,62.4,776.4,38.8,125.6,109.4,7.0,57.7,90.6,54.1,958.0,276.8,158.4,60.6,67.6,97.2,195.4,309.6,40.5,572.6,0.0,112.3,41.2,46.3,38.6,23.8,40.8,17.6,53.2,16.0,61.2,17.1
2022-07-17,20,Sunday,26.0,0.0,32.0,24.0,193.6,446.3,440.3,473.4,168.1,315.2,39.5,56.5,0.0,0.0,364.3,67.9,765.7,40.7,119.9,109.1,6.6,56.3,86.6,58.2,967.1,270.3,166.9,59.8,65.1,98.4,189.3,320.8,33.5,556.4,0.0,110.2,40.7,42.7,65.2,32.3,34.6,31.2,60.9,25.2,60.5,17.3
2022-07-17,21,Sunday,26.0,0.0,32.0,24.0,182.5,440.3,434.3,527.8,127.2,272.3,19.4,59.5,0.0,0.0,356.8,70.0,788.0,37.4,119.1,100.5,8.2,44.3,93.1,75.1,985.8,256.0,170.5,62.0,72.0,89.3,187.3,307.1,40.3,591.2,0.0,107.7,43.4,47.9,39.3,38.8,27.6,17.5,62.5,15.6,58.3,17.6
2022-07-17,22,Sunday,25.0,0.0,32.0,24.0,165.1,437.5,432.6,513.4,124.7,282.5,20.0,54.6,0.0,0.0,350.6,72.4,799.5,35.8,118.9,102.1,6.3,59.0,83.6,54.1,928.7,242.4,159.4,60.6,69.3,88.6,186.5,334.0,29.7,534.0,0.0,101.8,36.9,51.0,47.1,30.9,43.3,16.8,49.6,14.4,54.2,18.0
