day,time,weekday,1시간기온,1시간강수량,일최고기온,일최저기온,SV-2_석사,SV-5_석사,SV-6_석사,HV-M1_석사,HV-M2_석사,HV-NM_석사,HV-EM_석사,중앙P/P_석사,전기전자컴퓨터공학동_석사,신소재공학_석사,생명과학동_석사,기계공학동_석사,LG도서관_석사,창업B동_석사,금호관_석사,"냉각수순환펌프1,2,3_석사","냉각수순환펌프4,5,6_석사",기혼자아파트E동_석사,기숙사9동_석사,고등광/극초단_석사,신소재공학동(E)_석사,전기전자컴퓨터공학동(E)_석사,생명과학동(E)_석사,기계공학동(E)_석사,LG도서관(E)_석사,중앙P/P(E)_석사,고등광연구소(E)_석사,SV-2_학사,SV-5_학사,SV-6_학사,SV-7_학사,HV-NM1_학사,HV-NM2_학사,고압콘덴샤_학사,신재생에너지동_학사,대학B동_학사,대학기숙사A동_학사,제2학생회관_학사,학사P/P_학사,교원아파트_학사,대학C동_학사,중앙연구기기센터_학사,대학A동_학사,다산빌딩_학사,산학협력연구동_학사,신재생에너지동(E)_학사,대학B동(E)_학사,대학기숙사A동(E)_학사,학사P/P(E)_학사,제2학생회관(E)_학사,교원아파트(E)_학사,대학C동(E)_학사,중앙연구기기센터(E)_학사,대학A동(E)_학사,다산빌딩(E)_학사,산학협력연구동(E)_학사
2022-07-01,0,Friday,25.0,0.0,32.0,24.0,426.3,14.6,900.8,752.9,794.6,767.3,415.8,388.6,899.9,511.5,85.9,771.3,466.5,683.4,41.0,524.0,44.7,895.8,863.4,637.5,89.5,950.0,860.7,30.2,276.3,887.5,286.0,647.3,647.6,631.8,650.7,192.2,641.5,5.1,103.9,840.0,702.9,656.5,76.2,766.3,682.5,86.7,2197.0,802.1,35.2,814.4,779.5,710.9,752.5,420.6,313.1,930.5,136.3,19.3,631.5,180.5
2022-07-01,1,Friday,25.0,0.0,32.0,24.0,429.8,16.7,902.2,755.1,796.0,769.1,416.2,388.7,900.3,511.9,86.3,771.4,466.7,683.4,41.1,524.0,44.7,896.1,863.5,638.1,89.5,950.1,860.8,30.2,276.3,887.6,286.0,649.5,649.8,631.8,652.9,192.2,643.6,5.1,104.8,840.2,703.1,656.6,76.3,766.4,682.7,87.0,2197.0,802.6,35.2,814.5,779.6,710.9,752.6,420.6,313.1,930.5,136.4,19.3,631.5,180.5
2022-07-01,2,Friday,24.0,0.0,32.0,24.0,433.2,18.8,903.5,757.2,797.3,770.8,416.6,388.8,900.7,512.3,86.7,771.5,466.9,683.4,41.1,524.0,44.7,896.4,863.5,638.8,89.5,950.2,860.9,30.2,276.3,887.6,286.1,651.6,651.9,631.8,655.0,192.2,645.7,5.1,105.6,840.4,703.2,656.6,76.3,766.4,682.8,87.3,2197.0,803.1,35.2,814.6,779.6,710.9,752.6,420.6,313.1,930.5,136.4,19.3,631.6,180.5
2022-07-01,3,Friday,24.0,0.0,32.0,24.0,436.5,20.9,904.8,759.3,798.6,772.5,417.0,389.0,901.1,512.6,87.2,771.6,467.2,683.5,41.2,524.0,44.7,896.7,863.6,639.5,89.6,950.3,861.0,30.2,276.4,887.7,286.1,653.6,653.9,631.8,657.0,192.2,647.7,5.1,106.5,840.6,703.3,656.7,76.4,766.5,683.0,87.5,2197.0,803.6,35.2,814.7,779.6,711.0,752.7,420.6,313.2,930.6,136.5,19.3,631.6,180.5
2022-07-01,4,Friday,24.0,0.0,32.0,24.0,439.8,22.9,906.0,761.3,799.8,774.1,417.3,389.1,901.4,513.0,87.6,771.7,467.4,683.5,41.2,524.0,44.7,896.9,863.6,640.2,89.6,950.4,861.1,30.2,276.4,887.7,286.2,655.7,655.9,631.8,659.0,192.2,649.7,5.1,107.3,840.8,703.4,656.7,76.4,766.5,683.2,87.8,2197.0,804.1,35.2,814.7,779.6,711.0,752.7,420.6,313.2,930.6,136.5,19.3,631.6,180.5
2022-07-01,5,Friday,24.0,0.0,32.0,24.0,443.1,25.0,907.3,763.4,801.1,775.8,417.7,389.2,901.8,513.4,88.0,771.8,467.6,683.5,41.3,524.0,44.7,897.1,863.6,640.9,89.6,950.5,861.2,30.2,276.4,887.8,286.3,657.7,658.0,631.8,661.0,192.2,651.7,5.1,108.2,841.0,703.5,656.8,76.5,766.5,683.4,88.1,2197.1,804.6,35.2,814.8,779.7,711.0,752.7,420.6,313.2,930.6,136.6,19.3,631.7,180.5
2022-07-01,6,Friday,24.0,0.0,32.0,24.0,446.3,27.0,908.5,765.3,802.3,777.4,418.1,389.3,902.2,513.8,88.4,771.9,467.8,683.5,41.3,524.0,44.7,897.3,863.7,641.5,89.6,950.6,861.3,30.2,276.5,887.8,286.3,659.6,659.9,631.8,662.9,192.2,653.6,5.1,109.0,841.2,703.6,656.8,76.5,766.6,683.5,88.4,2197.1,805.1,35.2,814.9,779.7,711.0,752.7,420.7,313.2,930.6,136.6,19.3,631.7,180.5
2022-07-01,7,Friday,25.0,0.0,32.0,24.0,449.6,29.0,909.7,767.4,803.5,779.1,418.5,389.4,902.5,514.1,88.8,772.0,468.0,683.5,41.4,524.0,44.7,897.5,863.7,642.2,89.7,950.7,861.4,30.2,276.5,887.9,286.4,661.7,662.0,631.8,665.0,192.2,655.7,5.1,109.8,841.4,703.7,657.0,76.6,766.6,683.7,88.7,2197.1,805.5,35.2,815.0,779.7,711.0,752.8,420.7,313.2,930.6,136.6,19.4,631.7,180.5
2022-07-01,8,Friday,27.0,0.0,32.0,24.0,453.0,31.2,910.9,769.6,804.7,780.8,418.9,389.5,902.9,514.5,89.3,772.2,468.3,683.5,41.4,524.0,44.7,897.8,863.7,642.9,89.7,950.8,861.5,30.2,276.5,888.0,286.5,663.9,664.2,631.8,667.1,192.2,657.8,5.1,110.7,841.6,703.8,657.1,76.7,766.7,683.9,88.9,2197.1,806.0,35.2,815.1,779.7,711.1,752.8,420.7,313.2,930.6,136.7,19.4,631.8,180.5
2022-07-01,9,Friday,28.0,0.0,32.0,24.0,457.1,33.7,912.6,772.1,806.4,782.7,419.5,389.6,903.3,514.9,89.8,772.3,468.6,683.5,41.5,524.1,44.7,898.0,863.8,643.6,89.7,951.0,861.6,30.2,276.6,888.1,286.5,666.3,666.6,631.8,669.5,192.2,660.2,5.1,111.6,841.9,703.9,657.3,76.7,766.7,684.1,89.1,2197.2,806.6,35.3,815.1,779.8,711.1,752.8,420.8,313.3,930.6,136.7,19.4,631.8,180.6
2022-07-01,10,Friday,29.0,0.0,32.0,24.0,461.8,36.6,914.4,775.0,808.2,784.9,420.2,389.6,903.8,515.4,90.3,772.5,468.9,683.6,41.6,524.3,44.8,898.3,863.9,644.5,89.8,951.1,861.8,30.2,276.7,888.3,286.6,668.8,669.1,631.8,672.1,192.2,662.8,5.1,112.7,842.2,704.0,657.5,76.8,766.8,684.3,89.3,2197.3,807.2,35.3,815.3,779.8,711.1,752.8,420.8,313.3,930.7,136.8,19.4,631.9,180.6
2022-07-01,11,Friday,30.0,0.0,32.0,24.0,466.5,39.5,916.2,777.9,810.0,787.1,420.9,389.6,904.3,515.9,90.9,772.8,469.2,683.6,41.6,524.5,44.9,898.5,863.9,645.4,89.8,951.3,862.0,30.2,276.7,888.4,286.7,671.4,671.6,631.8,674.7,192.2,665.3,5.1,113.9,842.5,704.0,657.7,76.9,766.9,684.5,89.4,2197.4,807.8,35.3,815.4,779.8,711.1,752.9,420.8,313.3,930.7,136.8,19.4,631.9,180.6
2022-07-01,12,Friday,31.0,0.0,32.0,24.0,471.2,42.4,918.0,780.8,811.8,789.3,421.6,389.7,904.7,516.4,91.5,773.0,469.5,683.7,41.7,524.7,45.0,898.8,864.0,646.3,89.8,951.4,862.2,30.2,276.8,888.5,286.8,673.8,674.1,631.8,677.2,192.2,667.9,5.1,115.0,842.9,704.1,657.9,76.9,766.9,684.7,89.5,2197.5,808.5,35.4,815.5,779.9,711.1,752.9,420.9,313.3,930.7,136.9,19.4,632.0,180.6
2022-07-01,13,Friday,32.0,0.0,32.0,24.0,476.0,45.3,919.9,783.7,813.7,791.5,422.3,389.7,905.2,516.9,92.0,773.3,469.8,683.7,41.8,524.9,45.1,899.1,864.0,647.2,89.9,951.5,862.4,30.2,276.9,888.8,286.9,676.3,676.6,631.8,679.8,192.2,670.4,5.1,116.1,843.2,704.2,658.1,77.0,767.0,684.9,89.6,2197.6,809.1,35.5,815.6,779.9,711.2,752.9,420.9,313.3,930.7,136.9,19.4,632.1,180.6
2022-07-01,14,Friday,32.0,0.0,32.0,24.0,480.8,48.3,921.8,786.7,815.6,793.8,423.0,389.7,905.7,517.4,92.5,773.5,470.2,683.7,41.8,525.1,45.2,899.4,864.1,648.2,89.9,951.7,862.6,30.3,277.0,888.9,287.0,678.9,679.2,631.8,682.4,192.2,673.0,5.1,117.3,843.6,704.4,658.2,77.1,767.0,685.1,89.8,2197.7,809.7,35.5,815.8,779.9,711.2,752.9,420.9,313.4,930.7,137.0,19.5,632.1,180.6
2022-07-01,15,Friday,32.0,0.0,32.0,24.0,485.6,51.3,923.6,789.7,817.3,796.1,423.7,389.7,906.2,518.0,93.1,773.8,470.5,683.8,41.9,525.3,45.3,899.6,864.1,649.1,90.0,951.8,862.7,30.3,277.0,889.0,287.1,681.5,681.8,631.8,685.1,192.2,675.7,5.1,118.4,844.0,704.4,658.4,77.1,767.1,685.3,89.9,2197.7,810.3,35.6,815.9,780.0,711.2,753.0,420.9,313.4,930.7,137.0,19.5,632.2,180.6
2022-07-01,16,Friday,32.0,0.0,32.0,24.0,490.4,54.4,925.3,792.8,819.1,798.5,424.4,389.8,906.7,518.5,93.7,774.0,470.9,683.8,42.0,525.5,45.4,899.8,864.2,650.1,90.0,952.0,862.9,30.3,277.1,889.2,287.2,684.1,684.4,631.8,687.7,192.2,678.4,5.1,119.6,844.4,704.5,658.6,77.2,767.1,685.5,90.1,2197.8,811.0,35.7,816.0,780.0,711.2,753.0,421.0,313.4,930.8,137.1,19.5,632.3,180.7
2022-07-01,17,Friday,32.0,0.0,32.0,24.0,495.0,57.3,926.9,795.8,820.7,800.8,425.0,389.9,907.1,519.0,94.3,774.3,471.2,683.8,42.0,525.7,45.5,900.1,864.2,651.0,90.0,952.1,863.1,30.3,277.2,889.3,287.3,686.8,687.0,631.8,690.4,192.2,681.0,5.1,120.7,844.7,704.6,658.8,77.3,767.2,685.7,90.3,2197.9,811.6,35.7,816.2,780.1,711.2,753.0,421.0,313.4,930.8,137.2,19.5,632.4,180.7
2022-07-01,18,Friday,31.0,0.0,32.0,24.0,499.2,60.2,928.3,798.6,822.1,803.1,425.7,390.0,907.6,519.5,94.8,774.5,471.6,683.9,42.1,525.7,45.5,900.3,864.3,651.9,90.1,952.2,863.3,30.3,277.2,889.5,287.4,689.4,689.6,631.8,693.0,192.2,683.6,5.1,121.9,845.0,704.8,658.9,77.3,767.3,685.9,90.5,2198.0,812.2,35.7,816.3,780.1,711.3,753.0,421.0,313.4,930.8,137.2,19.5,632.4,180.7
2022-07-01,19,Friday,29.0,0.0,32.0,24.0,503.0,62.8,929.5,801.2,823.3,805.1,426.2,390.1,908.0,520.0,95.3,774.6,471.9,683.9,42.1,525.7,45.5,900.6,864.4,652.7,90.1,952.4,863.4,30.3,277.3,889.6,287.5,691.9,692.1,631.8,695.5,192.2,686.1,5.1,122.9,845.3,704.9,659.1,77.4,767.3,686.1,90.8,2198.0,812.8,35.7,816.4,780.1,711.3,753.1,421.1,313.4,930.8,137.2,19.5,632.5,180.7
2022-07-01,20,Friday,28.0,0.0,32.0,24.0,506.6,65.2,930.7,803.6,824.5,807.1,426.7,390.2,908.4,520.4,95.8,774.8,472.2,683.9,42.2,525.7,45.5,900.9,864.4,653.4,90.1,952.5,863.5,30.3,277.3,889.7,287.5,694.2,694.5,631.8,697.9,192.2,688.4,5.1,123.8,845.5,705.0,659.2,77.4,767.4,686.3,91.1,2198.0,813.4,35.7,816.5,780.1,711.3,753.1,421.1,313.5,930.8,137.3,19.6,632.5,180.7
2022-07-01,21,Friday,26.0,0.0,32.0,24.0,510.1,67.6,931.9,806.0,825.6,809.0,427.1,390.4,908.9,520.8,96.3,774.9,472.4,684.0,42.3,525.7,45.5,901.3,864.5,654.0,90.2,952.6,863.6,30.3,277.4,889.7,287.6,696.6,696.9,631.8,700.2,192.2,690.8,5.1,124.8,845.8,705.1,659.3,77.5,767.5,686.5,91.4,2198.1,814.0,35.7,816.6,780.2,711.3,753.1,421.1,313.5,930.8,137.3,19.6,632.6,180.7
2022-07-01,22,Friday,25.0,0.0,32.0,24.0,513.5,69.8,933.0,808.2,826.8,810.8,427.5,390.5,909.3,521.2,96.7,775.0,472.7,684.0,42.3,525.7,45.5,901.6,864.5,654.7,90.2,952.7,863.7,30.3,277.4,889.8,287.6,698.9,699.2,631.8,702.5,192.2,693.1,5.1,125.7,846.0,705.3,659.3,77.5,767.6,686.7,91.6,2198.1,814.5,35.7,816.7,780.2,711.4,753.2,421.2,313.5,930.9,137.4,19.6,632.6,180.7
2022-07-01,23,Friday,25.0,0.0,32.0,24.0,516.8,72.0,934.1,810.4,827.9,812.6,427.9,390.7,909.6,521.6,97.1,775.1,473.0,684.0,42.4,525.7,45.5,901.9,864.6,655.4,90.2,952.9,863.8,30.3,277.5,889.9,287.7,701.2,701.4,631.8,704.7,192.2,695.3,5.1,126.7,846.2,705.4,659.4,77.6,767.7,686.9,91.9,2198.1,815.1,35.7,816.8,780.2,711.4,753.2,421.2,313.5,930.9,137.4,19.6,632.7,180.7
2022-07-02,0,Saturday,24.0,0.0,32.0,24.0,520.1,74.1,935.3,812.6,829.1,814.3,428.3,390.8,910.0,522.0,97.5,775.2,473.2,684.0,42.4,525.7,45.5,902.2,864.6,656.0,90.3,953.0,863.9,30.3,277.5,889.9,287.7,703.3,703.6,631.8,706.8,192.2,697.4,5.1,127.5,846.4,705.6,659.4,77.6,767.7,687.0,92.2,2198.1,815.6,35.7,816.9,780.3,711.4,753.2,421.2,313.5,930.9,137.5,19.6,632.7,180.7
2022-07-02,1,Saturday,23.0,0.0,32.0,24.0,523.3,76.2,936.4,814.6,830.2,816.0,428.7,391.0,910.4,522.3,98.0,775.3,473.4,684.0,42.4,525.7,45.5,902.4,864.7,656.7,90.3,953.1,864.0,30.3,277.5,890.0,287.8,705.4,705.7,631.8,708.9,192.2,699.5,5.1,128.4,846.6,705.7,659.5,77.7,767.8,687.2,92.5,2198.2,816.1,35.7,817.0,780.3,711.4,753.3,421.2,313.5,930.9,137.5,19.6,632.8,180.8
2022-07-02,2,Saturday,23.0,0.0,32.0,24.0,526.4,78.2,937.5,816.6,831.3,817.6,429.1,391.1,910.7,522.7,98.4,775.4,473.6,684.0,42.5,525.7,45.5,902.7,864.8,657.3,90.3,953.2,864.1,30.3,277.6,890.1,287.8,707.5,707.7,631.8,710.9,192.2,701.5,5.1,129.2,846.8,705.8,659.5,77.7,767.8,687.4,92.8,2198.2,816.6,35.7,817.1,780.3,711.5,753.3,421.2,313.6,930.9,137.6,19.6,632.8,180.8
2022-07-02,3,Saturday,23.0,0.0,32.0,24.0,529.4,80.2,938.6,818.6,832.3,819.2,429.4,391.2,911.1,523.0,98.8,775.5,473.9,684.0,42.5,525.7,45.5,903.0,864.8,657.9,90.3,953.3,864.2,30.3,277.6,890.1,287.8,709.4,709.7,631.8,712.8,192.2,703.4,5.1,130.0,847.0,705.9,659.6,77.7,767.9,687.6,93.0,2198.2,817.1,35.7,817.1,780.3,711.5,753.4,421.2,313.6,930.9,137.6,19.6,632.9,180.8
2022-07-02,4,Saturday,22.0,0.0,32.0,24.0,532.4,82.1,939.6,820.6,833.4,820.8,429.8,391.3,911.5,523.4,99.1,775.6,474.1,684.0,42.6,525.7,45.5,903.2,864.8,658.6,90.4,953.4,864.2,30.3,277.6,890.2,287.9,711.4,711.6,631.8,714.8,192.2,705.3,5.1,130.8,847.2,706.0,659.6,77.8,767.9,687.7,93.3,2198.2,817.6,35.7,817.2,780.3,711.5,753.4,421.3,313.6,930.9,137.6,19.7,632.9,180.8
2022-07-02,5,Saturday,22.0,0.0,32.0,24.0,535.4,84.0,940.7,822.5,834.4,822.4,430.1,391.5,911.8,523.7,99.5,775.7,474.3,684.1,42.6,525.7,45.5,903.4,864.9,659.3,90.4,953.5,864.3,30.3,277.6,890.2,287.9,713.3,713.6,631.8,716.7,192.2,707.2,5.1,131.6,847.3,706.1,659.7,77.8,768.0,687.9,93.6,2198.2,818.0,35.7,817.3,780.4,711.5,753.4,421.3,313.6,931.0,137.7,19.7,632.9,180.8
2022-07-02,6,Saturday,22.0,0.0,32.0,24.0,538.2,85.9,941.7,824.4,835.4,823.9,430.5,391.6,912.2,524.1,99.9,775.8,474.5,684.1,42.7,525.7,45.5,903.6,864.9,659.9,90.4,953.6,864.4,30.3,277.7,890.3,288.0,715.2,715.5,631.8,718.5,192.2,709.1,5.1,132.4,847.5,706.2,659.7,77.9,768.0,688.1,93.9,2198.2,818.5,35.7,817.4,780.4,711.5,753.4,421.3,313.6,931.0,137.7,19.7,632.9,180.8
2022-07-02,7,Saturday,24.0,0.0,32.0,24.0,541.2,87.8,942.7,826.3,836.5,825.5,430.8,391.6,912.5,524.4,100.3,775.9,474.7,684.1,42.7,525.7,45.5,903.8,864.9,660.5,90.4,953.7,864.5,30.3,277.7,890.3,288.0,717.1,717.4,631.8,720.4,192.2,711.0,5.1,133.2,847.7,706.3,659.8,77.9,768.0,688.3,94.1,2198.3,819.0,35.7,817.4,780.4,711.5,753.5,421.3,313.6,931.0,137.8,19.7,633.0,180.8
2022-07-02,8,Saturday,26.0,0.0,32.0,24.0,544.1,89.7,943.7,828.2,837.5,827.0,431.2,391.7,912.9,524.8,100.7,776.0,474.9,684.1,42.8,525.7,45.5,904.0,865.0,661.2,90.5,953.8,864.6,30.3,277.7,890.4,288.1,719.0,719.3,631.8,722.4,192.2,712.9,5.1,134.0,847.9,706.3,659.9,78.0,768.1,688.4,94.4,2198.3,819.5,35.7,817.5,780.4,711.6,753.5,421.3,313.6,931.0,137.8,19.7,633.0,180.8
2022-07-02,9,Saturday,28.0,0.0,32.0,24.0,547.0,91.7,944.7,830.1,838.5,828.5,431.6,391.7,913.2,525.1,101.1,776.2,475.1,684.1,42.8,525.7,45.5,904.3,865.0,661.8,90.5,953.9,864.7,30.3,277.8,890.4,288.2,721.0,721.3,631.8,724.4,192.2,714.9,5.1,134.9,848.1,706.4,660.0,78.0,768.1,688.6,94.5,2198.3,820.0,35.8,817.6,780.4,711.6,753.5,421.4,313.7,931.0,137.9,19.7,633.0,180.9
2022-07-02,10,Saturday,30.0,0.0,32.0,24.0,550.1,93.6,945.8,832.1,839.6,830.1,432.1,391.7,913.6,525.5,101.5,776.3,475.3,684.1,42.9,525.7,45.5,904.5,865.1,662.5,90.5,954.0,864.8,30.3,277.8,890.5,288.2,723.0,723.3,631.8,726.4,192.2,716.9,5.1,135.7,848.3,706.5,660.2,78.1,768.2,688.8,94.7,2198.3,820.5,35.8,817.7,780.5,711.6,753.5,421.4,313.7,931.0,137.9,19.7,633.1,180.9
2022-07-02,11,Saturday,31.0,0.0,32.0,24.0,553.1,95.6,946.9,834.1,840.6,831.6,432.5,391.7,914.0,525.9,101.9,776.4,475.6,684.1,42.9,525.7,45.5,904.7,865.1,663.2,90.6,954.2,864.9,30.3,277.9,890.6,288.3,724.9,725.2,631.8,728.4,192.2,718.9,5.1,136.6,848.6,706.6,660.3,78.2,768.3,689.0,94.8,2198.4,821.0,35.9,817.8,780.5,711.6,753.6,421.4,313.7,931.0,137.9,19.7,633.1,180.9
2022-07-02,12,Saturday,33.0,0.0,32.0,24.0,556.2,97.7,948.0,836.2,841.7,833.2,433.0,391.7,914.4,526.3,102.4,776.5,475.8,684.1,43.0,525.7,45.5,904.9,865.2,663.9,90.6,954.3,865.0,30.3,277.9,890.6,288.4,726.8,727.1,631.8,730.4,192.2,720.9,5.1,137.4,848.8,706.7,660.4,78.2,768.3,689.1,94.8,2198.4,821.5,36.0,817.9,780.5,711.6,753.6,421.4,313.7,931.0,138.0,19.8,633.2,180.9
2022-07-02,13,Saturday,34.0,0.0,32.0,24.0,559.4,99.7,949.1,838.2,842.8,834.8,433.4,391.7,914.8,526.7,102.7,776.6,476.1,684.1,43.0,525.7,45.5,905.1,865.2,664.6,90.6,954.4,865.1,30.3,278.0,890.7,288.4,728.8,729.1,631.8,732.4,192.2,722.9,5.1,138.3,849.1,706.8,660.6,78.3,768.4,689.3,94.9,2198.5,822.0,36.1,818.0,780.5,711.7,753.6,421.5,313.7,931.1,138.0,19.8,633.2,180.9
2022-07-02,14,Saturday,35.0,0.0,32.0,24.0,562.7,101.8,950.2,840.3,844.0,836.5,433.9,391.7,915.2,527.1,103.2,776.7,476.3,684.2,43.1,525.7,45.5,905.4,865.3,665.3,90.6,954.5,865.3,30.3,278.1,890.8,288.5,730.8,731.1,631.8,734.5,192.2,725.0,5.1,139.2,849.4,706.9,660.7,78.3,768.5,689.5,94.9,2198.5,822.6,36.2,818.0,780.6,711.7,753.6,421.5,313.7,931.1,138.1,19.8,633.3,180.9
2022-07-02,15,Saturday,35.0,0.0,32.0,24.0,566.0,104.0,951.4,842.5,845.1,838.2,434.3,391.7,915.6,527.5,103.6,776.9,476.6,684.2,43.1,525.7,45.5,905.6,865.3,666.0,90.7,954.6,865.4,30.3,278.1,890.8,288.5,732.9,733.1,631.8,736.7,192.2,727.1,5.1,140.1,849.6,707.0,660.8,78.4,768.6,689.7,95.0,2198.6,823.1,36.2,818.1,780.6,711.7,753.6,421.5,313.8,931.1,138.1,19.8,633.3,180.9
2022-07-02,16,Saturday,35.0,0.0,32.0,24.0,569.4,106.3,952.6,844.8,846.3,840.0,434.8,391.8,916.0,528.0,104.1,777.0,476.9,684.2,43.2,525.7,45.5,905.9,865.4,666.7,90.7,954.8,865.5,30.3,278.2,890.9,288.6,735.1,735.3,631.8,738.9,192.2,729.4,5.1,141.1,849.9,707.1,660.9,78.5,768.6,689.9,95.2,2198.6,823.7,36.3,818.2,780.6,711.7,753.7,421.6,313.8,931.1,138.2,19.8,633.4,180.9
2022-07-02,17,Saturday,34.0,0.0,32.0,24.0,572.9,108.6,953.7,847.1,847.4,841.9,435.2,391.8,916.4,528.4,104.6,777.1,477.2,684.2,43.2,525.7,45.5,906.2,865.5,667.4,90.7,954.9,865.6,30.3,278.2,890.9,288.7,737.3,737.6,631.8,741.2,192.2,731.6,5.1,142.0,850.2,707.3,661.1,78.5,768.7,690.1,95.4,2198.6,824.2,36.3,818.3,780.7,711.8,753.7,421.6,313.8,931.1,138.2,19.8,633.4,180.9
2022-07-02,18,Saturday,33.0,10.0,32.0,24.0,576.4,110.9,954.9,849.4,848.6,843.8,435.7,391.9,916.8,528.8,105.1,777.3,477.4,684.2,43.3,525.7,45.5,906.5,865.5,668.1,90.8,955.0,865.7,30.3,278.3,891.0,288.7,739.6,739.9,631.8,743.5,192.2,733.9,5.1,143.0,850.4,707.4,661.2,78.6,768.8,690.2,95.6,2198.7,824.8,36.3,818.4,780.7,711.8,753.7,421.6,313.8,931.1,138.3,19.8,633.5,181.0
2022-07-02,19,Saturday,31.0,2.0,32.0,24.0,579.9,113.3,956.1,851.7,849.8,845.7,436.1,392.0,917.2,529.2,105.6,777.4,477.7,684.3,43.3,525.7,45.5,906.8,865.6,668.8,90.8,955.1,865.8,30.3,278.3,891.1,288.8,741.9,742.2,631.8,745.8,192.2,736.2,5.1,143.9,850.7,707.5,661.3,78.6,768.9,690.4,95.8,2198.7,825.4,36.3,818.5,780.7,711.8,753.7,421.6,313.8,931.1,138.3,19.8,633.5,181.0
2022-07-02,20,Saturday,29.0,0.0,32.0,24.0,583.3,115.5,957.3,854.0,851.0,847.5,436.5,392.1,917.6,529.7,106.1,777.5,478.0,684.3,43.4,525.7,45.5,907.1,865.6,669.5,90.8,955.2,865.9,30.3,278.4,891.1,288.8,744.2,744.5,631.8,748.0,192.2,738.5,5.1,144.9,850.9,707.6,661.3,78.7,769.0,690.6,96.1,2198.7,825.9,36.3,818.6,780.7,711.8,753.8,421.7,313.8,931.2,138.3,19.9,633.6,181.0
2022-07-02,21,Saturday,28.0,0.0,32.0,24.0,586.8,117.8,958.4,856.3,852.2,849.4,436.9,392.3,918.0,530.1,106.6,777.6,478.2,684.3,43.4,525.7,45.5,907.4,865.7,670.2,90.8,955.4,866.0,30.3,278.4,891.2,288.9,746.5,746.8,631.8,750.3,192.2,740.7,5.1,145.8,851.2,707.8,661.4,78.7,769.1,690.8,96.4,2198.7,826.5,36.3,818.7,780.8,711.8,753.8,421.7,313.9,931.2,138.4,19.9,633.6,181.0
2022-07-02,22,Saturday,26.0,0.0,32.0,24.0,590.2,120.1,959.7,858.5,853.4,851.2,437.3,392.4,918.4,530.4,107.0,777.7,478.5,684.3,43.4,525.7,45.5,907.7,865.7,670.9,90.9,955.5,866.1,30.3,278.5,891.3,288.9,748.7,749.0,631.8,752.5,192.2,742.9,5.1,146.8,851.4,707.9,661.4,78.8,769.2,691.0,96.6,2198.8,827.0,36.3,818.8,780.8,711.9,753.8,421.7,313.9,931.2,138.4,19.9,633.7,181.0
2022-07-02,23,Saturday,26.0,0.0,32.0,24.0,593.6,122.2,960.8,860.7,854.6,853.0,437.7,392.6,918.7,530.8,107.5,777.9,478.8,684.3,43.5,525.7,45.5,908.0,865.8,671.6,90.9,955.6,866.2,30.3,278.5,891.4,289.0,750.9,751.2,631.8,754.7,192.2,745.1,5.1,147.7,851.6,708.0,661.5,78.8,769.2,691.2,96.9,2198.8,827.6,36.3,818.9,780.8,711.9,753.9,421.7,313.9,931.2,138.5,19.9,633.7,181.0
2022-07-03,0,Sunday,26.0,0.0,33.0,24.0,596.9,124.4,962.0,862.9,855.7,854.7,438.1,392.7,919.1,531.2,107.9,778.0,479.0,684.4,43.5,525.7,45.5,908.3,865.9,672.2,90.9,955.7,866.3,30.3,278.5,891.4,289.0,753.1,753.4,631.8,756.8,192.2,747.2,5.1,148.5,851.8,708.2,661.5,78.9,769.3,691.3,97.2,2198.8,828.1,36.3,819.0,780.8,711.9,753.9,421.7,313.9,931.2,138.5,19.9,633.8,181.0
2022-07-03,1,Sunday,25.0,0.0,33.0,24.0,600.1,126.4,963.2,864.9,856.9,856.4,438.5,392.8,919.5,531.6,108.4,778.1,479.2,684.4,43.6,525.7,45.5,908.6,865.9,672.9,90.9,955.8,866.4,30.3,278.6,891.5,289.1,755.2,755.5,631.8,758.9,192.2,749.3,5.1,149.4,852.0,708.3,661.6,78.9,769.4,691.5,97.5,2198.8,828.6,36.3,819.1,780.9,711.9,753.9,421.7,313.9,931.2,138.6,19.9,633.8,181.0
2022-07-03,2,Sunday,25.0,0.0,33.0,24.0,603.3,128.5,964.3,867.0,858.0,858.1,438.8,393.0,919.8,531.9,108.8,778.2,479.4,684.4,43.6,525.7,45.5,908.9,866.0,673.6,91.0,955.9,866.5,30.3,278.6,891.5,289.1,757.3,757.6,631.8,761.0,192.2,751.4,5.1,150.3,852.2,708.4,661.6,78.9,769.4,691.7,97.7,2198.8,829.1,36.3,819.2,780.9,712.0,754.0,421.8,313.9,931.2,138.6,19.9,633.8,181.0
2022-07-03,3,Sunday,24.0,0.0,33.0,24.0,606.4,130.5,965.4,869.0,859.1,859.7,439.2,393.1,920.2,532.3,109.2,778.3,479.6,684.4,43.7,525.7,45.5,909.2,866.0,674.3,91.0,956.0,866.6,30.3,278.6,891.6,289.2,759.4,759.7,631.8,763.0,192.2,753.4,5.1,151.2,852.4,708.5,661.6,79.0,769.5,691.9,98.0,2198.9,829.7,36.3,819.3,780.9,712.0,754.0,421.8,314.0,931.2,138.7,19.9,633.9,181.1
