day,time,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-07-30,0,0.0,27.8,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,1,0.0,26.9,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,2,0.0,27.3,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,3,0.0,26.4,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,4,0.0,26.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,5,0.0,25.3,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,6,7.0,26.4,8.0,24.5,0.0,-0.3,0.0,0.0,-0.2,-0.4,0.3,0.0,0.2,0.0,0.7,0.0,0.0,0.9,0.0
2022-07-30,7,174.0,31.1,65.0,28.0,1.9,4.2,3.6,2.4,0.8,2.4,0.7,1.6,1.1,1.3,4.3,2.2,3.8,7.1,1.8
2022-07-30,8,386.0,36.1,267.0,33.9,7.6,10.3,10.6,7.2,5.3,21.1,3.1,8.1,6.5,6.9,16.1,12.5,23.3,24.4,10.9
2022-07-30,9,594.0,33.8,602.0,36.4,20.9,23.7,9.5,5.8,14.9,56.1,3.4,10.3,10.7,10.4,26.9,28.1,36.2,28.2,10.5
2022-07-30,10,230.0,32.9,225.0,35.1,17.1,8.9,5.4,4.6,7.1,22.2,2.9,8.2,6.0,8.2,13.8,12.1,22.0,22.8,9.3
2022-07-30,11,413.0,34.3,400.0,39.3,32.5,15.8,10.1,10.0,12.7,39.8,5.2,14.7,10.8,14.9,25.1,21.7,40.7,42.4,18.5
2022-07-30,12,391.0,39.4,369.0,43.6,27.6,14.3,8.6,3.8,11.3,36.0,4.6,12.7,9.9,13.5,22.2,19.3,35.7,36.2,15.4
2022-07-30,13,328.0,33.9,306.0,35.6,23.8,12.6,7.6,3.4,9.5,31.0,4.0,10.8,8.4,11.5,19.0,16.4,30.3,31.0,13.2
2022-07-30,14,158.0,30.0,147.0,29.9,11.2,6.3,3.7,1.6,4.6,14.8,2.1,5.5,4.1,5.6,9.6,8.1,14.7,15.1,6.4
2022-07-30,15,217.0,29.7,208.0,29.7,16.2,8.7,5.3,2.3,6.6,21.0,2.8,7.5,5.6,7.7,13.1,11.1,20.4,21.0,8.9
2022-07-30,16,111.0,30.1,102.0,28.5,7.0,4.1,2.4,1.0,2.8,9.2,1.5,3.7,2.7,3.7,6.6,5.3,9.7,10.4,4.4
2022-07-30,17,109.0,30.9,105.0,31.1,6.9,4.0,2.4,0.9,2.9,9.2,1.5,3.8,2.7,3.7,6.6,5.4,9.9,10.7,4.5
2022-07-30,18,71.0,30.3,74.0,30.0,4.4,2.8,1.6,0.6,1.9,6.0,1.1,2.6,1.9,2.6,4.8,3.8,6.8,9.2,3.2
2022-07-30,19,30.0,29.7,27.0,28.5,0.7,0.9,0.0,0.0,0.1,0.0,0.5,1.0,0.7,0.8,0.9,0.0,0.9,3.0,1.1
2022-07-30,20,0.0,28.2,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,21,0.0,28.1,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,22,0.0,27.9,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,23,0.0,28.1,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
