day,time,수평면,외기온도,경사면,모듈온도,축구장,학생회관,중앙창고,학사과정,다산빌딩,시설관리동,대학C동,동물실험동,중앙도서관,LG도서관,신재생에너지동,삼성환경동,중앙연구기기센터,산업협력관,기숙사 B동
2022-08-29,0,0.0,20.5,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,1,0.0,19.8,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,2,0.0,19.8,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,3,0.0,19.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,4,0.0,19.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,5,0.0,19.3,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,6,0.0,18.7,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0
2022-08-29,7,79.0,20.4,76.0,20.0,4.6,2.8,1.6,0.4,1.8,4.5,1.1,2.6,1.9,2.5,4.7,3.7,6.8,7.7,3.1
2022-08-29,8,107.0,21.9,102.0,22.7,6.5,4.0,2.3,2.0,2.8,6.5,1.5,3.7,2.7,3.6,6.6,5.3,9.7,10.5,4.4
2022-08-29,9,143.0,23.0,135.0,22.8,9.7,5.5,3.2,3.0,4.1,9.4,1.9,5.0,3.7,5.0,8.7,7.2,13.2,14.0,6.0
2022-08-29,10,201.0,24.8,192.0,25.6,14.0,7.7,4.5,4.2,6.0,13.6,2.6,6.9,5.1,7.0,12.0,10.1,18.6,23.8,8.3
2022-08-29,11,140.0,24.6,136.0,25.8,9.7,5.5,3.2,2.9,4.1,9.5,1.9,5.1,3.7,4.9,8.8,7.3,13.5,14.4,6.1
2022-08-29,12,98.0,21.8,91.0,20.2,5.7,3.6,1.9,1.9,2.3,6.0,1.3,3.2,2.4,3.2,5.8,4.6,8.4,9.0,3.8
2022-08-29,13,250.0,23.8,225.0,25.6,16.0,9.5,5.9,6.0,7.1,16.2,3.2,8.1,6.3,8.7,14.7,12.2,22.7,22.3,9.0
2022-08-29,14,144.0,23.6,137.0,23.0,9.8,5.6,3.2,3.0,4.3,9.7,1.9,5.0,3.7,5.0,8.8,7.3,13.4,14.3,6.0
2022-08-29,15,138.0,23.9,127.0,24.3,8.8,5.2,2.9,2.7,3.6,8.8,1.8,4.5,3.5,4.7,8.1,6.7,12.2,12.8,5.5
2022-08-29,16,132.0,24.4,120.0,22.9,8.0,4.8,2.7,2.5,3.1,8.1,1.7,4.1,3.2,4.3,7.5,6.1,11.1,11.7,5.1
2022-08-29,17,102.0,24.9,98.0,25.6,6.5,3.8,2.1,1.8,2.5,6.5,1.4,3.5,2.6,3.4,6.2,5.1,9.2,10.0,4.2
2022-08-29,18,38.0,23.8,39.0,23.0,1.4,1.3,0.6,0.3,0.7,1.9,0.7,1.5,1.0,1.2,2.3,1.9,3.4,4.2,1.6
2022-08-29,19,0.0,22.9,0.0,20.2,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1
2022-08-29,20,0.0,22.9,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,21,0.0,22.7,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,22,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,23,0.0,22.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
